N	2gram	Bakhtin_Pr_4	Myslijsy
1	то есть	40	34
2	потому что	4	33
3	то что	4	29
4	может быть	23	26
5	таким образом	4	24
6	в том	9	23
7	и в	46	23
8	в этом	16	23
9	в слове	3	22
10	и не	27	18
11	что в	4	17
12	в языке	2	16
13	при этом	5	15
14	только в	6	15
15	для нас	2	14
16	как и	12	14
17	в себе	7	14
18	то же	6	14
19	так как	5	14
20	если бы	3	13
21	том что	4	12
22	не было	2	12
23	а не	11	12
24	по себе	7	11
25	что я	6	11
26	но и	12	11
27	не в	10	11
28	не может	19	11
29	что мы	2	10
30	по отношению	5	10
31	не только	14	10
32	тем что	3	10
33	мы можем	4	10
34	между тем	2	9
35	в своем	3	8
36	было бы	3	8
37	то это	3	8
38	отношению к	5	8
39	мы не	4	8
40	сказать что	2	8
41	о том	5	8
42	но в	6	8
43	по мере	4	7
44	это не	5	7
45	на то	3	7
46	в нем	17	7
47	что и	3	7
48	и что	3	7
49	вовсе не	9	7
50	могут быть	2	7
51	как в	4	7
52	мысли и	2	7
53	с этим	2	7
54	что такое	2	7
55	этого слова	2	7
56	и к	9	6
57	вместе с	2	6
58	того как	2	6
59	слово с	5	6
60	так и	4	6
61	уже в	4	5
62	так что	2	5
63	для него	2	5
64	хотя и	6	5
65	в его	9	5
66	как бы	19	5
67	к нему	5	5
68	бы и	2	5
69	что же	3	5
70	все это	6	5
71	не менее	2	5
72	должно быть	4	5
73	а в	2	5
74	с ним	2	5
75	во всяком	2	5
76	слова и	7	5
77	есть в	6	5
78	так сказать	5	5
79	и все	9	4
80	что он	6	4
81	слова то	3	4
82	есть уже	2	4
83	до сих	8	4
84	можно сказать	4	4
85	в одном	11	4
86	и о	3	4
87	в котором	5	4
88	сам по	3	4
89	и тем	2	4
90	между ними	10	4
91	сих пор	8	4
92	да и	4	4
93	только на	3	4
94	то и	2	4
95	слово в	6	4
96	в той	3	4
97	хотя бы	2	4
98	так же	3	4
99	слов в	2	4
100	точки зрения	11	4
101	в данном	2	4
102	в то	5	4
103	если же	5	4
104	мы имеем	3	4
105	а между	2	4
106	и с	7	4
107	это слово	5	4
108	слова в	13	3
109	никогда не	6	3
110	в этих	4	3
111	пор не	2	3
112	человека и	3	3
113	с нею	2	3
114	из одного	2	3
115	но это	6	3
116	к одному	6	3
117	со словом	2	3
118	же время	5	3
119	кроме того	4	3
120	еще не	7	3
121	мы уже	3	3
122	к тому	2	3
123	например в	4	3
124	к слову	2	3
125	в самом	9	3
126	и следовательно	2	3
127	в виду	4	3
128	в каждом	6	3
129	и их	3	3
130	в процессе	4	3
131	языка и	2	3
132	так в	2	3
133	и только	3	3
134	бы не	2	3
135	той же	3	3
136	все эти	4	3
137	все равно	2	3
138	и других	4	3
139	те же	2	3
140	уже не	4	3
141	слова не	2	3
142	лишь в	2	3
143	самом деле	4	3
144	слово и	7	3
145	в речи	3	3
146	и по	2	3
147	слова с	7	3
148	и на	11	3
149	этот вопрос	2	3
150	и до	3	3
151	в которых	2	3
152	их в	3	3
153	и так	2	3
154	ту же	2	3
155	от одного	2	3
156	в поэзии	2	3
157	с точки	9	3
158	там где	2	3
159	что так	2	2
160	не могут	3	2
161	а что	4	2
162	том же	4	2
163	и как	2	2
164	все что	2	2
165	сами по	2	2
166	превращается в	4	2
167	с другой	3	2
168	не как	3	2
169	из этих	3	2
170	языка в	2	2
171	а как	2	2
172	вопрос о	2	2
173	для понимания	2	2
174	этом мы	2	2
175	в различных	3	2
176	отношение к	3	2
177	все в	2	2
178	и здесь	4	2
179	в самой	5	2
180	у нас	2	2
181	об этом	2	2
182	мы и	3	2
183	и говорить	2	2
184	в большинстве	9	2
185	есть и	2	2
186	и слова	2	2
187	не нужно	2	2
188	она не	3	2
189	слова от	2	2
190	в сущности	7	2
191	во сне	2	2
192	к другим	2	2
193	к ним	4	2
194	он не	4	2
195	этих случаях	2	2
196	есть от	2	2
197	и мысли	2	2
198	нам кажется	5	2
199	и это	3	2
200	в мире	3	2
201	если оно	2	2
202	на том	2	2
203	конечно не	8	2
204	указывает на	2	2
205	и для	3	2
206	если мы	5	2
207	еще более	3	2
208	и они	2	2
209	как мы	12	2
210	на этот	2	2
211	и даже	3	2
212	друг друга	6	2
213	и его	6	2
214	в других	2	2
215	можно было	2	2
216	тем как	2	2
217	бы ни	2	2
218	к ней	2	2
219	влияние на	2	2
220	и при	3	2
221	словами в	3	2
222	бы в	3	2
223	его к	2	2
224	ко второму	2	2
225	одном из	2	2
226	большинстве случаев	8	2
