N	2gram	Losev_Prob_4	Psycholo
1	то что	15	37
2	и в	20	30
3	в том	20	27
4	что в	3	24
5	и что	2	23
6	потому что	15	23
7	том что	12	21
8	все время	2	20
9	для того	3	20
10	таким образом	8	20
11	того чтобы	2	20
12	как бы	4	19
13	что он	8	17
14	если мы	5	16
15	не только	24	16
16	в самом	2	14
17	в этом	9	14
18	так же	5	13
19	как раз	4	13
20	то есть	27	13
21	вместе с	5	12
22	если бы	8	11
23	может быть	9	11
24	что мы	3	11
25	о том	5	10
26	с другой	7	9
27	для этого	2	9
28	и когда	2	9
29	не может	5	9
30	и то	2	9
31	сказать что	7	9
32	так как	5	9
33	с тем	4	8
34	что это	2	8
35	мы имеем	6	8
36	к тому	3	8
37	не в	13	8
38	а не	7	8
39	при этом	6	8
40	заключается в	2	8
41	самом деле	3	8
42	и это	2	8
43	по себе	11	7
44	в нем	5	7
45	и как	3	7
46	зависимости от	3	7
47	но не	5	7
48	мы можем	3	7
49	все же	2	7
50	и т	4	7
51	то же	7	7
52	совершенно ясно	2	7
53	точки зрения	14	7
54	как это	3	7
55	уже в	4	6
56	ясно что	7	6
57	в зависимости	3	6
58	в своем	3	6
59	что она	4	6
60	мы все	3	6
61	именно в	7	6
62	как и	6	6
63	и если	5	6
64	совершенно не	3	6
65	и тем	7	6
66	и для	4	6
67	но и	14	6
68	в совершенно	2	6
69	и не	28	6
70	жизни и	5	6
71	говорит что	2	6
72	и его	10	6
73	или в	5	6
74	никак не	4	6
75	тем что	3	6
76	как будто	11	6
77	когда мы	5	6
78	дело с	2	5
79	только не	4	5
80	и есть	4	5
81	по этому	2	5
82	что именно	2	5
83	несмотря на	4	5
84	как мы	3	5
85	и потому	7	5
86	в этой	4	5
87	что они	2	5
88	еще не	7	5
89	было бы	14	5
90	другой стороны	6	5
91	в себе	12	5
92	но в	8	5
93	только в	23	5
94	же самое	6	5
95	казалось бы	3	4
96	в результате	8	4
97	в частности	2	4
98	и все	8	4
99	прежде всего	11	4
100	стороны и	2	4
101	то это	3	4
102	уже давно	4	4
103	говорит о	2	4
104	у нас	14	4
105	есть не	6	4
106	указывает на	4	4
107	и к	3	4
108	в своей	4	4
109	в ней	7	4
110	в его	3	4
111	в них	5	4
112	не есть	12	4
113	только на	2	4
114	только что	2	4
115	а в	4	4
116	из которых	3	4
117	действия и	2	4
118	и совершенно	2	4
119	в конце	2	4
120	не могли	2	4
121	в виду	6	4
122	не существует	5	3
123	была бы	2	3
124	хотя бы	7	3
125	это не	7	3
126	и говорит	2	3
127	для ее	2	3
128	вовсе не	21	3
129	для нас	6	3
130	остановимся на	2	3
131	меньше всего	3	3
132	об этом	6	3
133	так что	6	3
134	находятся в	2	3
135	это есть	3	3
136	что здесь	6	3
137	для него	3	3
138	тот же	2	3
139	он не	2	3
140	в ее	5	3
141	что и	3	3
142	на его	2	3
143	ни в	17	3
144	данном случае	5	3
145	так и	10	3
146	как в	5	3
147	есть нечто	9	3
148	и только	4	3
149	идет речь	2	3
150	т д	3	3
151	времени и	4	3
152	но только	2	3
153	в той	8	3
154	и о	5	3
155	и наконец	4	3
156	в таком	6	3
157	смотреть на	2	3
158	мы не	7	3
159	можно было	4	3
160	человека в	3	3
161	сам по	6	3
162	и на	3	3
163	в каком	6	3
164	в данном	6	3
165	в другом	3	3
166	мы должны	3	3
167	в этих	5	3
168	мы сейчас	3	3
169	в каждой	3	3
170	в которой	2	3
171	учения о	2	3
172	перед нами	13	2
173	в отношении	4	2
174	с его	2	2
175	связи с	3	2
176	представить себе	2	2
177	между собой	2	2
178	не является	10	2
179	с этим	4	2
180	в одном	4	2
181	этом смысле	3	2
182	или иной	13	2
183	не что	2	2
184	можно сказать	5	2
185	и можно	5	2
186	же в	4	2
187	он был	3	2
188	но все	3	2
189	того же	2	2
190	или вернее	2	2
191	это значит	10	2
192	нет в	2	2
193	по преимуществу	2	2
194	том чтобы	2	2
195	как они	2	2
196	той или	14	2
197	в качестве	10	2
198	о которых	2	2
199	в котором	2	2
200	сами по	2	2
201	себе и	3	2
202	иное как	2	2
203	из них	3	2
204	во всех	4	2
205	нам кажется	2	2
206	мы только	2	2
207	все это	9	2
208	отличается от	4	2
209	от нас	2	2
210	все равно	3	2
211	это и	4	2
212	мы находим	2	2
213	и другое	3	2
214	с точки	11	2
215	и даже	9	2
216	и он	2	2
217	есть только	2	2
218	понять как	2	2
219	время как	2	2
220	бы для	2	2
221	и с	7	2
222	в нашем	12	2
223	даже и	13	2
224	что иное	2	2
225	во всем	2	2
226	в то	4	2
227	произведения искусства	2	2
228	все эти	16	2
229	дело в	2	2
230	из этого	3	2
231	и ни	5	2
232	он как	3	2
233	едва ли	10	2
234	это будет	2	2
235	нет ни	4	2
236	но она	3	2
237	на самом	5	2
