N	2gram	Bakhtin_Pr_4	VeschiIm
1	не может	19	33
2	не только	14	31
3	может быть	23	29
4	и не	27	28
5	и в	46	26
6	то что	4	24
7	а не	11	20
8	что я	6	16
9	и следовательно	2	15
10	только в	6	14
11	и что	3	13
12	по себе	7	13
13	было бы	3	12
14	но и	12	12
15	сказать что	2	12
16	все же	4	12
17	в себя	4	12
18	что же	3	11
19	таким образом	4	11
20	с нею	2	11
21	то же	6	10
22	уже не	4	10
23	как бы	19	10
24	потому что	4	10
25	что мы	2	10
26	что такое	2	10
27	в том	9	9
28	в самом	9	9
29	и с	7	9
30	прежде всего	9	9
31	еще и	4	9
32	себя и	3	8
33	на то	3	8
34	но это	6	8
35	с ее	3	8
36	в себе	7	8
37	и это	3	8
38	ничего не	2	8
39	совершенно не	4	7
40	также и	3	7
41	в то	5	7
42	так как	5	7
43	том что	4	7
44	есть и	2	7
45	указывает на	2	7
46	себя в	3	7
47	если оно	2	7
48	и их	3	7
49	как раз	7	7
50	и пр	2	7
51	в этом	16	7
52	с собою	2	6
53	так что	2	6
54	и как	2	6
55	что в	4	6
56	для него	2	6
57	но если	3	6
58	жизни и	5	6
59	отличается от	3	6
60	и только	3	6
61	должно быть	4	6
62	в результате	2	6
63	точки зрения	11	6
64	но в	6	6
65	она не	3	6
66	бы и	2	6
67	если мы	5	6
68	с ним	2	6
69	можно было	2	6
70	не менее	2	5
71	должна быть	2	5
72	ведь и	5	5
73	в отношении	3	5
74	это не	5	5
75	не в	10	5
76	еще не	7	5
77	и до	3	5
78	для этого	2	5
79	только и	2	5
80	а в	2	5
81	если бы	3	5
82	у нас	2	5
83	одна из	2	5
84	но не	4	5
85	того же	3	5
86	в сущности	7	5
87	и для	3	5
88	на себя	4	5
89	в своем	3	4
90	с другой	3	4
91	оно и	2	4
92	же время	5	4
93	в их	4	4
94	то и	2	4
95	и даже	3	4
96	с этим	2	4
97	о том	5	4
98	и все	9	4
99	бытия и	3	4
100	то это	3	4
101	как и	12	4
102	так чтобы	3	4
103	во всех	5	4
104	и о	3	4
105	на почве	2	4
106	нет и	2	4
107	что и	3	4
108	слово и	7	4
109	этот вопрос	2	4
110	между ними	10	4
111	с точки	9	4
112	мы не	4	4
113	в данном	2	4
114	тем что	3	4
115	сама по	2	3
116	никогда не	6	3
117	вопрос о	2	3
118	можно сказать	4	3
119	к тому	2	3
120	без всякого	2	3
121	более или	3	3
122	на этом	3	3
123	и сам	5	3
124	в нем	17	3
125	сам по	3	3
126	отношение к	3	3
127	все это	6	3
128	отношения к	2	3
129	мы находим	5	3
130	их в	3	3
131	к себе	6	3
132	себя как	3	3
133	мы имеем	3	3
134	к другому	5	3
135	в одном	11	3
136	в жизни	5	3
137	что он	6	3
138	к ней	2	3
139	в своей	3	3
140	вместе с	2	3
141	так и	4	3
142	или менее	3	3
143	да и	4	3
144	только на	3	3
145	в той	3	3
146	самом деле	4	3
147	бы в	3	3
148	хотя бы	2	3
149	с самим	5	3
150	мы будем	2	2
151	человека и	3	2
152	на все	2	2
153	есть уже	2	2
154	ни в	6	2
155	в самой	5	2
156	но все	2	2
157	есть конечно	2	2
158	и нет	4	2
159	кроме того	4	2
160	мы уже	3	2
161	у меня	3	2
162	в виду	4	2
163	себе что	2	2
164	и тем	2	2
165	жизнь не	2	2
166	в первой	2	2
167	но она	2	2
168	образом и	3	2
169	в слове	3	2
170	так же	3	2
171	жизнь и	3	2
172	конечно и	3	2
173	от одного	2	2
174	самим собою	3	2
175	но ведь	2	2
176	то есть	40	2
177	мы можем	4	2
178	на него	3	2
179	поэтому и	2	2
180	находим в	2	2
181	от этого	2	2
182	превращается в	4	2
183	и во	3	2
184	с собой	3	2
185	бы ни	2	2
186	о которых	2	2
187	не нужно	2	2
188	себе как	2	2
189	но именно	3	2
190	себе и	3	2
191	никак не	3	2
192	об этом	2	2
193	он не	4	2
194	только к	2	2
195	когда он	2	2
196	как в	4	2
197	мысли и	2	2
198	приводит к	4	2
199	еще более	3	2
200	все равно	2	2
201	и они	2	2
202	как мы	12	2
203	и понимает	3	2
204	при всем	2	2
205	тем же	3	2
206	и его	6	2
207	той же	3	2
208	во всяком	2	2
209	степени и	2	2
210	ту же	2	2
211	отношении к	2	2
212	если же	5	2
213	дело в	3	2
