N	2gram	Vygotskiy__3	Mirosoze
1	может быть	13	30
2	не только	6	29
3	и в	25	28
4	не может	6	28
5	но и	4	25
6	он не	4	24
7	в этом	14	20
8	не в	6	16
9	потому что	6	16
10	в своей	2	15
11	никогда не	4	14
12	человека и	5	14
13	в нем	2	13
14	и это	4	12
15	для него	5	11
16	в самом	3	11
17	и не	10	11
18	что в	17	10
19	в своем	4	10
20	в мире	2	10
21	прежде всего	4	10
22	и все	4	10
23	что он	6	10
24	было бы	10	10
25	и потому	2	10
26	с тем	16	9
27	в его	15	9
28	не есть	3	9
29	и его	2	9
30	но не	6	8
31	в котором	3	8
32	того что	10	7
33	в себе	2	7
34	в том	23	6
35	в этой	5	6
36	все это	6	6
37	и на	6	6
38	вместе с	14	6
39	только в	10	6
40	не могут	4	5
41	от нее	4	5
42	как и	15	5
43	то что	15	5
44	у человека	2	5
45	уже в	7	4
46	в этих	2	4
47	с этой	3	4
48	и вместе	2	4
49	смысле слова	2	4
50	мог бы	4	4
51	и по	5	4
52	а в	4	4
53	в которых	3	4
54	точки зрения	6	4
55	в них	2	4
56	не как	3	4
57	один из	6	4
58	которых он	2	4
59	что и	10	4
60	уже не	2	4
61	на пути	2	4
62	тем что	8	4
63	значит что	4	4
64	к тому	4	3
65	для нас	2	3
66	это значит	4	3
67	не мог	4	3
68	в него	3	3
69	и их	3	3
70	этот процесс	3	3
71	заключает в	2	3
72	в свете	2	3
73	должно быть	2	3
74	с этим	4	3
75	его в	3	3
76	так как	12	3
77	на этом	3	3
78	с его	2	3
79	в жизни	3	3
80	том что	20	3
81	есть и	2	3
82	мы увидим	4	3
83	на том	3	3
84	когда он	3	3
85	место в	2	2
86	по своему	11	2
87	и от	2	2
88	с их	2	2
89	высшей степени	6	2
90	в свою	3	2
91	для того	7	2
92	одним из	5	2
93	на этот	2	2
94	могут быть	5	2
95	отличается от	3	2
96	по отношению	3	2
97	все эти	7	2
98	и что	10	2
99	время как	4	2
100	не иметь	3	2
101	сказать что	4	2
102	в начале	2	2
103	по своей	7	2
104	как бы	10	2
105	о том	5	2
106	как он	3	2
107	бы в	2	2
108	с ним	4	2
109	в основе	16	2
110	а как	2	2
111	основании что	2	2
112	если бы	5	2
113	в высшей	6	2
114	и во	2	2
115	к этому	3	2
116	нет никаких	4	2
117	отношению к	2	2
118	мы видим	3	2
119	в то	4	2
120	все что	2	2
121	то время	4	2
122	и к	5	2
123	с началом	2	2
124	еще в	2	2
125	все же	6	2
126	по сравнению	4	2
127	с ней	3	2
128	как в	9	2
129	приводит к	4	2
130	входит в	5	2
131	того чтобы	8	2
132	и у	6	2
133	и как	5	2
134	и для	2	2
135	от этого	6	2
136	в каком	2	2
137	с внутренней	2	2
