N	2gram	Propp_Isto_1	SlovoVZh
1	не может	15	16
2	может быть	25	14
3	и его	3	13
4	как бы	2	13
5	таким образом	8	12
6	и в	28	12
7	отношению к	3	11
8	по отношению	3	11
9	и не	9	10
10	если бы	8	9
11	так как	6	9
12	прежде всего	10	8
13	для нас	13	7
14	сказать что	5	7
15	в нем	2	6
16	при этом	3	6
17	в том	9	6
18	только в	11	6
19	в ней	7	6
20	и др	7	5
21	то что	9	5
22	должна быть	5	5
23	никогда не	14	5
24	а не	15	5
25	то же	12	5
26	хотя бы	4	5
27	как и	4	5
28	том что	7	5
29	как в	2	5
30	что мы	7	5
31	но в	8	5
32	ни было	2	4
33	все же	10	4
34	так и	9	4
35	с другой	6	4
36	уже не	3	4
37	что не	2	4
38	зависимости от	2	4
39	не в	9	4
40	в этом	8	4
41	и на	4	4
42	материала и	2	4
43	его в	6	4
44	дело в	3	4
45	не только	12	4
46	в котором	3	3
47	точка зрения	2	3
48	бы то	2	3
49	не менее	6	3
50	когда он	6	3
51	в некоторых	2	3
52	бы мы	2	3
53	сих пор	5	3
54	все это	4	3
55	то ни	2	3
56	и по	3	3
57	все эти	4	3
58	ясно что	2	3
59	в такой	2	3
60	по себе	3	3
61	но и	10	3
62	и пр	4	3
63	того что	4	3
64	тем не	6	3
65	он должен	2	3
66	так же	7	3
67	мы не	10	3
68	и с	4	3
69	о том	9	3
70	в себе	2	3
71	для него	2	3
72	до сих	5	3
73	в пределах	4	3
74	еще не	7	3
75	и для	4	3
76	конечно не	2	3
77	из этого	2	3
78	здесь не	4	3
79	с героем	2	3
80	с ним	2	3
81	между тем	2	3
82	зависит от	2	2
83	но мы	2	2
84	что и	6	2
85	но все	4	2
86	что в	12	2
87	вместе с	6	2
88	в зависимости	2	2
89	в этих	7	2
90	на него	4	2
91	между собой	4	2
92	в форме	3	2
93	в своем	5	2
94	социальной жизни	4	2
95	точку зрения	3	2
96	в какой	3	2
97	другой стороны	5	2
98	это не	7	2
99	дело с	2	2
100	мы имеем	13	2
101	и другие	4	2
102	в особенности	2	2
103	тогда когда	2	2
104	с одной	4	2
105	была бы	2	2
106	к этому	2	2
107	связь с	4	2
108	и что	10	2
109	не есть	2	2
110	не так	2	2
111	и здесь	7	2
112	его как	2	2
113	же самое	3	2
114	но это	4	2
115	же относится	2	2
116	но не	5	2
117	могут быть	4	2
118	в то	3	2
119	одной стороны	4	2
120	на это	2	2
121	мы в	2	2
122	действия и	3	2
123	подчеркнуть что	2	2
124	как уже	2	2
125	там где	4	2
126	как это	3	2
127	к ним	4	2
128	ничего не	2	2
129	он не	2	2
130	в основном	2	2
131	в его	5	2
132	и потому	2	2
133	относится к	2	2
134	между ними	2	2
