N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	23	29
2	что в	8	22
3	том что	9	22
4	в том	11	22
5	как бы	28	18
6	и другие	2	14
7	может быть	21	13
8	так как	7	13
9	как и	8	11
10	одна из	2	11
11	в этом	25	11
12	все это	7	10
13	в этот	2	10
14	и с	4	10
15	не только	13	10
16	о том	2	9
17	а в	7	9
18	но и	11	8
19	его в	4	8
20	данном случае	2	7
21	как в	6	7
22	мы не	2	6
23	же в	2	6
24	еще не	5	6
25	для того	2	6
26	для нас	3	6
27	вместе с	2	6
28	таким образом	11	6
29	при этом	3	6
30	того чтобы	4	6
31	и на	10	6
32	в данном	2	6
33	потому что	12	5
34	это не	10	5
35	к этому	2	5
36	должна была	4	5
37	то что	18	5
38	но не	8	5
39	не может	11	5
40	но в	4	5
41	именно в	6	4
42	в них	3	4
43	и все	3	4
44	вопрос о	4	4
45	уже не	8	4
46	по существу	4	4
47	не в	6	4
48	из них	2	4
49	к нему	3	4
50	так же	6	4
51	то и	2	4
52	то же	10	4
53	а не	20	4
54	в которых	2	4
55	их в	2	4
56	тем что	3	3
57	в этих	2	3
58	и других	5	3
59	как например	2	3
60	за ним	2	3
61	она не	5	3
62	до конца	5	3
63	того что	2	3
64	было бы	6	3
65	и о	3	3
66	что она	2	3
67	в котором	2	3
68	с другими	7	3
69	во всех	5	3
70	в последний	2	3
71	в свете	3	3
72	в отличие	2	3
73	что для	2	3
74	все эти	8	3
75	и по	2	3
76	друг друга	3	3
77	или даже	2	3
78	как мы	5	3
79	тому как	3	3
80	между тем	5	3
81	но он	2	3
82	подобно тому	3	3
83	в этой	4	3
84	отличие от	2	3
85	никогда не	5	2
86	по этому	2	2
87	с другой	2	2
88	не столько	3	2
89	из этих	2	2
90	он есть	3	2
91	это в	2	2
92	прежде всего	7	2
93	как можно	2	2
94	что и	5	2
95	это и	9	2
96	кроме того	3	2
97	и как	8	2
98	одним из	8	2
99	чем в	2	2
100	то время	2	2
101	все то	4	2
102	один из	2	2
103	все же	5	2
104	в своей	11	2
105	все в	6	2
106	в форме	6	2
107	в их	3	2
108	не было	3	2
109	на самом	4	2
110	там где	6	2
111	этот вопрос	2	2
112	здесь мы	2	2
113	из которых	2	2
114	и для	3	2
115	можно было	3	2
116	в своих	2	2
117	на себя	3	2
118	в то	10	2
119	заметить что	2	2
120	в которой	4	2
121	есть в	3	2
122	можно больше	2	2
