N	2gram	Potebnia_M_4	Narrotol
1	не только	10	26
2	а не	12	17
3	но и	11	15
4	тогда как	4	15
5	в том	23	14
6	при этом	15	14
7	и не	18	14
8	том что	12	13
9	и в	23	13
10	в этом	23	13
11	состоит в	2	12
12	только в	15	11
13	может быть	26	10
14	в данном	4	10
15	к тому	3	9
16	так и	6	9
17	а в	5	9
18	то есть	34	9
19	то что	29	8
20	в себе	14	8
21	не может	11	8
22	не в	11	8
23	никогда не	3	6
24	в своем	8	6
25	можно сказать	4	6
26	и к	6	6
27	того что	14	6
28	в его	5	6
29	данном случае	2	6
30	со стороны	3	6
31	как бы	5	6
32	но в	8	6
33	точки зрения	4	5
34	тем не	4	5
35	что он	4	5
36	хотя и	5	5
37	он не	2	5
38	в котором	4	5
39	я не	2	5
40	и тем	4	5
41	в нем	7	5
42	отношению к	8	5
43	как в	7	5
44	по отношению	10	5
45	таким образом	24	5
46	в той	4	5
47	тем самым	4	5
48	с другой	2	5
49	в то	4	5
50	я в	2	5
51	о том	8	5
52	что это	7	4
53	не менее	5	4
54	если бы	13	4
55	в глазах	2	4
56	об этом	2	4
57	как и	14	4
58	все что	2	4
59	что в	17	4
60	для него	5	4
61	в ее	2	4
62	то же	14	4
63	уже не	3	4
64	в мире	2	4
65	и у	2	4
66	в силу	7	4
67	и все	4	4
68	с ним	5	4
69	а как	2	3
70	тому что	2	3
71	мы имеем	4	3
72	это не	7	3
73	представить себе	2	3
74	да и	4	3
75	в слове	22	3
76	что я	11	3
77	же время	3	3
78	к его	2	3
79	к ней	2	3
80	и когда	2	3
81	один из	2	3
82	на том	2	3
83	внимание на	5	3
84	то и	4	3
85	все эти	3	3
86	самом деле	3	3
87	того чтобы	4	3
88	и даже	2	3
89	и по	3	3
90	и для	2	3
91	и его	2	3
92	в таком	4	3
93	с ними	3	3
94	не следует	2	3
95	сказать что	8	3
96	между тем	9	3
97	так сказать	5	3
98	только не	3	2
99	можно назвать	2	2
100	в нашем	2	2
101	что у	3	2
102	превращается в	2	2
103	хотя бы	4	2
104	столь же	2	2
105	из этих	2	2
106	точно так	2	2
107	с нею	3	2
108	вовсе не	7	2
109	и здесь	2	2
110	в свою	2	2
111	на то	7	2
112	для нас	14	2
113	и т	7	2
114	тем более	5	2
115	и более	4	2
116	по своему	2	2
117	имеем дело	2	2
118	отношения между	2	2
119	еще не	3	2
120	было бы	8	2
121	по поводу	4	2
122	мысль о	6	2
123	со своим	4	2
124	в самом	3	2
125	во сне	2	2
126	не могу	2	2
127	что она	2	2
128	от его	2	2
129	не вполне	2	2
130	оно не	2	2
131	что и	7	2
132	не будет	3	2
133	в процессе	3	2
134	только на	4	2
135	давно уже	3	2
136	в других	2	2
137	именно в	3	2
138	у нас	2	2
139	в течение	2	2
140	и состоит	3	2
141	те же	3	2
142	на самом	3	2
143	быть может	4	2
144	и что	7	2
145	более чем	3	2
146	только что	3	2
147	с точки	3	2
148	не имеет	5	2
149	сводятся к	2	2
150	так же	4	2
151	той же	3	2
152	мы не	8	2
153	ведет к	3	2
154	можно было	2	2
155	или иначе	2	2
156	тому как	2	2
157	но это	3	2
158	в ней	2	2
159	в виде	2	2
160	подобно тому	2	2
161	в своих	2	2
162	т п	4	2
163	говорить о	5	2
164	во время	2	2
165	видно что	4	2
166	мы его	3	2
167	могли бы	4	2
168	бы в	2	2
169	потому что	33	2
170	в области	2	2
171	в сознании	4	2
172	стало быть	8	2
