N	2gram	Vygotskiy__7	VeschiIm
1	не есть	4	49
2	не может	11	33
3	не только	24	31
4	может быть	7	29
5	и не	18	28
6	и в	26	26
7	то что	24	24
8	вещи и	2	24
9	и есть	2	23
10	а не	6	20
11	есть только	2	17
12	в смысле	6	15
13	и следовательно	5	15
14	что она	8	14
15	только в	8	14
16	и что	6	13
17	того что	14	13
18	по себе	3	13
19	что это	6	12
20	было бы	6	12
21	но и	11	12
22	сказать что	8	12
23	есть не	3	12
24	все же	6	12
25	и то	7	12
26	и ее	2	12
27	что же	2	11
28	таким образом	23	11
29	то же	8	10
30	в ней	3	10
31	как бы	6	10
32	и больше	2	10
33	потому что	16	10
34	что мы	9	10
35	в том	18	9
36	в самом	9	9
37	и с	5	9
38	прежде всего	7	9
39	что не	2	9
40	себя и	2	8
41	на то	4	8
42	но это	3	8
43	с ее	2	8
44	в себе	9	8
45	ничего не	2	8
46	совершенно не	2	7
47	в свете	4	7
48	что оно	4	7
49	также и	2	7
50	в то	3	7
51	его в	2	7
52	так как	14	7
53	том что	17	7
54	и их	5	7
55	как раз	3	7
56	с другими	3	7
57	в этом	29	7
58	оно есть	5	6
59	так что	4	6
60	это есть	4	6
61	что они	10	6
62	что в	12	6
63	для него	3	6
64	но если	2	6
65	отличается от	3	6
66	и только	4	6
67	должно быть	2	6
68	точки зрения	28	6
69	но в	4	6
70	одно и	3	6
71	она не	5	6
72	относится к	2	6
73	если мы	5	6
74	с ним	3	6
75	можно было	2	6
76	не менее	4	5
77	содержит в	3	5
78	в отношении	2	5
79	это не	3	5
80	с этой	5	5
81	тем не	3	5
82	не в	4	5
83	свою очередь	2	5
84	еще не	4	5
85	и до	2	5
86	для этого	3	5
87	только и	3	5
88	должны быть	4	5
89	а в	2	5
90	что для	2	5
91	как к	3	5
92	с тем	5	5
93	если бы	5	5
94	в свою	2	5
95	в ее	6	5
96	у нас	2	5
97	это и	4	5
98	но не	3	5
99	в сущности	9	5
100	для себя	24	5
101	и для	5	5
102	в чем	3	5
103	я не	3	4
104	можно ли	2	4
105	от ее	2	4
106	собственном смысле	3	4
107	с другой	4	4
108	есть то	3	4
109	в их	2	4
110	то и	4	4
111	мы говорим	2	4
112	с этим	2	4
113	о том	4	4
114	как и	15	4
115	это значило	2	4
116	во всех	6	4
117	и о	3	4
118	и потому	3	4
119	нет и	3	4
120	что и	3	4
121	слово и	9	4
122	между ними	3	4
123	с точки	21	4
124	мы не	7	4
125	в данном	5	4
126	тем что	9	4
127	и другое	3	3
128	она должна	2	3
129	никогда не	4	3
130	она является	2	3
131	вопрос о	6	3
132	в собственном	3	3
133	можно сказать	5	3
134	к тому	7	3
135	несмотря на	2	3
136	момент в	3	3
137	в нем	2	3
138	отношение к	2	3
139	все это	3	3
140	отношения к	2	3
141	мы находим	3	3
142	тогда когда	5	3
143	к другому	3	3
144	к пониманию	3	3
145	один из	2	3
146	что он	8	3
147	она может	2	3
148	мы видим	3	3
149	нужно было	4	3
150	к ней	2	3
151	в своей	3	3
152	вместе с	12	3
153	так и	3	3
154	только на	3	3
155	но то	2	3
156	из того	3	3
157	в той	4	3
158	самом деле	6	3
159	бы в	5	3
160	того чтобы	19	3
161	в уме	2	3
162	вопроса о	2	3
163	в основе	3	3
164	на вопрос	5	2
165	казалось бы	2	2
166	одной вещи	2	2
167	его и	2	2
168	тому что	9	2
169	что на	2	2
170	ни в	2	2
171	в самой	3	2
172	что ему	3	2
173	мог бы	3	2
174	что ее	2	2
175	мы уже	3	2
176	исходить из	2	2
177	как совершенно	3	2
178	в виду	5	2
179	и тем	6	2
180	только одно	2	2
181	в первой	3	2
182	данном случае	5	2
183	но только	3	2
184	мы говорили	2	2
185	оба эти	5	2
186	этой точки	4	2
187	в слове	11	2
188	заключается в	6	2
189	во втором	3	2
190	не мог	2	2
191	первом случае	3	2
192	который мы	2	2
193	так же	14	2
194	что то	2	2
195	в своих	2	2
196	от одного	2	2
197	в первом	3	2
198	свое выражение	8	2
199	как это	5	2
200	как она	5	2
201	мы можем	3	2
202	является в	5	2
203	находим в	2	2
204	о чем	4	2
205	и во	4	2
206	с собой	3	2
207	в одну	2	2
208	остановиться на	2	2
209	о которых	2	2
210	а затем	2	2
211	то в	2	2
212	в силу	5	2
213	признать что	2	2
214	в качестве	5	2
215	но именно	2	2
216	наряду с	2	2
217	для нее	3	2
218	никак не	5	2
219	об этом	3	2
220	он не	3	2
221	только к	2	2
222	как в	4	2
223	мысли и	11	2
224	находится в	2	2
225	приводит к	4	2
226	может и	2	2
227	как мы	14	2
228	можно говорить	2	2
229	для того	18	2
230	тем же	5	2
231	и его	12	2
232	той же	8	2
233	во всяком	2	2
234	природе слова	3	2
235	моментов в	2	2
236	выражение в	6	2
237	ту же	2	2
238	на ее	2	2
239	если же	2	2
