N	2gram	Bakhtin_Fr_1	Hudozhes
1	то есть	45	18
2	и не	22	16
3	в том	16	15
4	и в	65	15
5	не только	10	15
6	в частности	5	13
7	может быть	6	13
8	при этом	6	12
9	и его	10	12
10	но не	2	11
11	в этом	15	11
12	в себе	3	11
13	как бы	22	10
14	но и	10	10
15	так и	10	10
16	в его	9	9
17	точки зрения	7	9
18	с другой	3	7
19	или иной	5	7
20	в отличие	4	7
21	в искусстве	3	7
22	отличие от	5	7
23	но в	14	7
24	в основе	8	6
25	с его	5	6
26	что в	3	6
27	в ее	3	6
28	том что	6	6
29	не в	4	6
30	отношение к	4	6
31	приводит к	2	6
32	не может	3	6
33	по своей	3	6
34	могут быть	2	5
35	можно сказать	2	5
36	только в	7	5
37	в самом	4	5
38	того что	2	5
39	той или	5	5
40	в нем	13	5
41	то что	3	5
42	и одновременно	5	5
43	между ними	4	5
44	и т.п	17	5
45	в их	4	5
46	уже не	3	5
47	в этих	2	4
48	прежде всего	11	4
49	к тому	2	4
50	для него	5	4
51	еще не	6	4
52	например в	2	4
53	хотя и	2	4
54	он не	2	4
55	жизни как	3	4
56	в своей	5	4
57	в форме	3	4
58	входит в	4	4
59	отношения к	2	4
60	сказать что	6	4
61	между тем	5	4
62	речи и	2	4
63	не знает	6	4
64	в отношении	6	3
65	в противоположность	2	3
66	это не	3	3
67	что он	3	3
68	и к	4	3
69	по своему	8	3
70	как раз	3	3
71	далеко не	3	3
72	к нему	3	3
73	в целом	2	3
74	как и	5	3
75	в той	5	3
76	с точки	3	3
77	во всей	3	3
78	и для	2	3
79	в таком	2	3
80	их в	2	3
81	потому что	5	3
82	его в	7	3
83	в области	7	3
84	в виду	3	3
85	том числе	10	2
86	но на	3	2
87	ни к	2	2
88	числе и	7	2
89	жизни в	5	2
90	в своем	8	2
91	в них	5	2
92	превращается в	5	2
93	или даже	2	2
94	и особенно	2	2
95	в одном	5	2
96	этих двух	2	2
97	вовсе не	18	2
98	в литературе	6	2
99	совершенно иной	2	2
100	роль в	2	2
101	при всей	2	2
102	основе своей	2	2
103	есть в	5	2
104	времени и	6	2
105	в значительной	6	2
106	с их	5	2
107	одной стороны	2	2
108	несмотря на	2	2
109	мира в	3	2
110	на всех	4	2
111	значительной степени	2	2
112	за пределы	8	2
113	во всех	9	2
114	и потому	10	2
115	не вполне	2	2
116	к жизни	2	2
117	даже в	3	2
118	не является	3	2
119	и др	24	2
120	как в	5	2
121	и прежде	3	2
122	в романе	2	2
123	с одной	2	2
124	все эти	10	2
125	в себя	3	2
126	в году	6	2
127	не входит	2	2
128	и по	2	2
129	или в	2	2
130	с ним	3	2
131	от всех	3	2
132	и на	11	2
133	культуры в	4	2
134	нового времени	13	2
135	одно из	6	2
136	человеческих отношений	2	2
137	но как	3	2
138	начиная с	2	2
139	в этой	4	2
140	о том	2	2
141	жизни но	2	2
142	и это	2	2
143	мира и	4	2
144	в чем	2	2
