N	2gram	Medvedev_V_1	Dialekti
1	т е	18	46
2	и не	19	30
3	и есть	5	19
4	а не	7	18
5	может быть	22	17
6	и т	23	17
7	то что	6	16
8	и в	26	15
9	т д	14	15
10	как бы	5	14
11	точки зрения	3	14
12	того что	3	13
13	по себе	2	13
14	это не	7	12
15	прежде всего	13	11
16	в том	15	11
17	не может	17	11
18	говорить о	2	11
19	в этом	26	11
20	том что	8	10
21	было бы	7	9
22	в виду	4	9
23	все это	10	9
24	это и	6	9
25	то же	10	9
26	значит что	2	9
27	не в	6	8
28	в себе	6	8
29	не только	25	8
30	в чем	2	8
31	и ее	4	8
32	что в	10	7
33	крайней мере	2	7
34	что оно	3	7
35	что мы	2	7
36	по крайней	2	7
37	что он	4	7
38	как и	7	7
39	и его	6	7
40	или в	3	7
41	только в	7	7
42	перед нами	4	6
43	же время	5	6
44	хотя и	2	6
45	и даже	2	6
46	в результате	5	6
47	сказать что	5	6
48	вовсе не	3	6
49	если бы	3	6
50	в то	6	6
51	что и	3	6
52	так и	5	5
53	в своем	8	5
54	можно сказать	4	5
55	того чтобы	3	5
56	в ней	2	5
57	в сфере	2	5
58	в нем	6	5
59	что она	2	5
60	таким образом	31	5
61	именно в	2	5
62	о том	10	5
63	мы имеем	3	5
64	с его	3	5
65	тогда когда	2	5
66	в жизни	2	5
67	для того	3	5
68	что такое	2	5
69	и для	2	5
70	что все	3	4
71	идеи и	6	4
72	и как	3	4
73	в этой	4	4
74	что они	3	4
75	один из	5	4
76	жизни и	3	4
77	но и	10	4
78	в особенности	2	4
79	так же	3	4
80	с ними	4	4
81	также и	2	4
82	не о	2	4
83	в одном	4	4
84	с тем	3	4
85	отнюдь не	3	4
86	она не	3	4
87	еще не	2	4
88	как раз	3	4
89	в течение	2	4
90	бы в	3	4
91	должны быть	2	4
92	хотя бы	19	4
93	тому как	2	4
94	в силу	11	4
95	в его	14	4
96	подобно тому	2	4
97	в их	5	3
98	все эти	6	3
99	и наконец	2	3
100	с этим	3	3
101	даже и	3	3
102	нет ни	2	3
103	но в	2	3
104	только не	2	3
105	к этому	9	3
106	об этом	9	3
107	у нас	2	3
108	только о	2	3
109	в своей	4	3
110	и потому	2	3
111	говорит о	7	3
112	при помощи	3	3
113	когда он	3	3
114	бы и	6	3
115	на основании	8	3
116	что не	3	3
117	из которых	2	3
118	вот почему	4	3
119	могут быть	5	3
120	в области	2	3
121	не менее	2	2
122	в противоположность	3	2
123	не могут	7	2
124	в частности	11	2
125	образа в	2	2
126	из этих	7	2
127	человека и	3	2
128	главным образом	7	2
129	же о	2	2
130	заключается в	2	2
131	как о	2	2
132	такое понимание	2	2
133	и может	2	2
134	в пользу	2	2
135	в нашей	4	2
136	в самом	4	2
137	себе и	2	2
138	никогда не	4	2
139	в котором	3	2
140	из них	9	2
141	и их	3	2
142	вот как	4	2
143	не по	2	2
144	другой стороны	8	2
145	не было	7	2
146	от того	2	2
147	этой точки	2	2
148	лишь в	2	2
149	и по	3	2
150	идеи в	2	2
151	должно быть	2	2
152	между собою	2	2
153	же и	2	2
154	но как	3	2
155	что даже	2	2
156	того или	2	2
157	иметь в	2	2
158	как это	12	2
159	е в	2	2
160	том как	3	2
161	а как	2	2
162	чем же	4	2
163	в них	4	2
164	в ее	4	2
165	все же	5	2
166	в качестве	11	2
167	равно как	4	2
168	в целях	2	2
169	ни одна	2	2
170	нет и	3	2
171	во всех	6	2
172	вместе с	7	2
173	ее в	4	2
174	художественное произведение	5	2
175	даже не	2	2
176	во всей	2	2
177	бы не	2	2
178	только что	4	2
179	которая не	2	2
180	но для	2	2
181	и при	5	2
182	познания и	4	2
183	в которой	2	2
184	ни один	7	2
