N	2gram	Propp_Morf_1	Myshleni
1	и в	13	25
2	в том	6	23
3	том что	4	20
4	что в	8	17
5	так же	3	17
6	таким образом	21	17
7	с тем	2	16
8	как и	3	15
9	то что	8	15
10	в этом	14	14
11	может быть	52	13
12	в целом	3	13
13	между собой	4	13
14	так как	16	12
15	в качестве	5	12
16	по своему	2	11
17	перед нами	10	10
18	что они	2	10
19	как бы	3	10
20	и не	12	10
21	и что	2	10
22	того что	3	10
23	было бы	3	10
24	что и	7	10
25	только в	2	10
26	связи с	10	9
27	как в	3	9
28	мы не	8	9
29	того чтобы	3	8
30	не является	3	8
31	тем что	4	8
32	как мы	6	8
33	все эти	2	7
34	что мы	2	7
35	как это	3	7
36	для того	2	7
37	мы можем	2	7
38	не менее	5	6
39	с другой	8	6
40	как уже	2	6
41	в собственном	3	6
42	не в	3	6
43	один из	5	6
44	не может	14	6
45	в связи	9	6
46	потому что	3	6
47	мы должны	3	6
48	что он	4	6
49	представляет собой	17	6
50	но не	4	6
51	не только	4	6
52	все же	7	6
53	благодаря этому	3	6
54	собственном смысле	3	6
55	точки зрения	2	6
56	можно было	2	6
57	так и	6	5
58	тем не	5	5
59	и как	5	5
60	но это	6	5
61	что она	2	5
62	и по	2	5
63	если бы	2	5
64	и к	4	5
65	о том	2	5
66	входит в	2	5
67	из которых	3	5
68	могут быть	16	5
69	в этой	2	5
70	в основу	2	4
71	не могут	4	4
72	независимо от	3	4
73	в частности	2	4
74	в какой	3	4
75	прежде всего	9	4
76	на то	2	4
77	к тому	4	4
78	всяком случае	2	4
79	время как	3	4
80	из них	3	4
81	но и	4	4
82	от того	3	4
83	друг друга	3	4
84	а в	7	4
85	сказать что	2	4
86	в то	3	4
87	мы имеем	9	4
88	с этим	11	4
89	рассматриваться как	2	4
90	тем и	2	4
91	то время	3	4
92	еще не	3	4
93	мы увидим	8	4
94	он не	3	4
95	приводит к	2	4
96	во всяком	2	4
97	там где	5	4
98	значит что	3	4
99	что эти	2	3
100	на этом	3	3
101	вслед за	5	3
102	если в	5	3
103	и их	2	3
104	который в	2	3
105	другой стороны	4	3
106	по отношению	4	3
107	путь к	2	3
108	в которых	2	3
109	в результате	7	3
110	между тем	5	3
111	его в	2	3
112	огромное значение	2	3
113	состоит в	2	3
114	к этому	3	3
115	но как	2	3
116	мы видим	13	3
117	то в	3	3
118	эта форма	13	3
119	наряду с	5	3
120	или менее	2	3
121	а с	2	3
122	если мы	5	3
123	этот вопрос	2	3
124	в виде	2	3
125	того как	2	3
126	то же	7	2
127	мы будем	3	2
128	в этих	13	2
129	тому что	4	2
130	раньше чем	3	2
131	что там	2	2
132	в тех	6	2
133	а по	3	2
134	для нас	2	2
135	в один	3	2
136	ни было	2	2
137	но все	3	2
138	смысле слова	4	2
139	хотя и	3	2
140	эти формы	2	2
141	это положение	2	2
142	и задачи	2	2
143	относятся к	2	2
144	здесь мы	3	2
145	иное чем	3	2
146	на его	4	2
147	и здесь	5	2
148	в начале	3	2
149	лишь на	2	2
150	от другого	2	2
151	с его	2	2
152	главным образом	4	2
153	однако в	2	2
154	вступают в	3	2
155	на котором	3	2
156	все еще	3	2
157	ясно что	5	2
158	на первый	3	2
159	об этом	4	2
160	же в	2	2
161	в другую	2	2
162	этот момент	3	2
163	одна из	4	2
164	очень часто	6	2
165	есть и	4	2
166	животных и	3	2
167	с теми	4	2
168	это так	2	2
169	не происходит	3	2
170	а также	4	2
171	оно не	2	2
172	отношению к	4	2
173	этого момента	3	2
174	только что	2	2
175	нами в	2	2
176	уже не	2	2
177	и для	2	2
178	как их	2	2
179	или в	4	2
180	тому как	5	2
181	на пути	4	2
182	в каком	2	2
