N	2gram	Tiupa_Anal_1	TeoriaLi
1	в мире	8	24
2	не только	15	18
3	в качестве	31	17
4	тогда как	14	16
5	и не	21	16
6	я в	3	16
7	а в	9	14
8	в частности	19	13
9	и в	18	13
10	состоит в	11	13
11	эстетического отношения	8	12
12	может быть	29	12
13	так и	4	12
14	то есть	11	12
15	представляет собой	16	11
16	при этом	12	11
17	в этом	13	11
18	в том	27	11
19	но не	10	10
20	в тексте	5	10
21	а не	17	10
22	и его	5	10
23	в его	13	9
24	то же	9	9
25	произведение искусства	9	8
26	сводится к	5	8
27	что в	5	8
28	своего рода	3	8
29	такого рода	5	8
30	отношению к	5	8
31	но и	17	8
32	по отношению	6	8
33	субъектной организации	3	8
34	себя в	6	7
35	в себе	11	7
36	том что	12	7
37	в отличие	6	7
38	в данном	2	7
39	точки зрения	6	7
40	по своей	6	7
41	в то	9	7
42	только в	6	7
43	отличие от	6	7
44	место в	3	6
45	с его	3	6
46	же время	6	6
47	художественной реальности	14	6
48	еще не	3	6
49	объектной организации	2	6
50	присутствия в	2	6
51	лишь в	5	6
52	как бы	5	6
53	но в	8	6
54	я есть	2	5
55	в рамках	3	5
56	и одновременно	3	5
57	однако в	3	5
58	или иного	3	5
59	не сводится	2	5
60	или иной	6	5
61	а также	3	5
62	как и	13	5
63	не в	14	5
64	в пределах	2	5
65	в самом	6	5
66	того или	3	5
67	в нем	3	5
68	данном случае	2	5
69	он не	3	5
70	уже не	4	5
71	тем самым	7	5
72	коммуникативного события	14	5
73	в принципе	8	5
74	с другой	4	5
75	не случайно	3	5
76	между тем	5	5
77	мы имеем	6	5
78	в искусстве	2	5
79	художественного восприятия	7	4
80	конечном счете	4	4
81	не столько	2	4
82	личности в	3	4
83	можно сказать	2	4
84	в ходе	3	4
85	ни в	4	4
86	субъекта и	4	4
87	внутреннего я	4	4
88	не предполагает	2	4
89	читателя в	2	4
90	в конечном	4	4
91	за пределами	2	4
92	в своей	6	4
93	то что	6	4
94	отношение к	2	4
95	литературного произведения	41	4
96	в их	5	4
97	и т.п	5	4
98	не может	22	4
99	организации художественного	3	4
100	художественного впечатления	14	4
101	художественного мира	2	4
102	как эстетической	2	4
103	как правило	4	4
104	лирического героя	2	4
105	всего лишь	4	4
106	эстетический объект	6	4
107	художественного текста	12	4
108	по мысли	3	3
109	художественного творчества	2	3
110	никогда не	2	3
111	в нашем	3	3
112	в противоположность	2	3
113	прежде всего	6	3
114	художественного произведения	5	3
115	и к	3	3
116	в акте	2	3
117	человека к	4	3
118	для него	2	3
119	объекта и	3	3
120	того что	4	3
121	и сам	2	3
122	иного рода	2	3
123	может выступать	2	3
124	совпадает с	2	3
125	той или	6	3
126	и потому	2	3
127	этого слова	7	3
128	не все	2	3
129	художественного письма	2	3
130	во времени	4	3
131	другой стороны	2	3
132	таким образом	3	3
133	а с	3	3
134	именно в	4	3
135	мира в	2	3
136	художественного целого	10	3
137	в другом	4	3
138	и по	2	3
139	своей эстетической	2	3
140	самим собой	2	3
141	и то	2	3
142	потому что	2	3
143	в основе	6	3
144	между двумя	3	3
145	все прочие	2	3
146	в этой	5	3
147	все эти	2	3
148	в художественном	3	3
149	в эпизоде	2	3
150	в произведении	5	3
151	эстетического объекта	11	3
152	текст в	2	2
153	и составляет	2	2
154	произведении искусства	3	2
155	только не	2	2
156	оказывается в	2	2
157	если бы	3	2
158	была бы	2	2
159	могут быть	4	2
160	за пределы	2	2
161	себя и	4	2
162	между собой	2	2
163	того же	4	2
164	текста в	12	2
165	это не	6	2
166	другого я	2	2
167	человеческого я	2	2
168	одного и	2	2
169	на фоне	2	2
170	нас самих	2	2
171	вовсе не	2	2
172	или иных	2	2
173	по себе	4	2
174	в литературе	4	2
175	что он	3	2
176	эстетической реальности	3	2
177	к тому	7	2
178	равной степени	2	2
179	текста но	3	2
180	и того	5	2
181	и как	5	2
182	эстетического субъекта	3	2
183	в присутствии	2	2
184	соответствии с	2	2
185	и адресата	2	2
186	особого рода	7	2
187	перед лицом	6	2
188	одной стороны	3	2
189	литературы как	2	2
190	имеем дело	4	2
191	текст и	2	2
192	эстетической деятельности	4	2
193	рассказ о	2	2
194	данного текста	2	2
195	из которых	4	2
196	имеет место	5	2
197	иначе говоря	9	2
198	нашем случае	3	2
199	в роли	2	2
200	по бахтину	2	2
201	даже в	3	2
202	субъект и	2	2
203	не с	4	2
204	к нему	3	2
205	как говорит	2	2
206	могут оказаться	2	2
207	в целом	5	2
208	в культуре	3	2
209	на уровне	3	2
210	вместе с	4	2
211	дело не	3	2
212	и неизбыточность	2	2
213	коммуникативное событие	6	2
214	со стороны	2	2
215	а именно	3	2
216	личности к	2	2
217	здесь не	2	2
218	текста наиболее	2	2
219	как к	2	2
220	факторов художественного	6	2
221	собственно говоря	4	2
222	с одной	3	2
223	ментального внутреннего	2	2
224	и состоит	5	2
225	от себя	3	2
226	в себя	6	2
227	тех или	2	2
228	в той	8	2
229	значении этого	7	2
230	и о	2	2
231	внешнего мира	2	2
232	с точки	4	2
233	роль в	2	2
234	человеческого бытия	2	2
235	я героя	2	2
236	культуры в	2	2
237	автора и	3	2
238	воспринимающего сознания	5	2
239	на себя	2	2
240	а напротив	2	2
241	могла бы	3	2
242	как будто	3	2
243	не следует	4	2
244	и соответственно	4	2
245	в равной	3	2
246	о том	5	2
247	жизни но	2	2
248	произведения искусства	3	2
249	этого текста	2	2
250	произведений искусства	2	2
251	в которой	2	2
252	отношения к	2	2
253	в области	4	2
254	случае это	2	2
255	я и	6	2
256	мире и	2	2
257	в состав	3	2
