N	2gram	Vinokur_Ku_3	formyVre
1	и в	23	50
2	в этом	16	25
3	прежде всего	9	15
4	и не	10	14
5	как мы	5	14
6	вовсе не	5	13
7	как раз	4	13
8	в его	11	13
9	по существу	3	12
10	так и	6	12
11	может быть	14	11
12	таким образом	9	11
13	то же	6	11
14	и как	2	10
15	но в	2	10
16	в том	22	9
17	в особенности	2	9
18	все эти	7	9
19	в то	3	9
20	не только	17	9
21	ничего не	6	9
22	в самом	13	8
23	и т	54	8
24	но и	3	8
25	как и	5	8
26	того же	4	8
27	ни в	3	8
28	т п	41	8
29	не было	4	7
30	в условиях	2	7
31	так сказать	2	7
32	все же	5	6
33	в частности	2	6
34	это не	3	6
35	в дальнейшем	2	6
36	в их	6	6
37	не может	6	6
38	лишь в	8	6
39	так же	2	6
40	в результате	3	6
41	так как	9	6
42	и того	2	6
43	связи с	6	6
44	то что	4	6
45	время в	3	6
46	в ее	4	6
47	как в	4	6
48	что в	13	5
49	одного и	2	5
50	не в	5	5
51	в пределах	2	5
52	значение в	2	5
53	в связи	5	5
54	точки зрения	23	5
55	но все	2	5
56	если бы	8	5
57	отнюдь не	3	5
58	но не	3	5
59	еще не	9	5
60	он не	3	5
61	отношению к	2	5
62	того чтобы	11	5
63	для того	12	5
64	могут быть	6	5
65	том числе	2	4
66	но на	3	4
67	в своем	4	4
68	кроме того	2	4
69	в котором	2	4
70	все это	2	4
71	не имеет	3	4
72	потому что	12	4
73	и с	3	4
74	в ней	3	4
75	конечно не	2	4
76	в процессе	3	4
77	в той	4	4
78	том что	11	4
79	только в	6	4
80	здесь не	2	4
81	не могут	5	3
82	в этих	2	3
83	в отношении	3	3
84	формы и	3	3
85	к тому	3	3
86	с тем	6	3
87	при этом	6	3
88	хотя и	5	3
89	в виду	8	3
90	один из	4	3
91	по отношению	3	3
92	с одной	4	3
93	именно в	3	3
94	они не	3	3
95	а в	5	3
96	сказать что	7	3
97	его в	2	3
98	подхода к	2	3
99	в одном	2	3
100	был бы	3	3
101	не знает	2	3
102	на фоне	7	3
103	есть не	3	3
104	в качестве	2	3
105	в сущности	4	3
106	по преимуществу	3	3
107	что и	6	3
108	вместе с	2	3
109	сих пор	8	3
110	еще более	2	3
111	а не	11	3
112	что не	4	3
113	мы не	3	3
114	в таком	4	3
115	с другими	2	3
116	нас в	3	3
117	во всяком	2	3
118	совершенно иной	2	3
119	до сих	8	3
120	уже в	3	2
121	сплошь и	3	2
122	в нашем	7	2
123	точку зрения	2	2
124	с другой	7	2
125	на материале	2	2
126	что все	2	2
127	вопрос о	11	2
128	или иной	7	2
129	для нас	4	2
130	тому же	3	2
131	смысле слова	2	2
132	одной стороны	4	2
133	но для	3	2
134	не о	2	2
135	в целом	4	2
136	отношение к	3	2
137	в некоторых	2	2
138	еще и	2	2
139	те же	7	2
140	мы находим	3	2
141	с помощью	6	2
142	всякого рода	5	2
143	того что	11	2
144	в которых	3	2
145	также и	5	2
146	имеет в	2	2
147	той или	5	2
148	что мы	2	2
149	мы должны	3	2
150	как он	2	2
151	тех же	4	2
152	к другому	2	2
153	не как	2	2
154	раз и	2	2
155	тогда когда	4	2
156	ясно что	4	2
157	по себе	6	2
158	в различных	2	2
159	и к	3	2
160	в чем	5	2
161	чем в	2	2
162	равно как	2	2
163	было бы	16	2
164	в данной	3	2
165	а также	4	2
166	в своей	4	2
167	как бы	5	2
168	всего этого	3	2
169	совершенно не	5	2
170	в отличие	2	2
171	связь между	3	2
172	если мы	7	2
173	уже не	8	2
174	на минуту	2	2
175	с точки	16	2
176	речи в	7	2
177	хотя бы	9	2
178	той же	3	2
179	в данном	7	2
180	тем что	5	2
181	на себя	2	2
182	в каком	3	2
183	далеко не	5	2
184	слова и	7	2
185	там где	3	2
186	здесь как	2	2
187	отличие от	2	2
