N	2gram	Vinokur_Ku_3	Myslijsy
1	потому что	12	49
2	для нас	4	31
3	и в	23	24
4	может быть	14	23
5	то что	4	20
6	и не	10	19
7	а не	11	18
8	в том	22	18
9	что в	13	16
10	по себе	6	15
11	не только	17	15
12	того же	4	14
13	при этом	6	13
14	было бы	16	13
15	не в	5	13
16	в слове	4	13
17	но не	3	12
18	не может	6	12
19	то же	6	12
20	если бы	8	11
21	что мы	2	11
22	что и	6	11
23	вместе с	2	11
24	мы не	3	11
25	только в	6	11
26	таким образом	9	11
27	как в	4	10
28	так как	9	10
29	тогда когда	4	10
30	независимо от	5	9
31	вовсе не	5	9
32	как бы	5	9
33	но и	3	9
34	то и	2	9
35	а в	5	8
36	том что	11	8
37	более или	2	8
38	или менее	2	8
39	в этом	16	8
40	могут быть	6	8
41	не могут	5	7
42	прежде всего	9	7
43	во всяком	2	7
44	как и	5	7
45	того что	11	7
46	тем что	5	7
47	в чем	5	7
48	того как	7	7
49	что если	2	6
50	связи с	6	6
51	с другой	7	6
52	в одном	2	6
53	не есть	3	6
54	и того	2	6
55	и как	2	6
56	только как	4	6
57	по поводу	3	6
58	в ряду	3	6
59	тем не	9	6
60	и т	54	6
61	не было	4	6
62	не имеет	3	6
63	между тем	4	6
64	одного и	2	6
65	в то	3	6
66	этого слова	4	6
67	и только	3	6
68	слова в	4	5
69	уже в	3	5
70	не менее	12	5
71	столь же	4	5
72	есть не	3	5
73	что они	2	5
74	тот же	6	5
75	что не	4	5
76	о том	6	5
77	так и	6	5
78	бы не	3	5
79	от того	5	5
80	а потому	2	5
81	для того	12	5
82	с другими	2	5
83	только для	2	5
84	все же	5	5
85	сам по	3	4
86	главным образом	2	4
87	из этих	5	4
88	что он	6	4
89	уже не	8	4
90	такой же	2	4
91	до сих	8	4
92	внутренняя форма	3	4
93	еще не	9	4
94	и если	2	4
95	в самом	13	4
96	между прочим	8	4
97	в котором	2	4
98	в некоторых	2	4
99	сих пор	8	4
100	так в	2	4
101	с одной	4	4
102	и что	7	4
103	тем самым	4	4
104	к языку	4	4
105	к другому	2	4
106	в таком	4	4
107	тому как	2	4
108	они не	3	4
109	как он	2	4
110	там где	3	4
111	так сказать	2	4
112	с тем	6	4
113	но в	2	4
114	для меня	2	4
115	на вопрос	3	3
116	самое это	2	3
117	что это	3	3
118	смысле этого	2	3
119	это не	3	3
120	не как	2	3
121	мы называем	2	3
122	но мы	2	3
123	хотя и	5	3
124	то это	3	3
125	нужно будет	2	3
126	что на	3	3
127	и при	2	3
128	очевидно что	3	3
129	одной стороны	4	3
130	но это	5	3
131	мог бы	2	3
132	относится к	2	3
133	в ней	3	3
134	его в	2	3
135	и тем	6	3
136	не с	2	3
137	слова и	7	3
138	в целом	4	3
139	на него	3	3
140	что она	5	3
141	только тогда	4	3
142	отношений между	2	3
143	только что	2	3
144	языка и	2	3
145	в языке	7	3
146	т п	41	3
147	мы говорим	4	3
148	т д	8	3
149	быть не	2	3
150	те же	7	3
151	если мы	7	3
152	тем же	2	3
153	не так	3	3
154	как на	8	3
155	той же	3	3
156	их содержания	2	3
157	в каком	3	3
158	как например	2	3
159	далеко не	5	3
160	в этих	2	3
161	то не	2	3
162	но на	3	2
163	таком случае	2	2
164	и есть	5	2
165	а то	2	2
166	в нашем	7	2
167	себе представить	2	2
168	в какой	3	2
169	хотя бы	9	2
170	что слово	3	2
171	не столько	4	2
172	внутренней формы	2	2
173	что вообще	3	2
174	что все	2	2
175	состоит в	2	2
176	вопрос о	11	2
177	со звуками	3	2
178	не дает	2	2
179	после того	6	2
180	у нас	10	2
181	за пределы	2	2
182	но все	2	2
183	все эти	7	2
184	так же	2	2
185	случаи когда	2	2
186	в нашей	4	2
187	и тот	2	2
188	в общем	6	2
189	связь между	3	2
190	сама по	2	2
191	она есть	2	2
192	но если	3	2
193	в его	11	2
194	если это	2	2
195	не все	2	2
196	один из	4	2
197	перед собою	3	2
198	все это	2	2
199	для обозначения	2	2
200	другой стороны	3	2
201	внимание на	2	2
202	вообще и	3	2
203	что есть	2	2
204	в связи	5	2
205	только после	3	2
206	а с	3	2
207	эти последние	2	2
208	на самом	3	2
209	мы находим	3	2
210	если и	2	2
211	самом деле	14	2
212	того чтобы	11	2
213	к другой	2	2
214	что такое	4	2
215	должно быть	7	2
216	как это	7	2
217	также что	2	2
218	это самое	2	2
219	по отношению	3	2
220	и здесь	2	2
221	нас в	3	2
222	сказать что	7	2
223	тому что	4	2
224	то мы	3	2
225	не то	2	2
226	различие в	2	2
227	отношения между	4	2
228	мы должны	3	2
229	на этом	2	2
230	когда мы	3	2
231	само собою	2	2
