N	2gram	Tiupa_Anal_2	Myslijsy
1	то есть	9	42
2	и в	16	39
3	может быть	6	27
4	в том	12	26
5	только в	4	25
6	что в	2	22
7	не может	4	22
8	а не	10	21
9	не только	16	21
10	но и	12	20
11	и не	12	18
12	языка и	2	17
13	том что	12	16
14	так что	3	16
15	не в	4	15
16	в этом	18	15
17	если бы	3	14
18	отношению к	4	13
19	так и	15	13
20	по отношению	4	13
21	в себе	7	13
22	таким образом	2	13
23	было бы	3	12
24	по себе	2	10
25	не есть	2	10
26	то что	7	10
27	как в	4	10
28	речи и	2	10
29	могут быть	10	9
30	как и	14	9
31	тем что	3	9
32	но в	6	9
33	в одном	2	8
34	но не	4	8
35	вместе с	2	8
36	со стороны	3	8
37	того что	2	8
38	точки зрения	4	8
39	с другой	6	7
40	в нас	2	7
41	в этих	2	7
42	не менее	4	6
43	тем не	3	6
44	еще не	2	6
45	что на	3	6
46	как бы	10	6
47	что и	3	6
48	то же	4	6
49	и наоборот	2	6
50	при этом	10	6
51	для всех	2	5
52	вовсе не	2	5
53	несмотря на	3	5
54	в его	2	5
55	другой стороны	2	5
56	во всех	4	5
57	так же	2	5
58	а в	3	5
59	и для	2	5
60	не имеет	2	5
61	и его	4	5
62	в таком	2	5
63	не следует	2	5
64	между тем	2	5
65	никогда не	3	4
66	при таком	2	4
67	тем самым	4	4
68	этом смысле	2	4
69	прежде всего	3	4
70	же время	2	4
71	для него	4	4
72	в действительности	3	4
73	к тому	7	4
74	и даже	9	4
75	тому как	3	4
76	в то	2	4
77	бы в	3	4
78	столь же	4	3
79	и во	2	3
80	что все	2	3
81	так например	2	3
82	в этой	9	3
83	в своем	4	3
84	того же	4	3
85	она не	2	3
86	одной стороны	4	3
87	по поводу	3	3
88	только на	3	3
89	в своей	2	3
90	и их	2	3
91	в состоянии	2	3
92	и тем	4	3
93	в мире	6	3
94	в самом	6	3
95	на него	2	3
96	в словах	3	3
97	с одной	5	3
98	не мог	3	3
99	не так	4	3
100	той же	2	3
101	или даже	2	3
102	с ним	2	3
103	и то	3	3
104	сказать что	2	3
105	хотя и	4	3
106	одно из	2	3
107	он не	2	3
108	подобно тому	3	3
109	в сознании	4	3
110	с точки	2	3
111	и все	3	3
112	только не	4	2
113	по крайней	3	2
114	одного из	3	2
115	ключ к	3	2
116	была бы	2	2
117	на то	2	2
118	а как	2	2
119	о его	4	2
120	как мы	3	2
121	уже не	4	2
122	все что	2	2
123	них не	2	2
124	на себе	3	2
125	в сущности	4	2
126	значительной степени	2	2
127	за пределы	4	2
128	имеет место	4	2
129	и если	3	2
130	никак не	2	2
131	для нее	2	2
132	крайней мере	3	2
133	с ее	2	2
134	в целом	8	2
135	проявляется в	3	2
136	к т	2	2
137	в их	3	2
138	тогда как	19	2
139	еще более	2	2
140	на этот	2	2
141	или в	3	2
142	на которую	2	2
143	в таких	2	2
144	как будто	3	2
145	в один	4	2
146	о том	7	2
147	таком случае	2	2
148	есть в	3	2
149	стало быть	2	2
