N	2gram	Ircho_Kome_1	Psycholo
1	то что	2	32
2	и в	22	31
3	в том	11	30
4	и т	9	26
5	что в	6	23
6	может быть	9	22
7	таким образом	8	20
8	ясно что	4	19
9	при этом	5	19
10	так как	4	18
11	не может	2	17
12	как и	9	16
13	том что	12	16
14	и не	8	16
15	т п	5	16
16	точки зрения	4	15
17	только в	3	14
18	не только	10	13
19	что и	4	13
20	так же	3	12
21	мы не	3	12
22	в этом	3	12
23	в самом	2	11
24	могут быть	3	11
25	не в	6	11
26	в области	2	11
27	на то	3	10
28	в сущности	2	10
29	потому что	5	10
30	ни в	6	9
31	как в	5	9
32	вместе с	2	8
33	все это	5	8
34	т д	4	8
35	во всяком	2	8
36	что он	6	7
37	на основании	3	7
38	и его	8	7
39	о том	8	7
40	вовсе не	2	6
41	одной стороны	3	6
42	до конца	2	6
43	было бы	2	6
44	вслед за	2	6
45	всяком случае	2	6
46	а в	6	6
47	и даже	5	6
48	в его	5	6
49	и все	3	5
50	все же	3	5
51	х годов	3	5
52	с одной	3	5
53	то время	5	5
54	несмотря на	4	5
55	в целом	3	5
56	другой стороны	5	5
57	то же	6	5
58	с другой	5	5
59	время как	4	5
60	в то	10	5
61	как будто	2	5
62	к тому	6	4
63	в которой	6	4
64	в котором	4	4
65	прежде всего	5	4
66	столь же	2	4
67	в себе	2	4
68	указывает на	2	4
69	отличие от	2	4
70	же как	3	4
71	одна из	2	4
72	у него	3	4
73	у нас	3	4
74	и о	3	4
75	один из	5	4
76	со стороны	2	4
77	к этому	4	4
78	для всех	2	4
79	и у	3	4
80	в своих	2	4
81	в результате	4	4
82	мы можем	4	4
83	между тем	5	4
84	как это	3	4
85	уже в	5	3
86	совсем не	2	3
87	в частности	3	3
88	что у	2	3
89	в состоянии	2	3
90	только при	2	3
91	вопрос о	3	3
92	точек зрения	2	3
93	мы знаем	2	3
94	тому же	6	3
95	но это	2	3
96	в силу	2	3
97	но не	2	3
98	все что	2	3
99	из его	4	3
100	до сих	2	3
101	из которых	2	3
102	в этой	7	3
103	хотя и	3	3
104	он не	3	3
105	речь идет	3	3
106	сих пор	2	3
107	так и	5	3
108	который в	2	3
109	и других	7	3
110	и вот	4	3
111	и по	6	3
112	почти всегда	2	3
113	в конце	6	3
114	конце концов	4	3
115	что по	2	3
116	но в	4	3
117	т е	13	3
118	в известном	2	2
119	не менее	3	2
120	такой же	2	2
121	казалось бы	3	2
122	независимо от	2	2
123	с достаточной	2	2
124	главным образом	3	2
125	и как	3	2
126	и без	2	2
127	в них	3	2
128	и во	2	2
129	и теперь	2	2
130	и здесь	2	2
131	там же	3	2
132	тем не	2	2
133	мы найдем	2	2
134	из всех	2	2
135	должна была	2	2
136	что они	4	2
137	в качестве	4	2
138	того же	2	2
139	ли это	2	2
140	тот же	3	2
141	по поводу	4	2
142	большей частью	2	2
143	в стихе	2	2
144	даже в	3	2
145	к числу	2	2
146	и тем	2	2
147	в нем	4	2
148	мы видели	2	2
149	отношение к	3	2
150	из них	10	2
151	но и	11	2
152	или менее	2	2
153	как мы	4	2
154	только что	2	2
155	как раз	3	2
156	то и	2	2
157	и таким	2	2
158	этом отношении	3	2
159	же самое	2	2
160	в себя	2	2
161	идет о	3	2
162	к нему	2	2
163	в чем	3	2
164	ничего не	3	2
165	нас в	2	2
166	и с	3	2
167	в сознании	3	2
168	ту же	2	2
169	будто бы	2	2
170	его в	3	2
171	тех же	2	2
172	одном из	4	2
173	в одном	8	2
