N	2gram	Potebnia_M_3	Vladivir
1	и в	30	31
2	не только	21	24
3	а к	3	22
4	но и	19	19
5	то что	18	18
6	и не	15	17
7	у него	2	15
8	и даже	2	15
9	том что	18	14
10	что в	17	14
11	в этом	10	14
12	и с	2	14
13	там же	6	13
14	что он	6	12
15	по поводу	4	12
16	в его	4	12
17	в том	32	11
18	потому что	46	11
19	о том	2	11
20	же с	6	11
21	так что	7	10
22	и то	8	10
23	он не	4	10
24	как мы	7	9
25	а в	12	9
26	только в	21	9
27	и по	4	8
28	в то	10	8
29	так как	13	8
30	уже в	5	7
31	для него	9	7
32	об этом	2	7
33	тут же	2	7
34	и его	4	7
35	сказать что	5	7
36	мы уже	2	7
37	к этому	3	6
38	можно сказать	3	6
39	и потому	4	6
40	может быть	28	6
41	в котором	4	6
42	его жизни	2	6
43	так и	11	6
44	не может	6	6
45	то же	23	6
46	и что	10	6
47	то он	2	6
48	это было	3	6
49	а с	2	5
50	все это	4	5
51	вовсе не	7	5
52	на то	2	5
53	не в	15	5
54	но как	2	5
55	и если	2	5
56	и от	4	5
57	в свое	2	5
58	что и	13	5
59	жизни и	2	5
60	что же	2	5
61	не было	4	5
62	с ним	6	5
63	же время	5	4
64	в своем	5	4
65	и все	3	4
66	и теперь	6	4
67	в нем	9	4
68	для нас	20	4
69	к ней	5	4
70	в себе	16	4
71	и вообще	3	4
72	как и	10	4
73	и как	5	4
74	в этой	2	4
75	никак не	3	4
76	один из	4	4
77	в своей	2	4
78	мысли и	2	4
79	в нас	2	4
80	что для	4	4
81	несмотря на	2	4
82	к нему	3	4
83	в которой	3	4
84	для меня	4	4
85	но только	2	3
86	к тому	7	3
87	в виде	2	3
88	со своей	2	3
89	с другой	7	3
90	он как	2	3
91	как в	10	3
92	к своему	2	3
93	но не	7	3
94	но это	6	3
95	что они	2	3
96	более или	3	3
97	по своему	2	3
98	но что	2	3
99	за пределы	2	3
100	все же	2	3
101	на его	2	3
102	в целом	3	3
103	отношение к	2	3
104	вместе с	12	3
105	на него	3	3
106	или менее	3	3
107	только на	3	3
108	другой стороны	4	3
109	собственно говоря	2	3
110	таким образом	14	3
111	на свою	2	3
112	если не	4	3
113	уже не	6	3
114	и притом	2	3
115	и на	3	3
116	это можно	3	3
117	с в	2	3
118	в начале	3	3
119	во время	2	3
120	но этот	2	3
121	то есть	34	3
122	нужно прибавить	2	2
123	место в	3	2
124	во многом	2	2
125	тем что	7	2
126	с и	3	2
127	с тем	7	2
128	время и	2	2
129	не менее	5	2
130	от нее	2	2
131	в них	5	2
132	не столько	2	2
133	указывает на	6	2
134	что все	3	2
135	на все	2	2
136	образом в	3	2
137	его к	2	2
138	этого последнего	2	2
139	одной из	2	2
140	тем не	3	2
141	ни в	2	2
142	это и	2	2
143	тем более	4	2
144	что я	5	2
145	от него	2	2
146	не были	2	2
147	все что	4	2
148	то время	4	2
149	что с	2	2
150	и тот	2	2
151	еще не	5	2
152	при этом	3	2
153	того что	18	2
154	было бы	9	2
155	и мы	2	2
156	в самом	8	2
157	ему в	2	2
158	том чтобы	2	2
159	и о	2	2
160	на это	4	2
161	даже в	2	2
162	для себя	3	2
163	и до	2	2
164	и т	5	2
165	в свой	2	2
166	из них	6	2
167	выше мы	2	2
168	со стороны	3	2
169	что она	3	2
170	только что	8	2
171	так например	2	2
172	но мы	2	2
173	то и	6	2
174	т д	3	2
175	он говорит	2	2
176	тем самым	7	2
177	того чтобы	3	2
178	для того	4	2
179	что мы	8	2
180	что такое	2	2
181	как на	5	2
182	той же	2	2
183	точки зрения	2	2
184	в каком	5	2
185	из этих	9	2
186	у меня	2	2
187	мы должны	4	2
188	и это	4	2
189	ответ на	3	2
190	в чем	3	2
191	прибавить что	3	2
