N	2gram	Vygotskiy__5	Myslijsy
1	потому что	21	52
2	и в	16	39
3	может быть	9	27
4	в том	18	26
5	только в	10	25
6	что в	16	22
7	не может	18	22
8	а не	10	21
9	так как	16	21
10	не только	16	21
11	в нем	7	20
12	но и	6	20
13	и не	12	18
14	языка и	6	17
15	том что	15	16
16	так что	4	16
17	не в	6	15
18	в этом	25	15
19	если бы	8	14
20	отношению к	12	13
21	так и	7	13
22	по отношению	12	13
23	таким образом	19	13
24	было бы	10	12
25	мы не	3	10
26	по себе	7	10
27	а потому	3	10
28	не есть	4	10
29	то что	26	10
30	как в	5	10
31	и что	12	10
32	речи и	6	10
33	могут быть	4	9
34	как и	8	9
35	мысли в	4	9
36	мысли и	5	9
37	тем что	5	9
38	тогда когда	5	9
39	но в	6	9
40	в одном	3	8
41	но не	10	8
42	вместе с	4	8
43	того что	16	8
44	в мысли	6	8
45	точки зрения	18	8
46	с другой	4	7
47	должно быть	8	7
48	в ней	2	7
49	в истории	2	7
50	с этим	3	7
51	должны быть	2	7
52	это не	4	7
53	то и	2	7
54	в этих	3	7
55	не менее	3	6
56	по мере	2	6
57	и как	3	6
58	еще не	4	6
59	как бы	5	6
60	что и	3	6
61	все же	3	6
62	то же	8	6
63	при этом	4	6
64	и по	4	6
65	того как	5	6
66	зависит от	4	5
67	с тем	3	5
68	языка не	2	5
69	вовсе не	2	5
70	но это	3	5
71	то в	3	5
72	и потому	2	5
73	в его	11	5
74	то это	2	5
75	в первом	3	5
76	другой стороны	2	5
77	во всех	2	5
78	не имеют	2	5
79	так же	15	5
80	а в	3	5
81	мысль что	4	5
82	не имеет	4	5
83	и его	3	5
84	между тем	3	5
85	язык и	2	5
86	не могут	4	4
87	никогда не	5	4
88	тем самым	8	4
89	вопрос о	12	4
90	прежде всего	3	4
91	что мысль	3	4
92	в свою	4	4
93	в смысле	3	4
94	а только	4	4
95	мы видели	3	4
96	мы видим	4	4
97	свою очередь	3	4
98	для него	5	4
99	слов и	2	4
100	в действительности	3	4
101	к тому	6	4
102	от того	3	4
103	в своих	2	4
104	и даже	2	4
105	этой теории	5	4
106	тому как	4	4
107	в более	2	4
108	говорит он	2	4
109	само по	2	4
110	во всем	2	4
111	в то	5	4
112	что мы	4	4
113	бы в	4	4
114	только для	2	3
115	сама по	4	3
116	находятся в	2	3
117	тому что	5	3
118	в них	2	3
119	столь же	2	3
120	и от	2	3
121	в жизни	2	3
122	что все	6	3
123	друг другу	2	3
124	показывает что	5	3
125	самого начала	5	3
126	как она	3	3
127	с самого	5	3
128	в этой	6	3
129	в своем	5	3
130	очевидно что	2	3
131	того же	7	3
132	если мы	7	3
133	одной стороны	3	3
134	по поводу	2	3
135	только на	2	3
136	в своей	2	3
137	и их	4	3
138	что если	4	3
139	для того	14	3
140	никто не	2	3
141	в состоянии	4	3
142	и тем	3	3
143	не иначе	2	3
144	об отношении	2	3
145	связи с	3	3
146	в самом	4	3
147	развития и	11	3
148	восприятия и	3	3
149	с одной	3	3
150	заключается в	5	3
151	но при	2	3
152	к этой	3	3
153	как на	3	3
154	той же	4	3
155	что для	2	3
156	с ним	5	3
157	понятия и	2	3
158	должна быть	5	3
159	и то	4	3
160	во внимание	2	3
161	вопрос об	3	3
162	сказать что	13	3
163	во всяком	2	3
164	он не	8	3
165	подобно тому	4	3
166	отношений между	2	3
167	с точки	9	3
168	мы должны	8	3
169	и другое	4	3
170	к которому	4	3
171	том как	2	3
172	и с	3	3
173	но как	3	3
174	мы будем	2	2
175	пути развития	3	2
176	и более	3	2
177	только не	3	2
178	и есть	7	2
179	самый процесс	2	2
180	в единстве	2	2
181	их и	2	2
182	но он	7	2
183	он должен	5	2
184	с этой	4	2
185	одного и	3	2
186	но с	2	2
187	на все	5	2
188	сознания в	3	2
189	стороны и	2	2
190	к одному	2	2
191	таким же	3	2
192	но если	6	2
193	как мы	10	2
194	же в	2	2
195	понятий в	8	2
196	жизни и	2	2
197	у нас	2	2
198	но все	2	2
199	есть не	2	2
200	чем в	3	2
201	теории и	2	2
202	в деятельности	5	2
203	все что	2	2
204	и может	3	2
205	того чтобы	17	2
206	от друга	4	2
207	в сущности	13	2
208	могли бы	6	2
209	за пределы	4	2
210	вопроса о	3	2
211	имеет место	2	2
212	одним из	2	2
213	и развития	12	2
214	никак не	3	2
215	и следовательно	6	2
216	в виду	2	2
217	иначе как	2	2
218	в целом	4	2
219	друг от	4	2
220	из этого	2	2
221	на основании	2	2
222	в их	3	2
223	только что	5	2
224	тем более	4	2
225	ничего общего	3	2
226	из основных	3	2
227	и того	3	2
228	что оно	6	2
229	еще более	5	2
230	в теории	4	2
231	этот вопрос	6	2
232	из того	11	2
233	образом что	2	2
234	перейти к	3	2
235	вытекает из	3	2
236	закон развития	2	2
237	на этот	4	2
238	речь и	4	2
239	хотя бы	5	2
240	к мысли	4	2
241	к ним	2	2
242	мы постараемся	2	2
243	как будто	2	2
244	его на	2	2
245	о том	8	2
246	в которой	5	2
247	которые не	2	2
248	это будет	2	2
249	мы можем	6	2
