N	2gram	Bakhtin_Fr_8	Myslijsy
1	потому что	6	49
2	то есть	24	30
3	и в	56	24
4	может быть	3	23
5	то что	3	20
6	и не	9	19
7	а не	2	18
8	в том	13	18
9	что в	5	16
10	не только	8	15
11	при этом	4	13
12	было бы	2	13
13	не в	3	13
14	в слове	2	13
15	но не	5	12
16	не может	2	12
17	то же	11	12
18	если бы	2	11
19	что и	3	11
20	вместе с	2	11
21	мы не	2	11
22	только в	9	11
23	таким образом	17	11
24	для него	2	10
25	в себе	4	10
26	так что	3	10
27	так как	4	10
28	вовсе не	6	9
29	в нем	8	9
30	как бы	11	9
31	но и	9	9
32	а в	2	8
33	том что	8	8
34	более или	2	8
35	или менее	2	8
36	и на	7	8
37	в этом	14	8
38	прежде всего	6	7
39	во всех	8	7
40	как и	5	7
41	между собою	2	7
42	того как	2	7
43	связи с	6	6
44	с другой	2	6
45	в одном	2	6
46	и как	2	6
47	не было	5	6
48	между тем	3	6
49	в то	12	6
50	уже в	2	5
51	с ним	2	5
52	что они	2	5
53	о том	4	5
54	и их	8	5
55	так и	13	5
56	в них	11	5
57	мертвых душ	6	5
58	для того	2	5
59	все остальные	2	5
60	из них	2	5
61	все же	2	5
62	в которой	4	5
63	во время	5	4
64	главным образом	3	4
65	никогда не	5	4
66	образом в	2	4
67	что он	2	4
68	уже не	3	4
69	такой же	5	4
70	одна из	4	4
71	до сих	8	4
72	еще не	10	4
73	в самом	9	4
74	в котором	2	4
75	в некоторых	3	4
76	сих пор	8	4
77	с одной	4	4
78	к языку	4	4
79	они не	5	4
80	там где	3	4
81	так сказать	5	4
82	то время	2	4
83	с тем	2	4
84	в других	2	4
85	но в	6	4
86	что это	4	3
87	так например	2	3
88	это не	2	3
89	не как	2	3
90	и все	6	3
91	человека и	2	3
92	хотя и	2	3
93	что на	2	3
94	ни было	2	3
95	и при	2	3
96	одной стороны	2	3
97	но это	2	3
98	например в	4	3
99	в ней	4	3
100	и во	2	3
101	его в	2	3
102	слова и	3	3
103	что она	2	3
104	языка и	6	3
105	и для	2	3
106	той же	6	3
107	что для	3	3
108	рядом с	3	3
109	и то	2	3
110	в каком	2	3
111	как например	3	3
112	далеко не	2	3
113	в этих	11	3
114	в эту	2	3
115	всех этих	3	2
116	в нашем	2	2
117	и его	12	2
118	но он	3	2
119	что все	4	2
120	между ними	2	2
121	к этому	2	2
122	значение и	2	2
123	с его	5	2
124	и образ	2	2
125	бы в	3	2
126	за пределы	4	2
127	все эти	15	2
128	совсем не	2	2
129	так же	2	2
130	у него	7	2
131	же время	10	2
132	в действительности	2	2
133	в его	18	2
134	и потому	4	2
135	один из	5	2
136	на две	2	2
137	ни с	5	2
138	как отдельные	2	2
139	все это	8	2
140	другой стороны	2	2
141	в связи	3	2
142	и других	4	2
143	на самом	2	2
144	мы находим	3	2
145	самом деле	2	2
146	того чтобы	4	2
147	мы видим	6	2
148	и здесь	3	2
149	с такою	2	2
150	их в	4	2
151	сказать что	3	2
152	не на	3	2
153	в другом	3	2
154	во всем	4	2
155	во все	3	2
156	к которому	3	2
