N	2gram	Voloshinov_1	Formalny
1	и не	4	30
2	и в	16	27
3	может быть	17	25
4	не может	8	24
5	так и	4	21
6	и его	8	19
7	таким образом	9	18
8	в этом	9	18
9	точки зрения	8	16
10	самом деле	6	16
11	и пр	12	15
12	в нем	4	15
13	то же	2	15
14	между ними	3	15
15	на самом	4	14
16	как и	2	14
17	с точки	6	14
18	в самом	2	11
19	в жизни	2	11
20	но и	4	10
21	не могут	2	10
22	так как	4	9
23	не только	7	9
24	так же	2	9
25	что в	3	8
26	ни в	5	8
27	при этом	6	8
28	в пределах	2	8
29	как бы	5	8
30	с помощью	2	8
31	отнюдь не	4	8
32	и все	4	8
33	то что	3	8
34	как мы	4	8
35	только в	4	8
36	не менее	2	7
37	в том	3	7
38	все это	4	7
39	его в	4	7
40	совершенно не	8	7
41	в его	4	7
42	если мы	2	7
43	и теперь	3	6
44	всяком случае	3	6
45	все эти	5	6
46	но в	4	6
47	что он	2	6
48	еще не	5	6
49	было бы	2	6
50	в своей	2	6
51	хотя бы	4	6
52	и для	2	6
53	во всяком	3	6
54	и ее	4	6
55	вместе с	3	6
56	никогда не	2	5
57	войти в	2	5
58	ни было	2	5
59	совсем не	2	5
60	и их	4	5
61	большинстве случаев	3	5
62	и потому	3	5
63	сводится к	2	5
64	прежде всего	9	4
65	мы знаем	3	4
66	и как	3	4
67	в большинстве	3	4
68	жизни и	3	4
69	они не	2	4
70	но ведь	2	4
71	о том	2	4
72	как это	3	4
73	мы можем	9	4
74	между собой	2	4
75	не есть	2	4
76	том что	3	4
77	конечно не	6	4
78	субъективного сознания	2	4
79	только на	3	4
80	мы не	2	4
81	могут быть	3	4
82	же как	2	3
83	что это	2	3
84	никаких оснований	3	3
85	в этих	3	3
86	те же	3	3
87	можно сказать	4	3
88	для нас	2	3
89	в него	5	3
90	не нуждается	2	3
91	только то	2	3
92	и на	4	3
93	их в	3	3
94	сказать что	7	3
95	и с	8	3
96	в основе	3	3
97	нуждается в	5	3
98	в них	2	3
99	того же	2	3
100	мы уже	2	3
101	во всех	3	3
102	нет и	2	3
103	оно не	2	3
104	ее в	2	3
105	всех других	2	3
106	не на	2	3
107	а на	2	2
108	для этого	2	2
109	вообще не	2	2
110	и лишь	2	2
111	но это	2	2
112	в этой	4	2
113	на этом	3	2
114	художественного творчества	4	2
115	не можем	2	2
116	в общем	3	2
117	и др	3	2
118	учение о	3	2
119	нам кажется	2	2
120	за счет	2	2
121	и только	9	2
122	и содержание	2	2
123	отношения к	3	2
124	и даже	4	2
125	может иметь	2	2
126	знаем что	2	2
127	из этих	2	2
128	и действительно	2	2
129	поэтому и	2	2
130	с его	7	2
131	сознания и	2	2
132	этом смысле	3	2
133	к этому	2	2
134	нет никаких	2	2
135	с ее	4	2
136	говорить о	2	2
137	и притом	3	2
138	кажется что	2	2
139	за пределы	2	2
140	но оно	3	2
141	в основном	3	2
142	что и	2	2
143	как не	2	2
144	в каком	2	2
145	на протяжении	2	2
146	ту же	2	2
147	и это	6	2
148	в области	3	2
