N	2gram	Berdyaev_M_1	Formalny
1	т е	2	34
2	и в	28	24
3	в его	9	23
4	прежде всего	10	22
5	и не	11	20
6	не может	28	16
7	точки зрения	4	16
8	в этом	20	15
9	в нем	13	14
10	может быть	30	14
11	в своем	10	11
12	как и	5	11
13	должно быть	3	11
14	в своей	15	11
15	в их	4	11
16	и их	3	10
17	в ней	15	10
18	а не	25	10
19	и его	9	10
20	и потому	10	9
21	все это	6	9
22	в то	2	9
23	в ее	3	8
24	в свою	2	8
25	то что	5	8
26	как в	2	8
27	лишь в	6	8
28	и на	6	8
29	не в	16	8
30	и с	3	8
31	место в	2	7
32	должна быть	6	7
33	и от	2	7
34	до конца	14	7
35	не только	29	7
36	жизни и	2	7
37	но и	25	7
38	и все	10	6
39	было бы	10	6
40	в том	6	6
41	в этой	6	6
42	до сих	2	6
43	она не	4	6
44	как бы	2	6
45	сих пор	2	6
46	входит в	2	6
47	а в	4	6
48	отношения к	4	6
49	все эти	2	6
50	хотя бы	3	5
51	должен быть	2	5
52	у нас	5	5
53	в самом	11	5
54	того что	7	5
55	но в	7	5
56	мы увидим	3	4
57	с его	3	4
58	никогда не	14	4
59	не как	4	4
60	и к	2	4
61	в мире	10	4
62	учение о	3	4
63	если бы	2	4
64	конечно не	3	4
65	отношению к	2	4
66	по отношению	2	4
67	что в	10	4
68	только и	3	4
69	в которой	6	4
70	с этой	4	4
71	в истории	2	4
72	к этой	2	4
73	но не	8	3
74	в них	4	3
75	он должен	3	3
76	в жизни	3	3
77	что он	10	3
78	к тому	3	3
79	его как	2	3
80	для него	11	3
81	это и	4	3
82	и как	2	3
83	он не	24	3
84	если он	5	3
85	один из	4	3
86	все же	2	3
87	отношение к	4	3
88	когда он	3	3
89	отличается от	2	3
90	всего в	2	3
91	в россии	2	3
92	особенно в	3	3
93	не было	18	3
94	его в	3	3
95	в основе	2	3
96	в себе	7	3
97	человек не	10	3
98	бы в	2	3
99	а как	2	2
100	к миру	2	2
101	прежде чем	2	2
102	с тем	9	2
103	на своем	3	2
104	жизни в	2	2
105	его с	2	2
106	это не	5	2
107	с этим	3	2
108	вопрос о	2	2
109	социальной среды	3	2
110	о мире	2	2
111	все в	6	2
112	в самой	7	2
113	уже не	4	2
114	литературы и	2	2
115	только в	6	2
116	проблемы и	2	2
117	к ней	4	2
118	в него	3	2
119	за пределы	4	2
120	еще в	2	2
121	нет и	5	2
122	что и	4	2
123	не есть	9	2
124	вместе с	6	2
125	он в	2	2
126	от нее	5	2
127	к отрицанию	9	2
128	и вот	3	2
129	чтобы не	2	2
130	и что	2	2
131	приводит к	2	2
132	ко всем	3	2
133	менее всего	7	2
134	не так	3	2
135	его не	3	2
136	и те	2	2
137	есть лишь	9	2
138	в самую	5	2
139	от этого	2	2
140	и самый	2	2
141	даже и	2	2
142	к новому	2	2
143	отношении к	2	2
144	ничего не	3	2
145	и это	12	2
146	с ним	2	2
