N	2gram	Losev_Vlad_1	Problemy
1	и в	31	34
2	и не	17	29
3	что он	12	23
4	в его	12	22
5	может быть	6	19
6	в нем	4	19
7	не может	6	19
8	и все	4	19
9	как и	4	18
10	к себе	2	17
11	но в	12	16
12	все это	5	16
13	и его	7	16
14	в этом	14	16
15	и с	14	15
16	что я	2	15
17	он не	10	15
18	то же	6	14
19	к нему	4	14
20	для него	7	13
21	но и	19	12
22	же время	4	12
23	и к	6	12
24	потому что	11	12
25	в то	8	12
26	вовсе не	5	11
27	то что	18	11
28	не только	24	10
29	в отношении	3	9
30	не в	5	9
31	никогда не	9	8
32	в самом	2	8
33	и т	2	8
34	точки зрения	2	8
35	с ним	5	8
36	что же	5	8
37	и для	2	8
38	я не	4	7
39	что в	14	7
40	и даже	15	7
41	все же	3	7
42	на него	3	7
43	с которым	2	7
44	как мы	9	7
45	что они	3	6
46	у меня	2	6
47	отношение к	3	6
48	что у	4	6
49	и на	3	6
50	с ними	2	6
51	с его	11	6
52	от него	2	6
53	мы уже	7	6
54	для себя	2	6
55	так и	6	6
56	в себе	4	6
57	только в	9	6
58	он сам	2	5
59	и от	5	5
60	в конце	9	5
61	к тому	3	5
62	так что	10	5
63	и что	6	5
64	того что	2	5
65	и сам	6	5
66	всяком случае	2	5
67	в целом	3	5
68	из них	2	5
69	таким образом	3	5
70	и вот	3	5
71	не мог	3	5
72	лишь в	2	5
73	а в	9	5
74	и так	3	5
75	он и	6	5
76	мы должны	2	5
77	с тем	2	5
78	даже в	2	5
79	что и	5	5
80	к своему	3	5
81	и у	4	5
82	хотя бы	2	5
83	во всяком	2	5
84	в чем	2	5
85	но на	3	4
86	с другой	3	4
87	что все	2	4
88	ни в	2	4
89	да и	4	4
90	из его	4	4
91	но это	3	4
92	на этом	2	4
93	у него	15	4
94	при этом	2	4
95	и кажется	2	4
96	на его	3	4
97	в общем	3	4
98	отношением к	2	4
99	как к	2	4
100	человека как	3	4
101	все эти	3	4
102	даже и	9	4
103	но как	5	4
104	в начале	3	4
105	так как	8	4
106	как раз	7	4
107	он как	3	4
108	этом смысле	4	4
109	но не	3	4
110	еще не	2	4
111	как в	3	4
112	только на	3	4
113	тем что	2	4
114	он в	3	4
115	в виде	3	4
116	и это	2	4
117	из своего	3	4
118	ничего не	3	4
119	вместе с	3	4
120	не менее	2	3
121	уже в	7	3
122	его к	2	3
123	в том	11	3
124	что его	4	3
125	совсем не	4	3
126	что с	2	3
127	хотя и	4	3
128	в котором	6	3
129	которого он	2	3
130	жизни и	5	3
131	другой стороны	3	3
132	где он	2	3
133	но он	5	3
134	во всем	4	3
135	как он	4	3
136	конце концов	3	3
137	под влиянием	3	3
138	раз и	3	3
139	том что	14	3
140	к концу	2	3
141	по своему	3	3
142	он уже	4	3
143	еще в	4	3
144	нет и	2	3
145	но зато	2	3
146	в своей	4	3
147	только что	2	3
148	а с	5	3
149	если не	3	3
150	и как	4	3
151	и то	10	3
152	это было	6	3
153	не было	5	2
154	на всю	2	2
155	тем не	2	2
156	мы знаем	2	2
157	мы и	4	2
158	всю жизнь	3	2
159	и если	5	2
160	кажется что	2	2
161	что такое	2	2
162	в эти	7	2
163	один из	4	2
164	в этот	4	2
165	в своем	4	2
166	т д	2	2
167	чем не	2	2
168	но только	3	2
169	и тут	2	2
170	как на	2	2
171	что сам	2	2
172	о том	11	2
173	сказать что	7	2
174	во время	3	2
175	нисколько не	2	2
176	для его	2	2
177	отнюдь не	3	2
178	в них	2	2
179	в жизни	3	2
180	которых он	2	2
181	это и	2	2
182	а к	22	2
183	но я	3	2
184	того же	6	2
185	тот же	3	2
186	было бы	2	2
187	мы увидим	3	2
188	конечно не	2	2
189	за пределы	3	2
190	к ней	4	2
191	и потому	6	2
192	о нем	7	2
193	но этот	3	2
194	когда он	5	2
195	тому же	2	2
196	жизнь и	3	2
197	уже не	3	2
198	и он	3	2
199	в которой	4	2
200	той же	2	2
201	пока еще	2	2
202	за границей	2	2
203	и почти	2	2
204	и вообще	4	2
205	которой он	5	2
