N	2gram	Voloshinov_1	Problemy
1	и в	13	34
2	и не	8	29
3	как бы	6	27
4	в его	7	22
5	может быть	8	19
6	в нем	2	19
7	не может	8	19
8	и все	3	19
9	как и	3	18
10	но в	4	16
11	все это	4	16
12	и его	12	16
13	в этом	2	16
14	прежде всего	9	15
15	то же	4	14
16	самом деле	3	13
17	для него	2	13
18	но и	3	12
19	и к	2	12
20	вовсе не	2	11
21	то что	6	11
22	не только	6	10
23	слова и	2	10
24	в отношении	2	9
25	не в	3	9
26	а не	2	9
27	героя и	2	9
28	самого начала	2	8
29	никогда не	3	8
30	с самого	2	8
31	в самом	2	8
32	так же	2	8
33	точки зрения	7	8
34	что же	3	8
35	и для	3	8
36	в другом	2	8
37	что в	3	7
38	все же	5	7
39	там где	2	7
40	что они	2	6
41	в пределах	3	6
42	с ними	2	6
43	мы уже	2	6
44	для себя	2	6
45	отношению к	3	6
46	так и	3	6
47	в себе	3	6
48	только в	6	6
49	к тому	2	5
50	в целом	2	5
51	по отношению	3	5
52	таким образом	6	5
53	не мог	2	5
54	лишь в	4	5
55	а в	2	5
56	и наконец	5	5
57	мы должны	6	5
58	в одном	3	5
59	хотя бы	5	5
60	в чем	2	5
61	с другой	2	4
62	да и	3	4
63	при этом	2	4
64	в общем	2	4
65	все эти	2	4
66	так как	3	4
67	если бы	2	4
68	как в	2	4
69	с точки	5	4
70	тем что	2	4
71	не менее	2	3
72	уже в	2	3
73	он только	2	3
74	но так	2	3
75	в каждом	4	3
76	в том	2	3
77	но для	3	3
78	другой стороны	2	3
79	к одному	3	3
80	в ней	2	3
81	нуждается в	2	3
82	говорить о	3	3
83	во всем	2	3
84	бы в	2	3
85	сознания и	2	3
86	не как	3	3
87	в ее	3	3
88	том что	2	3
89	между тем	2	3
90	наконец в	2	3
91	еще в	2	3
92	в своей	4	3
93	и то	3	3
94	понятно что	3	2
95	с этой	2	2
96	материалом для	2	2
97	мог бы	2	2
98	кажется что	2	2
99	не является	4	2
100	в этот	2	2
101	те же	2	2
102	я хочу	3	2
103	того или	2	2
104	с этим	3	2
105	и должно	2	2
106	слово в	3	2
107	а как	2	2
108	и этот	2	2
109	в них	2	2
110	конечно в	2	2
111	более того	2	2
112	тот же	2	2
113	было бы	4	2
114	за пределы	3	2
115	вполне понятно	4	2
116	своего рода	2	2
117	входит в	2	2
118	каждое слово	2	2
119	в которой	3	2
120	всей своей	2	2
121	и ее	2	2
