N	2gram	Voloshinov_1	Analitik
1	в этом	16	18
2	в частности	2	16
3	и в	19	16
4	не только	8	16
5	так и	11	15
6	как и	12	14
7	в том	6	12
8	но и	8	12
9	и не	26	12
10	том что	3	12
11	в качестве	2	11
12	могут быть	2	10
13	как бы	15	10
14	при этом	8	10
15	а не	7	10
16	в пределах	6	9
17	лишь в	9	9
18	и даже	2	9
19	ничего не	6	9
20	в данном	4	8
21	отнюдь не	6	8
22	и т.п	10	8
23	к тому	2	7
24	в себе	2	7
25	то что	8	7
26	о том	2	7
27	с другой	5	6
28	в самом	10	6
29	и на	4	6
30	может быть	26	6
31	но в	7	6
32	как система	8	5
33	и к	3	5
34	в контексте	8	5
35	не менее	4	4
36	в своем	2	4
37	в конце	5	4
38	можно сказать	3	4
39	этом случае	3	4
40	не в	5	4
41	за пределы	5	4
42	того же	6	4
43	для него	9	4
44	в сущности	3	4
45	имеет место	2	4
46	по преимуществу	5	4
47	совпадает с	2	4
48	и является	2	4
49	внутренней речи	9	4
50	отношению к	2	4
51	во всех	7	4
52	как в	4	4
53	все это	3	4
54	как раз	2	4
55	по отношению	3	4
56	не может	24	4
57	и его	19	4
58	то же	7	4
59	между двумя	3	4
60	точки зрения	34	4
61	только в	9	4
62	в сознании	2	4
63	место в	3	3
64	никогда не	2	3
65	в нашем	2	3
66	не столько	4	3
67	одного из	3	3
68	прежде всего	13	3
69	или иной	3	3
70	этого слова	2	3
71	одной из	3	3
72	тем не	2	3
73	было бы	4	3
74	в действительности	2	3
75	ни о	2	3
76	или в	2	3
77	что и	2	3
78	из них	3	3
79	в первой	2	3
80	только на	4	3
81	если бы	2	3
82	этом отношении	3	3
83	не знает	2	3
84	именно в	5	3
85	на смену	2	3
86	можно было	2	3
87	а в	4	3
88	как мы	13	3
89	в результате	9	3
90	тем что	2	3
91	сводится к	3	3
92	и т.д	2	3
93	бы в	2	3
94	и все	5	3
95	а как	3	2
96	того что	3	2
97	для всех	2	2
98	что все	2	2
99	этом смысле	2	2
100	к этому	5	2
101	вовсе не	5	2
102	по себе	4	2
103	к своему	2	2
104	отличие от	5	2
105	же время	3	2
106	что в	4	2
107	она не	2	2
108	еще не	4	2
109	в своей	3	2
110	в котором	3	2
111	не есть	3	2
112	с ее	2	2
113	на этой	2	2
114	и их	2	2
115	в отличие	5	2
116	другой стороны	6	2
117	языка и	13	2
118	таким образом	17	2
119	здесь в	3	2
120	той же	2	2
121	за пределами	2	2
122	те же	5	2
123	в двух	2	2
124	на этот	3	2
125	и он	2	2
126	не имеет	3	2
127	речи в	3	2
128	и для	11	2
129	с точки	20	2
130	так же	7	2
131	в таком	2	2
132	между тем	3	2
133	речи и	3	2
134	и во	2	2
135	одну из	2	2
136	он не	3	2
137	к его	2	2
138	в то	3	2
139	в его	6	2
140	жизни но	2	2
141	его в	3	2
142	же является	4	2
143	таком случае	2	2
144	сказать что	4	2
