N	2gram	Bakhtin_Fr_3	Myslijsy
1	потому что	2	52
2	то есть	18	42
3	и в	40	39
4	в языке	2	33
5	может быть	9	27
6	в том	8	26
7	только в	3	25
8	что в	12	22
9	не может	3	22
10	а не	5	21
11	так как	4	21
12	не только	13	21
13	в нем	5	20
14	но и	11	20
15	и не	13	18
16	том что	4	16
17	в этом	15	15
18	если бы	3	14
19	отношению к	2	13
20	так и	3	13
21	по отношению	3	13
22	в себе	3	13
23	таким образом	10	13
24	было бы	4	12
25	мы не	2	10
26	то что	5	10
27	как в	3	10
28	как и	11	9
29	и понимания	2	9
30	тем что	3	9
31	но в	8	9
32	в одном	7	8
33	но не	2	8
34	вместе с	3	8
35	точки зрения	2	8
36	с другой	2	7
37	в ней	4	7
38	в истории	4	7
39	с этим	2	7
40	должны быть	2	7
41	это не	2	7
42	в этих	6	7
43	не менее	2	6
44	и как	3	6
45	еще не	3	6
46	как бы	3	6
47	что и	3	6
48	все же	2	6
49	то же	7	6
50	при этом	3	6
51	вовсе не	12	5
52	но это	3	5
53	и потому	4	5
54	в его	13	5
55	во всех	6	5
56	а в	3	5
57	и для	5	5
58	и его	17	5
59	между тем	3	5
60	с в	2	5
61	язык и	2	5
62	от языка	2	4
63	с нею	2	4
64	прежде всего	16	4
65	мы видели	3	4
66	мы видим	5	4
67	же время	6	4
68	для него	5	4
69	в своих	5	4
70	не было	5	4
71	и других	6	4
72	и даже	4	4
73	в более	3	4
74	говорит он	2	4
75	из этих	2	4
76	во всем	3	4
77	в то	6	4
78	слова и	2	4
79	там где	3	4
80	только для	3	3
81	в них	9	3
82	и во	4	3
83	и от	3	3
84	и это	2	3
85	думать что	2	3
86	в этой	3	3
87	в своем	7	3
88	того же	2	3
89	мы увидим	2	3
90	только на	4	3
91	в своей	6	3
92	для того	3	3
93	в состоянии	2	3
94	в мире	4	3
95	связи с	6	3
96	и той	2	3
97	в самом	6	3
98	или же	2	3
99	хотя в	2	3
100	одной и	2	3
101	к этой	3	3
102	не так	3	3
103	той же	8	3
104	что для	2	3
105	сказать что	3	3
106	одно из	3	3
107	он не	9	3
108	и все	9	3
109	и с	8	3
110	но как	2	3
111	слова в	2	2
112	и есть	3	2
113	нуждается в	3	2
114	но он	2	2
115	одного из	2	2
116	связь с	6	2
117	как мы	10	2
118	жизни и	4	2
119	следовательно и	2	2
120	у нас	4	2
121	но все	3	2
122	не были	2	2
123	все что	2	2
124	того чтобы	4	2
125	в сущности	9	2
126	значительной степени	2	2
127	и о	4	2
128	и если	2	2
129	одним из	2	2
130	никак не	3	2
131	и следовательно	3	2
132	в виду	7	2
133	в целом	2	2
134	из этого	2	2
135	в их	4	2
136	но дело	3	2
137	для этого	3	2
138	связь между	3	2
139	в разных	2	2
140	времени и	2	2
141	еще более	4	2
142	в течение	2	2
143	ко всем	3	2
144	тем же	2	2
145	хотя бы	2	2
146	в таких	3	2
147	том же	2	2
148	даже и	2	2
149	влияние на	2	2
150	к новому	2	2
151	в начале	3	2
152	видно что	4	2
153	все то	2	2
154	в один	2	2
155	его к	2	2
156	о том	4	2
157	дело в	2	2
158	и самое	3	2
159	так сказать	5	2
160	в которой	2	2
161	в других	3	2
