N	2gram	Bakhtin_Fr_7	Dialekti
1	не есть	2	40
2	и не	7	30
3	и в	41	18
4	ничего не	4	17
5	может быть	4	17
6	точки зрения	5	17
7	в нем	7	16
8	и есть	3	16
9	ни в	6	15
10	не имеет	3	15
11	а не	2	14
12	потому что	5	14
13	что в	9	13
14	то что	8	13
15	не только	5	13
16	было бы	4	12
17	с точки	3	12
18	в этом	15	12
19	не может	3	12
20	что это	4	11
21	что он	3	11
22	как бы	7	11
23	учение о	2	11
24	все это	10	11
25	в себе	11	11
26	так как	3	11
27	прежде всего	11	10
28	несмотря на	3	10
29	то же	13	10
30	никогда не	2	9
31	это не	6	9
32	в том	11	9
33	так и	10	9
34	том что	4	9
35	и то	2	9
36	но это	3	8
37	к нему	5	8
38	не просто	2	7
39	вовсе не	7	7
40	и как	2	7
41	но и	9	7
42	также и	2	7
43	не было	3	6
44	и вот	2	6
45	не в	9	6
46	в то	10	6
47	и образ	2	6
48	в чем	2	6
49	с ним	2	6
50	но в	8	6
51	я не	3	5
52	в этих	2	5
53	в своем	9	5
54	есть и	3	5
55	отношение к	2	5
56	в отношении	3	5
57	в особенности	2	5
58	а в	5	5
59	можно было	3	5
60	и с	4	5
61	в виду	4	5
62	в конце	8	4
63	к тому	2	4
64	во всяком	2	4
65	мы видим	6	4
66	же время	9	4
67	одно и	2	4
68	на всю	2	4
69	хотя и	4	4
70	так же	5	4
71	как мы	11	4
72	о том	6	4
73	как он	2	4
74	может иметь	2	3
75	в них	7	3
76	та же	4	3
77	в одну	4	3
78	есть не	2	3
79	что и	5	3
80	а только	2	3
81	более или	2	3
82	говорит что	2	3
83	он не	4	3
84	в его	12	3
85	и потому	3	3
86	жизни и	3	3
87	или менее	2	3
88	в их	3	3
89	только на	2	3
90	в разных	2	3
91	еще более	2	3
92	но все	4	3
93	на самом	2	3
94	должно быть	4	3
95	у них	2	3
96	жизнь и	2	3
97	конце концов	4	3
98	в данном	2	3
99	ничем не	3	3
100	в ней	5	3
101	и еще	2	3
102	только в	6	3
103	и смысл	2	3
104	и все	14	3
105	бы в	2	3
106	от этого	3	3
107	на этом	5	2
108	поэтому и	3	2
109	того что	2	2
110	именно в	2	2
111	не знает	3	2
112	в отдельности	2	2
113	в качестве	9	2
114	как в	5	2
115	и от	8	2
116	точка зрения	2	2
117	к этому	5	2
118	в мире	3	2
119	ни было	2	2
120	как и	14	2
121	такой же	3	2
122	как о	3	2
123	связанные с	3	2
124	для него	6	2
125	еще не	2	2
126	и может	2	2
127	но есть	3	2
128	никто не	10	2
129	другими словами	2	2
130	из них	3	2
131	в своей	3	2
132	и их	3	2
133	дело не	2	2
134	образом и	2	2
135	к самому	2	2
136	нас не	2	2
137	и эта	3	2
138	с этим	2	2
139	на земле	4	2
140	этом отношении	2	2
141	все эти	13	2
142	мы имеем	2	2
143	в эпоху	7	2
144	уже не	2	2
145	и у	5	2
146	и для	5	2
147	с ними	3	2
148	и так	2	2
149	пространстве и	3	2
150	в которых	2	2
151	и это	5	2
152	пространства и	2	2
153	нет ни	2	2
154	это было	2	2
