N	3gram	Vygotskiy__1	KulturaY
1	и т п	15	41
2	с точки зрения	2	16
3	в самом деле	7	11
4	для того чтобы	5	11
5	тем не менее	2	9
6	в том что	9	8
7	и т д	8	8
8	до сих пор	3	8
9	в зависимости от	5	7
10	и в самом	2	4
11	с одной стороны	5	4
12	в том случае	2	4
13	только тогда когда	4	4
14	с другой стороны	5	3
15	так и в	2	3
16	не может быть	8	3
17	в том чтобы	7	3
18	на самом деле	2	3
19	о том что	7	3
20	в отличие от	3	2
21	ни в какой	3	2
22	сама по себе	2	2
23	то или иное	2	2
24	т п все	2	2
25	только в том	3	2
26	не в том	5	2
27	совершенно ясно что	14	2
28	в какой мере	3	2
29	смысле этого слова	2	2
30	более или менее	2	2
31	в таком случае	2	2
32	в русском языке	2	2
33	от того что	2	2
34	что и в	2	2
