N	2gram	Potebnia_M_3	Psycholo
1	то что	18	37
2	и в	30	30
3	в том	32	27
4	что в	17	24
5	и что	10	23
6	потому что	46	23
7	том что	18	21
8	для того	4	20
9	таким образом	14	20
10	того чтобы	3	20
11	как бы	3	19
12	что он	6	17
13	на то	2	17
14	и мы	2	16
15	не только	21	16
16	в самом	8	14
17	в этом	10	14
18	так же	3	13
19	в нас	2	13
20	то есть	34	13
21	одной стороны	3	12
22	вместе с	12	12
23	с одной	7	12
24	если бы	12	11
25	может быть	28	11
26	как на	5	11
27	что мы	8	11
28	о том	2	10
29	с другой	7	9
30	не может	6	9
31	и то	8	9
32	сказать что	5	9
33	так как	13	9
34	с тем	7	8
35	что это	4	8
36	тому что	3	8
37	к тому	7	8
38	не в	15	8
39	а не	15	8
40	при этом	3	8
41	того что	18	8
42	самом деле	2	8
43	мы видим	2	8
44	могут быть	3	8
45	и это	4	8
46	на деле	5	8
47	по себе	16	7
48	в нем	9	7
49	и как	5	7
50	но не	7	7
51	мы можем	3	7
52	все же	2	7
53	и т	5	7
54	то же	23	7
55	точки зрения	2	7
56	уже в	5	6
57	в своем	5	6
58	что она	3	6
59	именно в	3	6
60	как и	10	6
61	что с	2	6
62	и если	2	6
63	в искусстве	3	6
64	и тем	5	6
65	но и	19	6
66	что все	3	6
67	что оно	11	6
68	и не	15	6
69	жизни и	2	6
70	и его	4	6
71	или в	3	6
72	никак не	3	6
73	тем что	7	6
74	мы уже	2	6
75	когда мы	2	6
76	с и	3	5
77	только не	2	5
78	и есть	3	5
79	чувства и	3	5
80	в целом	3	5
81	что именно	4	5
82	несмотря на	2	5
83	как мы	7	5
84	и потому	4	5
85	в этой	2	5
86	что они	2	5
87	еще не	5	5
88	до сих	3	5
89	было бы	9	5
90	искусства и	3	5
91	был бы	2	5
92	один из	4	5
93	сих пор	3	5
94	художественное произведение	6	5
95	другой стороны	4	5
96	а с	2	5
97	в себе	16	5
98	только в	21	5
99	ответ на	3	5
100	бы в	2	5
101	от него	2	4
102	и все	3	4
103	прежде всего	3	4
104	то это	6	4
105	именно то	2	4
106	есть не	7	4
107	указывает на	6	4
108	мысль о	5	4
109	в своей	2	4
110	от того	8	4
111	в ней	8	4
112	в его	4	4
113	заключает в	5	4
114	в них	5	4
115	не есть	17	4
116	только на	3	4
117	только что	8	4
118	а в	12	4
119	там где	3	4
120	что эта	2	4
121	не можем	3	4
122	не существует	3	3
123	что ни	2	3
124	не могут	5	3
125	была бы	4	3
126	у него	2	3
127	с здесь	2	3
128	одним и	3	3
129	бы мы	2	3
130	котором мы	2	3
131	не как	2	3
132	заставляет нас	2	3
133	из этих	9	3
134	это в	2	3
135	к этому	3	3
136	вовсе не	7	3
137	художественного произведения	5	3
138	показывает что	2	3
139	одно и	5	3
140	для нас	20	3
141	об этом	2	3
142	так что	7	3
143	в свою	3	3
144	для него	9	3
145	он говорит	2	3
146	он не	4	3
147	и между	4	3
148	из двух	3	3
149	в ее	2	3
150	что и	13	3
151	на его	2	3
152	ни в	2	3
153	так и	11	3
154	со стороны	3	3
155	что при	3	3
156	как в	10	3
157	в их	2	3
158	есть нечто	4	3
159	так например	2	3
160	так в	2	3
161	т д	3	3
162	которое мы	2	3
163	этом отношении	2	3
164	по поводу	4	3
165	что поэт	2	3
166	из того	2	3
167	но только	2	3
168	и о	2	3
169	и наконец	2	3
170	тем же	4	3
171	в таком	3	3
172	целый ряд	2	3
173	той же	2	3
174	мы не	9	3
175	в силу	3	3
176	сам по	5	3
177	и на	3	3
178	в каком	5	3
179	т п	2	3
180	мы должны	4	3
181	иметь в	2	3
182	в каждой	4	3
183	в которой	3	3
184	с этой	2	2
185	перед нами	2	2
186	в душе	10	2
187	связи с	2	2
188	себя и	4	2
189	представить себе	3	2
190	с этим	6	2
191	должны будем	3	2
192	в одном	2	2
193	в каждом	3	2
194	а как	2	2
195	есть то	2	2
196	можно сказать	3	2
197	художественном произведении	3	2
198	несомненно что	2	2
199	же в	2	2
200	когда в	2	2
201	но все	2	2
202	и при	4	2
203	очевидно что	5	2
204	не дает	2	2
205	что по	2	2
206	в большей	2	2
207	или на	2	2
208	и та	2	2
209	том чтобы	2	2
210	и почему	2	2
211	и следовательно	3	2
212	в котором	4	2
213	себе не	4	2
214	его с	2	2
215	с таким	2	2
216	но мы	2	2
217	образом и	3	2
218	из них	6	2
219	и той	2	2
220	и до	2	2
221	нам кажется	2	2
222	в форме	2	2
223	в словах	3	2
224	все это	4	2
225	по отношению	5	2
226	что есть	2	2
227	того как	4	2
228	от нас	3	2
229	все равно	4	2
230	это и	2	2
231	одной и	4	2
232	и даже	2	2
233	есть только	5	2
234	должно быть	5	2
235	искусство есть	2	2
236	в которых	2	2
237	с но	3	2
238	и с	2	2
239	само по	3	2
240	или с	2	2
241	в то	10	2
242	что даже	4	2
243	входящий в	2	2
244	не знает	3	2
245	произведения искусства	2	2
246	он как	2	2
247	связь между	2	2
248	нет ни	2	2
