N	2gram	Potebnia_M_1	Marksizm
1	точки зрения	8	34
2	может быть	27	26
3	и не	18	26
4	не может	22	24
5	с точки	3	20
6	и в	39	19
7	и его	5	19
8	таким образом	13	17
9	языка как	5	17
10	в этом	15	16
11	как бы	6	15
12	языка в	6	14
13	прежде всего	4	13
14	языка и	17	13
15	как мы	2	13
16	как и	9	12
17	так и	13	11
18	если мы	3	11
19	и для	5	11
20	связи с	3	11
21	в самом	3	10
22	в нем	20	10
23	в слове	8	10
24	ни было	2	10
25	для него	4	9
26	только в	25	9
27	при этом	6	8
28	бы то	2	8
29	но и	20	8
30	то ни	3	8
31	о языке	3	8
32	друг друга	5	8
33	не только	21	8
34	все же	6	8
35	то что	10	8
36	в каждом	4	7
37	так же	5	7
38	но в	9	7
39	язык как	7	7
40	во всех	5	7
41	то же	6	7
42	а не	21	7
43	в смысле	4	6
44	в том	26	6
45	другой стороны	5	6
46	того же	3	6
47	в организме	3	6
48	в его	5	6
49	и того	2	6
50	мы не	10	6
51	так сказать	2	6
52	с другой	7	5
53	одного и	2	5
54	не в	15	5
55	в начале	2	5
56	и потому	5	5
57	и все	3	5
58	вовсе не	5	5
59	за пределы	2	5
60	связи между	2	5
61	того чтобы	2	5
62	хотя бы	2	5
63	этот вопрос	2	5
64	во всяком	3	5
65	ничего общего	2	5
66	самого начала	3	4
67	что в	22	4
68	не менее	6	4
69	вопрос о	4	4
70	с самого	3	4
71	в ней	7	4
72	от того	4	4
73	к одному	2	4
74	а в	5	4
75	сказать что	3	4
76	что слово	3	4
77	с этим	7	4
78	по себе	10	4
79	еще не	6	4
80	было бы	12	4
81	язык есть	17	4
82	не будет	2	4
83	что же	2	4
84	как в	10	4
85	мысли и	9	4
86	только на	3	4
87	в языке	33	4
88	язык в	8	4
89	для того	3	4
90	и есть	2	3
91	и от	3	3
92	одного из	2	3
93	а как	2	3
94	по законам	2	3
95	переходим к	2	3
96	из основных	2	3
97	и как	6	3
98	же время	4	3
99	не имеют	5	3
100	на язык	7	3
101	по отношению	13	3
102	не было	4	3
103	того что	8	3
104	не имеет	5	3
105	между тем	5	3
106	нуждается в	2	3
107	только при	2	3
108	в то	4	3
109	нет ничего	2	3
110	языка а	3	3
111	не существует	2	3
112	не могут	4	3
113	в каком	6	3
114	она может	3	3
115	том что	16	3
116	и при	3	3
117	мы должны	3	3
118	в сущности	2	3
119	он не	3	3
120	не есть	10	3
121	в первом	5	3
122	в своей	3	3
123	в истории	7	3
124	должны быть	7	3
125	и следовательно	2	3
126	на этот	2	3
127	но все	2	3
128	речи и	10	3
129	слова и	4	3
130	и это	3	3
131	в которой	2	3
132	зависит от	5	2
133	сама по	3	2
134	независимо от	6	2
135	должна быть	3	2
136	никогда не	4	2
137	что во	2	2
138	тому что	3	2
139	в своем	3	2
140	что все	3	2
141	одной и	3	2
142	его к	2	2
143	слова но	2	2
144	словом и	2	2
145	тем не	6	2
146	все в	2	2
147	как она	3	2
148	из представителей	2	2
149	свою очередь	4	2
150	в свою	4	2
151	в действительности	4	2
152	мог бы	2	2
153	и той	3	2
154	одним из	2	2
155	в единстве	2	2
156	для всех	5	2
157	но если	2	2
158	в виду	2	2
159	эти формы	2	2
160	с ее	2	2
161	истории языка	2	2
162	жизни и	2	2
163	и их	3	2
164	и только	2	2
165	язык и	5	2
166	имеет место	2	2
167	точке зрения	2	2
168	и других	4	2
169	во втором	5	2
170	и даже	4	2
171	речь и	2	2
172	должно быть	7	2
173	все остальные	4	2
174	языка с	6	2
175	в своих	4	2
176	с этой	2	2
177	говорит он	4	2
178	из этих	4	2
179	о том	2	2
180	этом смысле	4	2
181	эта мысль	2	2
182	так как	21	2
183	бы в	4	2
184	к этой	3	2
185	мысли в	9	2
186	в сознании	3	2
187	и с	3	2
188	и более	2	2
189	по мере	6	2
190	для них	2	2
191	если бы	14	2
192	и во	3	2
193	еще только	2	2
194	но при	3	2
195	к языку	2	2
196	в себе	13	2
197	что язык	16	2
198	у нас	2	2
199	то в	5	2
200	от него	4	2
201	она не	3	2
202	к тому	4	2
203	история языка	3	2
204	одним словом	2	2
205	явлений и	3	2
206	не могло	3	2
207	не все	2	2
208	что и	6	2
209	отношению к	13	2
210	следовательно и	2	2
211	что не	10	2
212	той же	3	2
213	в таком	5	2
214	или в	2	2
215	языка не	5	2
216	то мы	2	2
217	мы можем	2	2
218	тем что	9	2
219	могут быть	9	2
220	и вообще	3	2
221	могла бы	2	2
222	таком случае	2	2
223	из этого	2	2
224	там где	4	2
225	от нее	6	2
226	из него	2	2
