N	2gram	Propp_Isto_2	Dialekti
1	т е	29	30
2	и не	11	30
3	может быть	17	20
4	и в	15	19
5	не только	18	19
6	и т	19	17
7	в мифе	2	16
8	а не	5	16
9	т д	18	15
10	в себе	4	15
11	то что	12	14
12	что она	5	14
13	в том	6	14
14	как бы	6	14
15	так как	14	14
16	потому что	9	14
17	но и	14	12
18	то же	10	12
19	не просто	2	12
20	что это	6	10
21	ни в	2	10
22	как и	2	10
23	в нем	7	10
24	так и	5	10
25	том что	7	10
26	это не	2	10
27	сказать что	2	10
28	никогда не	15	9
29	не может	5	9
30	же и	3	9
31	прежде всего	5	8
32	она не	5	8
33	мы уже	6	8
34	не в	7	8
35	в этом	11	8
36	как это	3	7
37	но это	4	7
38	что в	12	7
39	и то	2	7
40	как будто	3	7
41	так что	6	7
42	я не	2	6
43	что он	24	6
44	да и	2	6
45	что они	10	6
46	но не	2	6
47	есть и	2	6
48	того что	3	6
49	и может	2	6
50	с другой	2	5
51	есть ли	2	5
52	в силу	2	5
53	и пр	7	5
54	что и	6	5
55	и это	3	5
56	а именно	3	5
57	и что	6	5
58	и его	3	5
59	только в	6	5
60	о том	3	5
61	и с	4	5
62	в виду	2	5
63	уже в	2	4
64	нисколько не	2	4
65	и есть	5	4
66	а потом	4	4
67	в одном	5	4
68	все же	9	4
69	при этом	4	4
70	говорят что	5	4
71	еще не	9	4
72	и если	2	4
73	к нему	5	4
74	он не	8	4
75	хотя бы	2	4
76	связи с	8	4
77	все это	3	4
78	другой стороны	2	4
79	в связи	5	4
80	и только	2	4
81	тут же	2	4
82	таким образом	7	4
83	самом деле	2	4
84	и по	2	4
85	а в	12	4
86	в одной	4	4
87	одно из	2	4
88	могут быть	2	4
89	но он	4	4
90	и когда	2	4
91	в другом	9	4
92	как он	3	4
93	всех этих	3	3
94	и более	2	3
95	же как	5	3
96	иное как	2	3
97	же мы	2	3
98	в этих	11	3
99	вопрос о	4	3
100	не что	2	3
101	об этом	11	3
102	что иное	2	3
103	в этой	4	3
104	кроме того	2	3
105	было бы	5	3
106	и из	2	3
107	из них	2	3
108	и их	2	3
109	с этим	5	3
110	в разных	2	3
111	не было	2	3
112	мы имеем	15	3
113	после этого	4	3
114	что этот	3	3
115	уже знаем	3	3
116	они не	4	3
117	это только	2	3
118	будто бы	2	3
119	его в	10	3
120	это за	2	3
121	когда мы	2	3
122	то не	2	3
123	ничего не	7	3
124	связана с	6	2
125	зависит от	2	2
126	самого начала	2	2
127	она и	2	2
128	что у	2	2
129	перед нами	2	2
130	в состоянии	3	2
131	ко мне	2	2
132	следовательно не	2	2
133	в системе	2	2
134	на самом	2	2
135	именно в	2	2
136	в тех	2	2
137	то это	6	2
138	к тому	5	2
139	с самого	2	2
140	но все	5	2
141	мы видим	8	2
142	с тем	9	2
143	до сих	6	2
144	и часто	2	2
145	в каких	3	2
146	мы в	2	2
147	на его	2	2
148	же эти	2	2
149	в сущности	2	2
150	которые были	2	2
151	в ней	4	2
152	сих пор	7	2
153	во всех	2	2
154	в некоторых	2	2
155	на него	5	2
156	дело не	4	2
157	ее в	2	2
158	в их	3	2
159	так же	13	2
160	в царство	7	2
161	например в	2	2
162	того как	4	2
163	с ее	2	2
164	с одной	4	2
165	как в	5	2
166	хотя в	3	2
167	и они	4	2
168	имеется в	2	2
169	и она	3	2
170	в очень	3	2
171	д и	2	2
172	его не	2	2
173	также что	2	2
174	или в	2	2
175	с ними	2	2
176	их в	2	2
177	тем что	4	2
178	или на	4	2
179	что здесь	4	2
180	во время	2	2
181	что мы	3	2
182	мы должны	4	2
183	что эти	4	2
184	все эти	4	2
185	иметь в	2	2
186	в которой	2	2
187	но в	6	2
188	в жизни	2	2
189	вместе с	7	2
