N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	40
2	то есть	9	18
3	и его	4	17
4	прежде всего	3	16
5	в этом	18	15
6	не только	16	13
7	и не	12	13
8	в его	2	13
9	что в	2	12
10	вовсе не	2	12
11	как и	14	11
12	но и	12	11
13	и т.п	8	10
14	таким образом	2	10
15	как мы	3	10
16	и все	3	9
17	в сущности	4	9
18	может быть	6	9
19	он не	2	9
20	в том	12	8
21	и до	2	8
22	у него	4	8
23	той же	2	8
24	и на	6	8
25	но в	6	8
26	в своем	4	7
27	в одном	2	7
28	то же	4	7
29	он и	2	7
30	в этих	2	6
31	к этому	2	6
32	же время	2	6
33	в самом	6	6
34	во всех	4	6
35	в своей	2	6
36	в то	2	6
37	как раз	4	5
38	то что	7	5
39	те же	2	5
40	а не	10	5
41	и для	2	5
42	для него	4	5
43	в нашем	3	4
44	и во	2	4
45	том что	12	4
46	здесь в	2	4
47	было бы	3	4
48	из них	3	4
49	а также	7	4
50	даже в	2	4
51	один из	2	4
52	в мире	6	4
53	в их	3	4
54	все это	4	4
55	еще более	2	4
56	жизнью и	2	4
57	роль в	2	4
58	только на	3	4
59	о том	7	4
60	в данном	8	4
61	особенно в	7	4
62	и даже	9	4
63	в эту	3	4
64	если бы	3	3
65	в частности	16	3
66	и к	5	3
67	и смерти	4	3
68	он был	2	3
69	в этой	9	3
70	еще не	2	3
71	такого рода	2	3
72	никак не	2	3
73	как бы	10	3
74	в таких	2	3
75	еще в	2	3
76	что и	3	3
77	вместе с	2	3
78	дело не	2	3
79	так и	15	3
80	как в	4	3
81	по отношению	4	3
82	не может	4	3
83	а в	3	3
84	в значительной	2	3
85	не так	4	3
86	можно было	3	3
87	сказать что	2	3
88	между тем	2	3
89	тем что	3	3
90	при этом	10	3
91	одно из	2	3
92	в отличие	2	3
93	в себе	7	3
94	только в	4	3
95	на протяжении	2	3
96	в конце	4	3
97	отличие от	2	3
98	не менее	4	2
99	не был	3	2
100	о чем	2	2
101	в состоянии	2	2
102	с другой	6	2
103	одного из	3	2
104	или иной	3	2
105	можно сказать	4	2
106	со смертью	3	2
107	при описании	2	2
108	на этом	4	2
109	но не	4	2
110	все что	2	2
111	включая и	2	2
112	и сам	3	2
113	и если	3	2
114	в первой	3	2
115	на его	3	2
116	значительной степени	2	2
117	по преимуществу	4	2
118	свидетельствует о	2	2
119	той или	3	2
120	в котором	2	2
121	отношению к	4	2
122	в целом	8	2
123	своего рода	12	2
124	данном случае	5	2
125	этом отношении	3	2
126	именно в	3	2
127	лишь в	9	2
128	на основе	2	2
129	одной из	3	2
130	он в	4	2
131	точки зрения	4	2
132	в один	4	2
133	романа в	3	2
134	этого слова	3	2
135	того же	4	2
136	как о	3	2
