N	2gram	Bakhtin_Fr_4	Hudozhes
1	в качестве	3	19
2	то есть	21	18
3	и не	16	16
4	в том	7	15
5	и в	29	15
6	не только	10	15
7	в частности	3	13
8	может быть	2	13
9	при этом	3	12
10	и его	8	12
11	но не	2	11
12	в этом	11	11
13	в себе	3	11
14	как бы	8	10
15	но и	9	10
16	так и	11	10
17	то же	10	10
18	в его	8	9
19	точки зрения	4	9
20	себя в	2	8
21	своего рода	6	8
22	с другой	4	7
23	в то	10	7
24	но в	12	7
25	в основе	2	6
26	с его	4	6
27	в ее	3	6
28	том что	3	6
29	же время	8	6
30	не может	2	6
31	по своей	3	6
32	а также	2	5
33	ни в	2	5
34	только в	2	5
35	того что	3	5
36	в нем	5	5
37	с ее	3	5
38	то что	4	5
39	и одновременно	4	5
40	между ними	2	5
41	или менее	3	5
42	и т.п	12	5
43	другой стороны	3	5
44	в их	2	5
45	уже не	2	5
46	более или	3	5
47	место в	2	4
48	в этих	2	4
49	не столько	2	4
50	прежде всего	8	4
51	к тому	2	4
52	и как	3	4
53	еще не	4	4
54	хотя и	2	4
55	он не	3	4
56	в своей	5	4
57	со стороны	2	4
58	как к	3	4
59	в слове	2	4
60	и то	2	4
61	сказать что	5	4
62	к которому	2	4
63	это не	5	3
64	что он	4	3
65	и к	2	3
66	по своему	4	3
67	перед лицом	2	3
68	того же	5	3
69	о чем	2	3
70	как раз	2	3
71	далеко не	5	3
72	к нему	3	3
73	не на	2	3
74	таким образом	20	3
75	как и	12	3
76	в той	2	3
77	с точки	2	3
78	и для	2	3
79	не случайно	3	3
80	их в	2	3
81	но он	6	3
82	его в	9	3
83	в которой	4	3
84	в виду	2	3
85	на этом	2	2
86	том числе	3	2
87	числе и	2	2
88	в нашем	4	2
89	жизни в	2	2
90	в своем	3	2
91	в них	7	2
92	превращается в	3	2
93	вовсе не	9	2
94	в литературе	4	2
95	роль в	3	2
96	о его	2	2
97	есть в	2	2
98	времени и	2	2
99	одной стороны	2	2
100	и сам	3	2
101	и о	5	2
102	одной из	2	2
103	и др	4	2
104	по преимуществу	3	2
105	но она	2	2
106	образом и	3	2
107	как в	2	2
108	здесь не	3	2
109	в романе	10	2
110	с одной	2	2
111	именно в	2	2
112	все эти	9	2
113	это и	5	2
114	в себя	2	2
115	в году	3	2
116	того чтобы	3	2
117	для того	3	2
118	и по	5	2
119	или в	2	2
120	так же	7	2
121	с ним	2	2
122	от всех	2	2
123	и на	11	2
124	нового времени	2	2
125	у него	5	2
126	но как	3	2
127	в этой	13	2
128	о том	2	2
129	и это	2	2
130	из этого	2	2
131	мира и	4	2
132	в чем	3	2
133	бы не	2	2
