N	2gram	Losev_Prob_4	Problemy
1	и в	20	34
2	и не	28	29
3	как бы	4	27
4	что он	8	23
5	в его	3	22
6	может быть	9	19
7	в нем	5	19
8	не может	5	19
9	и все	8	19
10	о себе	3	18
11	как и	6	18
12	но в	8	16
13	все это	9	16
14	и его	10	16
15	в этом	9	16
16	и с	7	15
17	прежде всего	11	15
18	он не	2	15
19	то же	7	14
20	к нему	3	14
21	самом деле	3	13
22	для него	3	13
23	у достоевского	4	13
24	но и	14	12
25	и к	3	12
26	потому что	15	12
27	в то	4	12
28	вовсе не	21	11
29	то что	15	11
30	на самом	5	11
31	не только	24	10
32	в отношении	4	9
33	не в	13	9
34	а не	7	9
35	в самом	2	8
36	и т	4	8
37	так же	5	8
38	точки зрения	14	8
39	с ним	4	8
40	и для	4	8
41	в другом	3	8
42	что в	3	7
43	и даже	9	7
44	все же	2	7
45	как мы	3	7
46	что не	4	7
47	как будто	11	7
48	что они	2	6
49	в пределах	2	6
50	у меня	2	6
51	и на	3	6
52	с ними	2	6
53	с его	2	6
54	для себя	2	6
55	так и	10	6
56	в себе	12	6
57	только в	23	6
58	все время	2	5
59	что это	2	5
60	это не	7	5
61	и от	6	5
62	в конце	2	5
63	к тому	3	5
64	так что	6	5
65	но все	3	5
66	и что	2	5
67	всяком случае	4	5
68	себе и	3	5
69	из них	3	5
70	таким образом	8	5
71	а в	4	5
72	и наконец	4	5
73	мы должны	3	5
74	с тем	4	5
75	в одном	4	5
76	что и	3	5
77	к своему	2	5
78	хотя бы	7	5
79	во всяком	8	5
80	в чем	2	5
81	и вдруг	2	4
82	с другой	7	4
83	ни было	2	4
84	ни в	17	4
85	да и	5	4
86	но это	6	4
87	при этом	6	4
88	на его	2	4
89	все эти	16	4
90	даже и	13	4
91	но как	3	4
92	в начале	3	4
93	его в	2	4
94	так как	5	4
95	если бы	8	4
96	как раз	4	4
97	он как	3	4
98	он с	2	4
99	этом смысле	3	4
100	но не	5	4
101	еще не	7	4
102	бы и	3	4
103	как в	5	4
104	только на	2	4
105	и прежде	2	4
106	все равно	3	4
107	с точки	11	4
108	с другими	3	4
109	тем что	3	4
110	в виде	22	4
111	и это	2	4
112	тотчас же	2	4
113	вместе с	5	4
114	за собой	2	3
115	не менее	10	3
116	уже в	4	3
117	для этого	2	3
118	но так	2	3
119	в том	20	3
120	что его	4	3
121	хотя и	5	3
122	в виду	6	3
123	в котором	2	3
124	есть только	2	3
125	с ее	2	3
126	жизни и	5	3
127	другой стороны	6	3
128	в ней	7	3
129	говорить о	2	3
130	во всем	2	3
131	в романах	2	3
132	этого не	2	3
133	сознания и	3	3
134	и во	4	3
135	по крайней	6	3
136	по себе	11	3
137	в ее	5	3
138	том что	12	3
139	так чтобы	2	3
140	по своему	6	3
141	нет и	2	3
142	крайней мере	6	3
143	в своей	4	3
144	только что	2	3
145	совсем другое	2	3
146	как символ	6	3
147	если не	3	3
148	и как	3	3
149	и то	2	3
150	функции в	2	3
151	далеко не	2	3
152	это было	2	3
153	не было	3	2
154	сама по	2	2
155	это уже	3	2
156	столь же	2	2
157	вообще не	3	2
158	и говорит	2	2
159	или иной	13	2
160	она в	2	2
161	тем не	10	2
162	нет в	2	2
163	и если	5	2
164	кажется что	2	2
165	же и	3	2
166	чтобы все	2	2
167	не является	10	2
168	друг друга	2	2
169	отличается от	4	2
170	в своем	3	2
171	и только	4	2
172	т д	3	2
173	но только	2	2
174	только так	2	2
175	того или	3	2
176	с этим	4	2
177	той или	14	2
178	о том	5	2
179	сказать что	7	2
180	нет ни	4	2
181	и этот	3	2
182	всех этих	6	2
183	для его	2	2
184	отнюдь не	10	2
185	однако в	2	2
186	а может	2	2
187	были бы	3	2
188	в них	5	2
189	в жизни	3	2
190	выходит за	2	2
191	меня в	2	2
192	говорит о	2	2
193	это и	4	2
194	то в	2	2
195	того же	2	2
196	тот же	2	2
197	но именно	2	2
198	было бы	14	2
199	со всеми	2	2
200	конечно не	3	2
201	за пределы	2	2
202	во всех	4	2
203	к ней	2	2
204	и потому	7	2
205	но этот	2	2
206	тому же	2	2
207	жизнь и	4	2
208	еще более	2	2
209	в той	8	2
210	уже не	5	2
211	и он	2	2
212	в которой	2	2
213	и без	6	2
214	с такою	2	2
215	не то	2	2
216	и ее	4	2
217	за ним	2	2
218	и вообще	6	2
219	будто бы	2	2
220	если и	3	2
