N	2gram	Bakhtin_fo_1	Istorich
1	и т	8	19
2	не только	9	18
3	может быть	11	17
4	никогда не	2	15
5	и в	50	15
6	но и	8	14
7	так как	6	14
8	так же	6	13
9	что в	5	12
10	а в	3	12
11	то что	6	12
12	об этом	2	11
13	в этих	3	11
14	и не	14	11
15	в этом	25	11
16	его в	3	10
17	то же	11	10
18	с тем	3	9
19	еще не	5	9
20	все же	6	9
21	потому что	4	9
22	связи с	6	8
23	один из	3	8
24	он не	5	8
25	мы видим	3	8
26	том что	4	7
27	в нем	24	7
28	вместе с	3	7
29	сих пор	3	7
30	таким образом	11	7
31	не в	5	7
32	ничего не	9	7
33	до сих	3	6
34	мы уже	11	6
35	наряду с	5	6
36	в его	13	6
37	как бы	2	6
38	что и	3	6
39	в том	9	6
40	только в	4	6
41	но в	10	6
42	с этим	6	5
43	прежде всего	15	5
44	в одном	3	5
45	к тому	3	5
46	но все	5	5
47	как в	6	5
48	было бы	2	5
49	же как	2	5
50	в котором	4	5
51	так и	12	5
52	не может	6	5
53	в связи	5	5
54	а не	3	5
55	попадает в	2	5
56	с одной	3	4
57	и другие	5	4
58	и др	9	4
59	его и	2	4
60	но они	3	4
61	вопрос о	2	4
62	у него	6	4
63	для нас	2	4
64	при этом	3	4
65	одной из	3	4
66	но он	2	4
67	в ней	4	4
68	они не	3	4
69	и с	4	4
70	тем что	2	4
71	и на	8	4
72	в себе	3	4
73	мы должны	2	4
74	все эти	9	4
75	как она	2	4
76	в дом	2	3
77	всех этих	5	3
78	но по	2	3
79	в качестве	3	3
80	и его	16	3
81	уже на	2	3
82	с мотивом	3	3
83	одной стороны	2	3
84	же и	2	3
85	отношению к	5	3
86	в их	6	3
87	все это	4	3
88	по отношению	3	3
89	того что	2	3
90	роль в	9	3
91	мы не	3	3
92	что мы	2	3
93	как он	2	3
94	и это	4	3
95	в других	9	3
96	превращения в	5	2
97	уже в	2	2
98	не было	7	2
99	самого начала	2	2
100	они были	2	2
101	на другой	2	2
102	могут быть	5	2
103	он должен	2	2
104	себя и	3	2
105	о своей	2	2
106	с другой	2	2
107	это не	6	2
108	в жизни	6	2
109	к себе	4	2
110	не знает	3	2
111	ни в	8	2
112	да и	3	2
113	именно в	3	2
114	в основном	5	2
115	по существу	12	2
116	как и	8	2
117	одна из	2	2
118	но не	5	2
119	в глаза	2	2
120	одно из	3	2
121	здесь в	2	2
122	кроме того	4	2
123	и может	2	2
124	того чтобы	5	2
125	например в	6	2
126	и для	4	2
127	на один	2	2
128	в сущности	3	2
129	превращение в	2	2
130	и дает	3	2
131	здесь на	4	2
132	так называемый	2	2
133	а также	2	2
134	был бы	3	2
135	они приобретают	2	2
136	здесь нет	3	2
137	хотя бы	2	2
138	ее в	2	2
139	с ее	6	2
140	на этой	4	2
141	принадлежит к	2	2
142	во всех	6	2
143	и их	8	2
144	в некоторых	2	2
145	но очень	2	2
146	оказывается что	2	2
147	той же	2	2
148	в разных	5	2
149	с самого	2	2
150	человека в	17	2
151	никаких следов	2	2
152	и по	2	2
153	происходит в	2	2
154	или в	3	2
155	с другими	3	2
156	и то	4	2
157	в которых	2	2
158	сказать что	3	2
159	эта черта	3	2
160	к ней	2	2
161	и ее	3	2
162	вера в	2	2
163	его на	2	2
164	нет ничего	4	2
165	здесь не	4	2
166	так сказать	7	2
167	в особенности	9	2
168	их в	3	2
169	в которой	2	2
170	тому же	2	2
171	в виду	3	2
