N	2gram	Vygotskiy__3	Problemy
1	и в	38	46
2	то есть	15	40
3	и не	10	27
4	может быть	19	23
5	как бы	14	19
6	не может	7	19
7	в нем	4	17
8	в этом	13	16
9	не только	12	14
10	перед нами	8	12
11	но и	5	12
12	как и	8	12
13	как мы	7	12
14	и на	6	11
15	точки зрения	16	11
16	в одном	8	11
17	а не	7	11
18	не в	12	10
19	в том	25	9
20	в самом	25	9
21	и все	10	9
22	вовсе не	8	9
23	и к	3	9
24	в его	5	9
25	с точки	9	9
26	до сих	6	8
27	конечно не	4	8
28	сих пор	5	8
29	или в	5	8
30	в сущности	10	7
31	как раз	8	7
32	в себе	4	7
33	никогда не	4	6
34	ни в	3	6
35	но это	3	6
36	есть в	2	6
37	к себе	2	6
38	но в	3	6
39	что он	11	6
40	мы увидим	12	6
41	и между	4	6
42	то же	10	6
43	все это	3	6
44	и его	6	6
45	только в	4	6
46	при этом	4	5
47	в котором	6	5
48	в самой	4	5
49	в то	3	5
50	так как	6	5
51	у него	4	5
52	о том	6	5
53	во всех	4	5
54	если мы	6	5
55	так сказать	5	5
56	что в	20	4
57	в этих	2	4
58	очень часто	2	4
59	до конца	2	4
60	например в	2	4
61	к ним	3	4
62	в виду	4	4
63	таким образом	12	4
64	еще и	2	4
65	все эти	4	4
66	и наконец	2	4
67	потому что	14	4
68	и здесь	6	4
69	мы слышим	2	4
70	мы не	5	4
71	мы можем	7	4
72	как в	4	4
73	том что	14	4
74	совершенно не	5	4
75	он не	6	4
76	все же	8	4
77	то что	35	4
78	уже не	2	4
79	самом деле	21	4
80	здесь не	3	4
81	и другие	2	3
82	с другой	7	3
83	из этих	3	3
84	не могут	2	3
85	на то	16	3
86	к своему	2	3
87	такой же	2	3
88	в своем	5	3
89	на этом	5	3
90	реакции на	2	3
91	но если	4	3
92	то это	2	3
93	и для	4	3
94	не к	3	3
95	образом и	2	3
96	другой стороны	5	3
97	так же	2	3
98	и только	3	3
99	и даже	4	3
100	этот второй	3	3
101	но он	2	3
102	в конце	2	3
103	рассказ в	3	3
104	их в	2	3
105	бы в	3	3
106	себя как	2	3
107	если бы	14	3
108	и во	2	3
109	с ее	2	3
110	по существу	2	3
111	того же	3	3
112	и что	18	3
113	слов и	2	3
114	она не	6	3
115	было бы	12	3
116	мы уже	7	3
117	в своей	5	3
118	и о	3	3
119	никак не	7	3
120	что и	4	3
121	что же	2	3
122	в той	5	3
123	в речи	3	3
124	той же	2	3
125	тем что	3	3
126	в этой	13	3
127	далеко не	3	3
128	и это	8	3
129	должна быть	5	2
130	и одновременно	2	2
131	для этого	2	2
132	так ли	2	2
133	в одной	2	2
134	его к	2	2
135	к тому	6	2
136	все время	30	2
137	для нас	8	2
138	как если	3	2
139	так что	8	2
140	и как	8	2
141	для него	2	2
142	в общем	2	2
143	и следовательно	2	2
144	и тем	3	2
145	в первой	2	2
146	целый ряд	2	2
147	то и	3	2
148	отношения к	2	2
149	они не	2	2
150	и по	2	2
151	а в	7	2
152	увидим что	9	2
153	в которых	6	2
154	и совершенно	4	2
155	сказать что	4	2
156	о котором	5	2
157	с ним	2	2
158	могло бы	2	2
159	между тем	7	2
160	что так	2	2
161	с этим	8	2
162	из одного	3	2
163	рассказу и	2	2
164	о которых	9	2
165	раз в	4	2
166	у нас	2	2
167	одна из	4	2
168	указывает на	6	2
169	здесь в	2	2
170	рассказ и	4	2
171	к ней	2	2
172	этого слова	2	2
173	когда он	4	2
174	вместе с	5	2
175	к самому	2	2
176	бы не	3	2
177	что та	2	2
178	хотя бы	2	2
179	здесь с	2	2
180	ничего не	2	2
181	в данном	2	2
182	во всяком	2	2
183	автора и	2	2
184	в другом	5	2
185	там где	6	2
186	не могли	4	2
187	того как	3	2
