N	2gram	Trubetskoy_1	Analitik
1	в качестве	3	31
2	может быть	10	29
3	в том	11	27
4	не может	4	22
5	и не	8	21
6	и в	26	18
7	а не	5	17
8	но и	9	17
9	представляет собой	3	16
10	не только	10	15
11	не в	2	14
12	в его	5	13
13	в этом	15	13
14	том что	7	12
15	при этом	3	12
16	состоит в	2	11
17	в себе	6	11
18	то есть	4	11
19	но не	8	10
20	то же	4	9
21	а в	4	9
22	в то	4	9
23	в мире	5	8
24	но в	7	8
25	к тому	6	7
26	прежде всего	2	6
27	или иной	2	6
28	же время	2	6
29	в самом	4	6
30	той или	2	6
31	далеко не	4	6
32	то что	7	6
33	точки зрения	13	6
34	по своей	2	6
35	только в	4	6
36	мы имеем	2	6
37	и как	3	5
38	в этой	4	5
39	что в	9	5
40	как бы	12	5
41	отношению к	3	5
42	лишь в	5	5
43	между тем	2	5
44	и на	2	5
45	о том	6	5
46	того что	3	4
47	с другой	8	4
48	не всегда	2	4
49	тому же	5	4
50	того же	6	4
51	для того	5	4
52	в области	9	4
53	не с	2	4
54	все же	6	4
55	вместе с	15	4
56	так и	6	4
57	именно в	2	4
58	уже не	3	4
59	ни было	2	4
60	из которых	4	4
61	с точки	6	4
62	с другими	4	4
63	том числе	5	3
64	в рамках	3	3
65	не могут	2	3
66	с его	2	3
67	то ни	2	3
68	хотя бы	3	3
69	и все	2	3
70	в нем	4	3
71	и к	5	3
72	что он	4	3
73	в силу	5	3
74	еще не	2	3
75	одной стороны	7	3
76	одним из	2	3
77	он не	4	3
78	в котором	4	3
79	если в	3	3
80	что и	6	3
81	бы то	2	3
82	таким образом	22	3
83	а с	7	3
84	с одной	7	3
85	того чтобы	5	3
86	к нему	7	3
87	в таком	3	3
88	что мы	2	3
89	а также	2	3
90	если бы	3	3
91	только для	2	2
92	только не	2	2
93	на все	2	2
94	никогда не	5	2
95	все эти	6	2
96	для этого	2	2
97	из этих	10	2
98	тогда когда	2	2
99	что именно	2	2
100	можно сказать	3	2
101	в начале	2	2
102	и потому	6	2
103	как от	2	2
104	отношение к	5	2
105	для него	3	2
106	с целью	2	2
107	случае не	3	2
108	мысль о	2	2
109	несмотря на	6	2
110	и о	3	2
111	и является	2	2
112	один из	2	2
113	не к	2	2
114	из них	7	2
115	в процессе	2	2
116	выступает в	2	2
117	и тогда	4	2
118	отличается от	2	2
119	этом отношении	2	2
120	свидетельствует о	2	2
121	и по	4	2
122	особенно в	2	2
123	же самое	2	2
124	которые в	2	2
125	так как	9	2
126	потому что	7	2
127	в которой	3	2
128	и с	10	2
129	в новом	2	2
