N	2gram	Voloshinov_1	Problemy
1	и в	12	43
2	и не	10	29
3	может быть	14	23
4	как бы	13	22
5	не может	16	18
6	в пределах	3	16
7	но и	3	14
8	как и	5	14
9	точки зрения	14	13
10	в этом	4	13
11	в нем	6	12
12	слова и	6	12
13	не в	4	11
14	по себе	3	11
15	не только	4	11
16	прежде всего	8	10
17	и на	4	10
18	но в	5	10
19	в его	2	10
20	никогда не	5	9
21	еще не	3	9
22	он не	2	9
23	для него	3	8
24	то же	5	8
25	с точки	2	8
26	и его	13	8
27	слово в	3	8
28	до сих	3	7
29	в самом	4	7
30	ведь и	3	7
31	в то	2	7
32	то что	5	7
33	сих пор	3	7
34	а не	5	7
35	в этих	2	6
36	в том	6	6
37	при этом	6	6
38	в котором	3	6
39	и наконец	3	6
40	и все	2	6
41	здесь не	3	6
42	да и	3	5
43	к нему	4	5
44	все это	3	5
45	по отношению	11	5
46	таким образом	12	5
47	все эти	3	5
48	и с	3	5
49	о том	3	5
50	но не	2	5
51	и что	2	5
52	отношению к	11	5
53	самом деле	3	5
54	в себе	3	5
55	героя и	5	5
56	что в	2	4
57	в своем	2	4
58	с другой	4	4
59	до конца	2	4
60	но это	2	4
61	так как	9	4
62	с его	2	4
63	в них	3	4
64	точек зрения	3	4
65	более того	2	4
66	в своей	3	4
67	если же	2	4
68	там где	2	4
69	между ними	2	4
70	мы не	3	4
71	только в	6	4
72	может стать	2	4
73	не менее	3	3
74	должна быть	5	3
75	себя и	2	3
76	в отношении	2	3
77	это не	2	3
78	но зато	2	3
79	тому же	2	3
80	такой же	2	3
81	не должна	3	3
82	кроме того	2	3
83	в формах	2	3
84	но для	3	3
85	и следовательно	5	3
86	в виду	5	3
87	и здесь	2	3
88	ни на	2	3
89	его в	4	3
90	в художественном	3	3
91	с ним	3	3
92	между тем	3	3
93	в жизни	5	3
94	если бы	9	3
95	стороны и	2	3
96	и к	4	3
97	она не	2	3
98	когда он	3	3
99	за пределы	4	3
100	что и	2	3
101	все же	4	3
102	на него	2	3
103	так и	4	3
104	только на	3	3
105	в себя	2	3
106	уже не	4	3
107	другой стороны	2	3
108	и для	3	3
109	ничего не	2	3
110	могут быть	2	3
111	и ее	3	3
112	уже в	2	2
113	была бы	2	2
114	его к	2	2
115	слова но	2	2
116	словом и	2	2
117	тем не	3	2
118	как же	2	2
119	для нас	7	2
120	ни в	3	2
121	как если	4	2
122	сливается с	2	2
123	но все	2	2
124	художественного творчества	3	2
125	и является	4	2
126	в настоящее	2	2
127	и др	5	2
128	отношение к	4	2
129	в форме	2	2
130	того что	3	2
131	и герой	3	2
132	так же	3	2
133	сказать что	7	2
134	и так	2	2
135	настоящее время	2	2
136	но этот	2	2
137	ни было	4	2
138	и та	2	2
139	между собой	2	2
140	в такой	3	2
141	конечно в	2	2
142	но конечно	2	2
143	одно и	2	2
144	конечно не	3	2
145	на материале	2	2
146	не есть	2	2
147	и пр	3	2
148	дело в	4	2
149	в процессе	6	2
150	внутренней речи	3	2
151	быть и	3	2
152	как в	5	2
153	том что	5	2
154	что не	4	2
155	хотя бы	5	2
156	высказывания и	2	2
157	и то	2	2
158	мы можем	2	2
159	автора и	2	2
160	в поэзии	3	2
161	отношении к	3	2
162	бы не	2	2
163	и самое	2	2
164	в творчестве	3	2
