N	2gram	Losev_Vesc_1	Problemy
1	и в	21	46
2	и не	29	27
3	может быть	16	23
4	как бы	12	19
5	не может	17	19
6	в нем	2	17
7	в этом	4	16
8	не только	36	14
9	слова в	2	13
10	перед нами	2	12
11	но и	18	12
12	как и	8	12
13	как мы	4	12
14	точки зрения	5	11
15	в одном	2	11
16	а не	19	11
17	не в	5	10
18	между ними	3	10
19	прежде всего	9	9
20	в том	8	9
21	в самом	9	9
22	и все	5	9
23	вовсе не	10	9
24	в его	2	9
25	с точки	3	9
26	или в	2	8
27	и с	8	7
28	по себе	13	7
29	еще не	8	7
30	в сущности	4	7
31	как раз	9	7
32	слово и	4	7
33	в себе	14	7
34	слова и	5	7
35	никогда не	2	6
36	но это	10	6
37	хотя и	4	6
38	к одному	3	6
39	к себе	4	6
40	слово в	2	6
41	но в	5	6
42	что я	24	6
43	то же	6	6
44	все это	5	6
45	и его	2	6
46	только в	14	6
47	это не	5	5
48	с самим	4	5
49	в котором	3	5
50	жизни и	2	5
51	мы находим	2	5
52	в самой	2	5
53	ведь и	5	5
54	в то	3	5
55	так как	7	5
56	в жизни	3	5
57	у него	2	5
58	о том	6	5
59	во всех	2	5
60	если мы	8	5
61	что в	9	4
62	можно сказать	6	4
63	да и	3	4
64	кроме того	4	4
65	в виду	2	4
66	таким образом	8	4
67	еще и	8	4
68	все эти	3	4
69	должно быть	6	4
70	потому что	16	4
71	и здесь	4	4
72	мы не	6	4
73	мы можем	4	4
74	этих двух	2	4
75	том что	8	4
76	но не	5	4
77	совершенно не	5	4
78	все же	4	4
79	то что	27	4
80	так и	3	4
81	в себя	13	4
82	уже не	9	4
83	самом деле	4	4
84	себя и	4	3
85	в отношении	4	3
86	с другой	6	3
87	на то	4	3
88	в своем	6	3
89	на этом	2	3
90	но для	2	3
91	но если	8	3
92	у меня	3	3
93	то это	3	3
94	и для	9	3
95	и их	7	3
96	другой стороны	2	3
97	и только	3	3
98	и даже	6	3
99	также и	6	3
100	но он	2	3
101	самим собою	2	3
102	в конце	2	3
103	их в	3	3
104	бы в	5	3
105	себя как	2	3
106	мы имеем	7	3
107	если бы	5	3
108	и во	3	3
109	бытия и	2	3
110	с собой	2	3
111	с ее	6	3
112	по существу	2	3
113	так чтобы	2	3
114	по своей	2	3
115	того же	5	3
116	и что	15	3
117	она не	4	3
118	но именно	2	3
119	было бы	14	3
120	мы уже	3	3
121	в своей	5	3
122	и о	3	3
123	никак не	3	3
124	что и	3	3
125	себя в	10	3
126	что же	8	3
127	только на	3	3
128	еще более	2	3
129	в той	3	3
130	той же	2	3
131	отличается от	7	3
132	в слове	2	3
133	сам по	3	3
134	тем что	2	3
135	и понимает	2	3
136	в этой	3	3
137	и это	14	3
138	дело в	4	3
139	не менее	3	2
140	сама по	3	2
141	но на	2	2
142	должна быть	4	2
143	с собою	6	2
144	только и	2	2
145	для этого	4	2
146	мысли и	3	2
147	к тому	3	2
148	для нас	2	2
149	без всякого	4	2
150	так что	5	2
151	и как	8	2
152	есть конечно	2	2
153	оно и	4	2
154	и само	2	2
155	для него	4	2
156	и следовательно	7	2
157	той или	2	2
158	себе что	3	2
159	и тем	3	2
160	в первой	2	2
161	но она	3	2
162	то и	4	2
163	того и	2	2
164	свое время	2	2
165	а в	4	2
166	в результате	3	2
167	сказать что	17	2
168	что мы	14	2
169	с ним	8	2
170	степени и	2	2
171	с этим	3	2
172	а следовательно	2	2
173	с нею	18	2
174	стороны и	2	2
175	бы ни	2	2
176	но с	2	2
177	у нас	7	2
178	одна из	5	2
179	зрения и	2	2
180	мыслить и	3	2
181	есть и	4	2
182	не нужно	2	2
183	себе как	2	2
184	об этом	3	2
185	к ней	2	2
186	в свое	2	2
187	но ведь	2	2
188	только к	2	2
189	сами по	3	2
190	и пр	6	2
191	если оно	4	2
192	бы и	5	2
193	это вовсе	2	2
194	все равно	2	2
195	что такое	12	2
196	хотя бы	6	2
197	можно было	2	2
198	ничего не	3	2
199	в данном	5	2
200	во всяком	3	2
201	от этого	2	2
202	в другом	2	2
203	ту же	2	2
