N	2gram	Bakhtin_Fr_3	SlovoVZh
1	не может	3	16
2	точки зрения	2	14
3	может быть	9	14
4	и его	17	13
5	как бы	3	13
6	таким образом	10	12
7	и в	40	12
8	в нашем	4	11
9	отношению к	2	11
10	по отношению	3	11
11	и не	13	10
12	если бы	3	9
13	так как	4	9
14	прежде всего	16	8
15	нашем примере	3	7
16	сказать что	3	7
17	в нем	5	6
18	при этом	3	6
19	с помощью	2	6
20	в том	8	6
21	только в	3	6
22	слова и	2	6
23	в ней	4	6
24	и др	7	5
25	то что	5	5
26	а не	5	5
27	можно сказать	2	5
28	то же	7	5
29	хотя бы	2	5
30	как и	11	5
31	том что	4	5
32	как в	3	5
33	и следовательно	3	5
34	но в	8	5
35	в виду	7	5
36	и к	3	4
37	все же	2	4
38	отношение к	8	4
39	жизни и	4	4
40	так и	3	4
41	с другой	2	4
42	на самом	3	4
43	в литературе	5	4
44	в этом	15	4
45	и на	8	4
46	дело в	2	4
47	в самом	6	4
48	к нему	2	4
49	не только	13	4
50	в котором	2	3
51	в них	9	3
52	не к	2	3
53	не менее	2	3
54	в своей	6	3
55	сих пор	4	3
56	все это	4	3
57	все эти	8	3
58	слово в	3	3
59	но и	11	3
60	и наконец	3	3
61	ни в	4	3
62	самом деле	3	3
63	мы не	2	3
64	и с	8	3
65	о том	4	3
66	нуждается в	3	3
67	и ее	2	3
68	в себе	3	3
69	для него	5	3
70	до сих	4	3
71	еще не	3	3
72	только на	4	3
73	и для	5	3
74	конечно не	2	3
75	из этого	2	3
76	здесь не	3	3
77	между тем	3	3
78	имеет в	2	3
79	уже в	2	2
80	с его	3	2
81	что и	3	2
82	но все	3	2
83	что в	12	2
84	лежит на	2	2
85	данном случае	2	2
86	вместе с	3	2
87	и так	2	2
88	в этих	6	2
89	в форме	2	2
90	в своем	7	2
91	но конечно	2	2
92	это не	2	2
93	влияние на	2	2
94	и все	9	2
95	и другие	2	2
96	в особенности	5	2
97	жизнью и	4	2
98	к этому	6	2
99	связь с	6	2
100	те же	5	2
101	эти моменты	3	2
102	его к	2	2
103	ко всем	3	2
104	не так	3	2
105	и здесь	4	2
106	но это	3	2
107	в данном	4	2
108	в корне	2	2
109	форму и	2	2
110	но не	2	2
111	выражение в	2	2
112	кроме того	3	2
113	до конца	6	2
114	в то	6	2
115	и самое	3	2
116	там где	3	2
117	он не	9	2
118	в условиях	2	2
119	в основном	4	2
120	в его	13	2
121	и потому	4	2
122	между ними	3	2
