N	2gram	Vygotskiy__2	Myshleni
1	в том	37	33
2	том что	21	27
3	точки зрения	17	26
4	то что	21	20
5	в этом	13	19
6	с точки	10	18
7	того что	8	17
8	и в	32	15
9	не только	12	15
10	что в	20	14
11	таким образом	21	14
12	говорит он	4	12
13	что он	13	12
14	того чтобы	14	12
15	в самом	12	11
16	в процессе	2	11
17	в целом	4	10
18	но и	10	10
19	было бы	11	10
20	для того	13	10
21	мы не	3	10
22	мы можем	3	10
23	может быть	18	9
24	не может	17	9
25	о том	6	9
26	в сущности	7	9
27	так и	3	8
28	казалось бы	2	8
29	к действительности	2	8
30	никогда не	9	8
31	не в	8	8
32	заключается в	12	8
33	и что	22	8
34	если бы	6	8
35	с но	2	8
36	что ребенок	2	8
37	к тому	7	7
38	мы знаем	7	7
39	и не	10	7
40	потому что	21	7
41	как бы	6	7
42	по себе	12	7
43	тот же	6	7
44	он не	6	7
45	во всяком	2	7
46	едва ли	4	7
47	что это	8	6
48	в частности	3	6
49	в отношении	3	6
50	в этой	6	6
51	в виду	3	6
52	на то	11	6
53	мы находим	2	6
54	с другой	3	6
55	сказать что	7	6
56	мы должны	3	6
57	как он	2	6
58	как это	4	6
59	но в	3	6
60	вовсе не	2	6
61	и к	3	6
62	как и	10	6
63	вместе с	2	6
64	с таким	8	6
65	мысль что	2	6
66	если мы	12	6
67	самом деле	16	6
68	на этот	2	6
69	всяком случае	2	6
70	к которому	2	6
71	там где	2	6
72	показал что	2	5
73	это не	2	5
74	представление о	3	5
75	что с	3	5
76	и их	3	5
77	речи с	2	5
78	и даже	5	5
79	полагает что	2	5
80	сравнению с	2	5
81	тогда когда	3	5
82	по существу	3	5
83	все что	2	5
84	по сравнению	2	5
85	показать что	5	5
86	то же	13	5
87	говорит что	7	5
88	можно было	7	5
89	этот вопрос	3	5
90	на деле	8	5
91	на вопрос	2	4
92	что все	9	4
93	для нас	2	4
94	несмотря на	4	4
95	том чтобы	3	4
96	все это	5	4
97	в них	2	4
98	что оно	2	4
99	не имеет	4	4
100	так же	18	4
101	а в	4	4
102	их в	2	4
103	и с	4	4
104	с и	12	4
105	в конечном	3	4
106	могли бы	2	4
107	при помощи	10	4
108	так как	12	4
109	с его	2	4
110	к которым	3	4
111	конечном счете	3	4
112	все же	4	4
113	мы видим	4	4
114	в своей	3	4
115	как в	9	4
116	что его	5	4
117	как раз	5	4
118	того как	4	4
119	а с	2	4
120	из того	2	4
121	хотя бы	3	4
122	и его	7	4
123	в исследовании	3	4
124	с в	2	4
125	только в	7	4
126	в которой	2	4
127	все время	6	3
128	мы будем	2	3
129	больше того	2	3
130	для этого	3	3
131	что у	5	3
132	что именно	3	3
133	об этом	3	3
134	что они	7	3
135	философии и	2	3
136	очевидно что	2	3
137	и сам	4	3
138	при этом	13	3
139	в общем	3	3
140	бы с	2	3
141	как совершенно	2	3
142	точка зрения	2	3
143	из них	4	3
144	и до	4	3
145	данном случае	4	3
146	и только	2	3
147	что для	7	3
148	этом отношении	5	3
149	все эти	7	3
150	те же	6	3
151	но эта	2	3
152	в самой	2	3
153	и по	4	3
154	действия и	2	3
155	с другими	2	3
156	этой теории	2	3
157	в которых	3	3
158	в основе	11	3
159	мы имеем	4	3
160	и все	4	3
161	не существует	2	3
162	в объяснении	2	3
163	с этим	4	3
164	состоит в	3	3
165	тем более	2	3
166	но не	2	3
167	утверждает что	5	3
168	того же	2	3
169	что при	9	3
170	он говорит	5	3
171	относительно того	2	3
172	когда он	10	3
173	бы и	3	3
174	что она	16	3
175	на самом	5	3
176	в игре	2	3
177	а не	7	3
178	из которых	2	3
179	значение в	2	3
180	в данном	4	3
181	он в	3	3
182	и ее	3	3
183	и это	4	3
184	отличие от	2	3
185	ничего не	4	3
186	как только	2	2
187	не могут	3	2
188	же как	4	2
189	что если	6	2
190	в этих	2	2
191	понятно что	2	2
192	самое что	2	2
193	столь же	4	2
194	эта теория	2	2
195	с этой	4	2
196	на все	5	2
197	в полном	2	2
198	что на	4	2
199	ни в	2	2
200	и как	7	2
201	всякий раз	2	2
202	и более	4	2
203	но что	2	2
204	и другое	2	2
205	и мы	6	2
206	и той	4	2
207	его с	2	2
208	и тем	4	2
209	с ее	3	2
210	могут быть	4	2
211	на том	2	2
212	от того	4	2
213	в их	3	2
214	есть нечто	2	2
215	целый ряд	6	2
216	каким образом	3	2
217	оба эти	2	2
218	и других	3	2
219	в других	2	2
220	увидим что	2	2
221	в первый	2	2
222	что каждая	2	2
223	же самое	6	2
224	также и	2	2
225	во всем	3	2
226	с однако	2	2
227	в одном	2	2
228	которые не	3	2
229	видит в	3	2
230	все те	2	2
231	показали что	2	2
232	отнюдь не	5	2
233	были бы	3	2
234	этих двух	2	2
235	из всех	2	2
236	подход к	2	2
237	указывает на	3	2
238	и другой	3	2
239	когда она	4	2
240	и из	6	2
241	наряду с	4	2
242	иначе говоря	4	2
243	указывает что	4	2
244	том же	2	2
245	в его	2	2
246	зрения социальной	2	2
247	что и	17	2
248	как говорит	3	2
249	во всех	3	2
250	как нечто	2	2
251	легко заметить	3	2
252	что же	3	2
253	социальной психологии	6	2
254	и для	4	2
255	видит причину	2	2
256	которой мы	2	2
257	той же	8	2
258	у них	2	2
259	тому как	3	2
260	тем что	9	2
261	на которых	2	2
262	само по	3	2
263	моментов в	2	2
264	подобно тому	2	2
265	в себе	2	2
266	и вообще	2	2
267	ту же	4	2
268	заметить что	2	2
269	не потому	2	2
270	учения о	2	2
