N	2gram	Tiupa_Lite_2	slovoVRo
1	и в	19	41
2	в нем	3	30
3	и т	2	28
4	то есть	5	26
5	т п	2	23
6	могут быть	2	19
7	во всех	3	17
8	но и	10	16
9	и не	11	16
10	точки зрения	4	16
11	не только	8	16
12	а не	20	15
13	то же	12	14
14	может быть	17	14
15	и др	3	14
16	не может	9	14
17	и его	3	14
18	и на	6	14
19	в то	9	14
20	в сущности	3	13
21	в его	4	13
22	слова и	7	13
23	же время	9	12
24	до конца	2	12
25	как бы	2	12
26	в этом	9	12
27	так и	7	11
28	себя в	6	9
29	прежде всего	4	8
30	но в	2	8
31	с точки	3	8
32	не в	4	7
33	с ним	2	7
34	на фоне	5	7
35	вовсе не	2	7
36	все же	2	7
37	того же	4	6
38	при этом	6	6
39	и даже	8	6
40	а в	3	6
41	в них	2	6
42	к своему	2	6
43	с другой	8	5
44	в основе	2	5
45	и к	2	5
46	в каждом	2	4
47	одной стороны	6	4
48	одним из	3	4
49	в ней	4	4
50	один из	4	4
51	с ее	2	4
52	в их	3	4
53	с одной	7	4
54	и наконец	2	4
55	и с	3	4
56	поэзии и	2	4
57	как и	10	4
58	еще не	2	4
59	по преимуществу	2	4
60	другой стороны	4	4
61	и для	3	4
62	ту же	2	4
63	ничего не	3	4
64	никогда не	3	3
65	хотя бы	2	3
66	в том	10	3
67	и сам	2	3
68	для него	4	3
69	в него	2	3
70	из них	2	3
71	данном случае	3	3
72	и других	4	3
73	того что	5	3
74	друг друга	2	3
75	в результате	2	3
76	не было	2	3
77	в истории	2	3
78	о том	2	3
79	так как	3	3
80	у него	2	3
81	в себе	6	3
82	с этой	2	3
83	по существу	3	3
84	в качестве	5	3
85	было бы	2	3
86	одной из	2	3
87	он не	5	3
88	в свое	2	3
89	при всем	2	3
90	в данном	3	3
91	в поэзии	3	3
92	же как	2	2
93	в частности	4	2
94	и одновременно	2	2
95	столь же	5	2
96	этом случае	2	2
97	ни было	2	2
98	для нас	2	2
99	так что	4	2
100	на этом	2	2
101	без другого	2	2
102	такого рода	9	2
103	для того	2	2
104	был бы	2	2
105	в целом	2	2
106	как к	3	2
107	уже не	2	2
108	потому что	2	2
109	не является	2	2
110	перестает быть	3	2
111	в одном	2	2
112	из своих	2	2
113	у нас	5	2
114	том что	7	2
115	не с	3	2
116	то в	2	2
117	одна из	5	2
118	но не	5	2
119	одно и	2	2
120	и иных	2	2
121	наконец в	2	2
122	а также	2	2
123	даже в	4	2
124	слово не	2	2
125	в ее	2	2
126	как раз	2	2
127	так в	5	2
128	всех своих	3	2
129	речь в	2	2
130	той же	2	2
131	мы не	4	2
132	и то	3	2
133	в другом	3	2
