N	2gram	Vygotskiy__4	Problemy
1	и не	8	31
2	и в	20	29
3	в его	11	24
4	может быть	12	24
5	а не	7	22
6	в этом	24	22
7	как бы	7	19
8	в нем	2	19
9	точки зрения	24	19
10	для него	2	18
11	не только	15	15
12	то что	15	15
13	но и	9	14
14	и его	5	14
15	то же	16	14
16	с точки	11	13
17	как и	9	12
18	не может	6	12
19	таким образом	25	12
20	этом смысле	8	10
21	в самом	6	10
22	только в	10	10
23	это не	5	9
24	все же	5	9
25	но не	3	9
26	все эти	5	9
27	если бы	5	9
28	в каждом	2	8
29	в своем	4	8
30	что он	6	8
31	что в	19	8
32	в своей	7	8
33	потому что	12	8
34	в том	42	8
35	прежде всего	2	7
36	том что	35	7
37	не в	4	7
38	так и	5	7
39	входит в	2	7
40	и как	9	7
41	а в	2	7
42	и на	6	7
43	в себе	10	7
44	но в	3	7
45	не могут	3	6
46	в целом	11	6
47	к нему	2	6
48	одним из	2	6
49	как в	5	6
50	самом деле	7	6
51	так же	11	6
52	говорит он	5	6
53	могут быть	7	6
54	его в	6	6
55	так как	10	6
56	перед нами	5	5
57	должна быть	2	5
58	именно в	3	5
59	было бы	8	5
60	зависимости от	2	5
61	еще не	2	5
62	в сущности	4	5
63	у него	2	5
64	мысли и	2	5
65	той же	6	5
66	во всяком	4	5
67	между тем	9	5
68	и это	2	5
69	в результате	8	4
70	тем как	3	4
71	идет о	3	4
72	что и	9	4
73	и с	4	4
74	даже в	2	4
75	в процессе	27	4
76	от того	3	4
77	и для	4	4
78	тем что	7	4
79	как мы	13	4
80	они не	2	4
81	должно быть	3	4
82	их в	2	4
83	в основе	17	4
84	в этой	3	4
85	уже в	6	3
86	в другой	2	3
87	никогда не	5	3
88	с другой	12	3
89	таким же	2	3
90	ни в	3	3
91	по существу	3	3
92	всяком случае	3	3
93	себе и	3	3
94	в их	12	3
95	другой стороны	9	3
96	тому что	4	3
97	на котором	2	3
98	этом отношении	7	3
99	приводит к	3	3
100	и у	2	3
101	друг друга	4	3
102	отличается от	2	3
103	тому как	2	3
104	и здесь	2	3
105	сказать что	6	3
106	подобно тому	2	3
107	но как	2	3
108	не знает	2	3
109	мы должны	11	3
110	далеко не	2	3
111	целом ряде	2	3
112	бы в	3	3
113	все время	4	2
114	связи с	3	2
115	уже и	2	2
116	благодаря чему	2	2
117	находит свое	2	2
118	представляется нам	4	2
119	в настоящем	3	2
120	с этой	4	2
121	но они	2	2
122	и во	3	2
123	и от	3	2
124	те же	6	2
125	в условиях	3	2
126	его к	4	2
127	и к	5	2
128	не есть	2	2
129	так что	3	2
130	мы видим	10	2
131	является не	4	2
132	чем в	3	2
133	при этом	12	2
134	тот же	9	2
135	друг с	7	2
136	между отдельными	3	2
137	они могут	2	2
138	никак не	2	2
139	один из	3	2
140	в один	3	2
141	на его	3	2
142	нисколько не	2	2
143	данном случае	2	2
144	мы уже	5	2
145	во всей	4	2
146	в отношении	10	2
147	нами в	4	2
148	что оно	4	2
149	слово в	6	2
150	в той	2	2
151	здесь мы	2	2
152	в смысле	4	2
153	и что	8	2
154	на этот	3	2
155	между ними	4	2
156	к этим	2	2
157	можно было	6	2
158	для других	2	2
159	в данном	2	2
160	самое слово	3	2
161	в ней	2	2
162	в истории	10	2
163	мы его	2	2
164	могли бы	9	2
165	в которой	3	2
166	оно может	3	2
167	же не	2	2
168	в сознании	4	2
169	с этим	5	2
