N	2gram	Bakhtin_sl_2	Problema
1	и в	39	44
2	вовсе не	10	37
3	и не	22	35
4	то есть	26	34
5	может быть	37	28
6	по себе	5	25
7	то что	2	23
8	в том	5	21
9	только в	5	19
10	а не	14	18
11	в этом	16	17
12	для нас	5	16
13	также и	2	16
14	сказать что	3	16
15	даже и	4	16
16	и даже	7	14
17	не только	24	14
18	не в	9	13
19	и т	35	13
20	т д	2	13
21	то же	4	13
22	той или	5	12
23	но в	6	12
24	том что	5	12
25	не менее	4	10
26	но и	21	10
27	как и	6	10
28	так и	15	10
29	это не	5	9
30	и от	3	9
31	в нем	19	9
32	и с	9	9
33	как бы	7	9
34	так как	4	9
35	что он	2	9
36	художественный образ	4	9
37	в то	4	9
38	в его	7	9
39	что и	3	9
40	в данном	2	9
41	во всяком	3	9
42	таким образом	8	9
43	перед нами	3	8
44	сама по	3	8
45	что в	3	8
46	только и	2	8
47	или иной	5	8
48	ни в	4	8
49	а именно	2	8
50	но это	3	8
51	он не	2	8
52	как мы	7	8
53	в себе	2	8
54	связи с	3	8
55	здесь не	4	8
56	с другой	5	7
57	не может	20	7
58	в связи	2	7
59	уже не	5	7
60	все эти	6	7
61	с ним	7	7
62	это и	2	7
63	и потому	7	7
64	мы не	2	7
65	никогда не	7	6
66	для этого	4	6
67	всяком случае	2	6
68	жизни и	6	6
69	и к	6	6
70	о том	2	6
71	все же	6	6
72	в виде	2	6
73	не было	2	5
74	в нашем	2	5
75	или даже	3	5
76	быть очень	3	5
77	как о	2	5
78	хотя и	2	5
79	в ней	3	5
80	все это	16	5
81	в своем	6	5
82	а в	4	5
83	точки зрения	8	5
84	и здесь	2	5
85	этом случае	6	5
86	в таком	4	5
87	еще не	7	5
88	за пределы	2	5
89	как в	13	5
90	и его	33	5
91	при этом	7	4
92	отличается от	2	4
93	языка и	9	4
94	же и	2	4
95	но как	2	4
96	мы уже	2	4
97	а также	3	4
98	только с	2	4
99	в чем	3	4
100	или в	2	4
101	дело в	2	4
102	уже в	2	3
103	и другие	2	3
104	из себя	3	3
105	только о	2	3
106	прежде всего	8	3
107	без всякого	2	3
108	и как	3	3
109	но все	5	3
110	для него	7	3
111	кроме того	2	3
112	значение в	2	3
113	отношения к	4	3
114	чем не	2	3
115	но эта	2	3
116	может иметь	3	3
117	его в	4	3
118	и ни	2	3
119	или как	4	3
120	ни к	2	3
121	говорить о	3	3
122	но не	6	3
123	здесь в	3	3
124	себе как	2	3
125	она не	6	3
126	но оно	2	3
127	его как	2	3
128	быть и	3	3
129	и все	5	3
130	в той	4	3
131	хотя бы	3	3
132	отличие от	13	3
133	с другими	4	3
134	слова и	8	3
135	не был	2	2
136	именно в	2	2
137	в этих	7	2
138	все они	2	2
139	в отношении	4	2
140	а вовсе	2	2
141	не столько	3	2
142	всех этих	4	2
143	до сих	2	2
144	и нет	2	2
145	со своим	9	2
146	в контексте	3	2
147	однако в	2	2
148	с ее	2	2
149	в их	2	2
150	есть от	2	2
151	с одной	5	2
152	от нас	2	2
153	что оно	4	2
154	его не	4	2
155	в результате	2	2
156	в основе	4	2
157	с этим	2	2
158	зрения на	2	2
159	бы только	2	2
160	как это	3	2
161	поэтому и	4	2
162	и более	2	2
163	и там	3	2
164	возможно и	2	2
165	на котором	2	2
166	и образ	2	2
167	своим предметом	2	2
168	она может	2	2
169	мы видели	2	2
170	и при	2	2
171	от него	5	2
172	с их	3	2
173	во всех	12	2
174	в слове	6	2
175	и особенно	2	2
176	себя в	8	2
177	в процессе	13	2
178	вместе с	2	2
179	сих пор	2	2
180	самого же	2	2
181	слова как	2	2
182	в отличие	12	2
183	героя в	3	2
184	к проблеме	3	2
185	и для	5	2
186	с точки	3	2
187	могут быть	7	2
188	эти слова	2	2
189	в другом	2	2
190	и общества	2	2
191	художественном образе	2	2
192	из него	2	2
