N	2gram	Vygotskiy__2	slovoVRo
1	и в	15	39
2	может быть	9	37
3	и его	4	33
4	не только	15	24
5	и не	7	22
6	но и	10	21
7	не может	9	20
8	все это	4	16
9	в этом	19	16
10	так и	8	15
11	а не	3	14
12	как в	4	13
13	отличие от	3	13
14	в процессе	11	13
15	во всех	2	12
16	в отличие	3	12
17	в истории	6	11
18	вовсе не	6	10
19	не в	8	9
20	языка и	3	9
21	и с	4	9
22	прежде всего	4	8
23	таким образом	14	8
24	точки зрения	26	8
25	языков в	2	8
26	с его	4	7
27	при этом	3	7
28	для него	3	7
29	в его	2	7
30	как бы	7	7
31	никогда не	8	7
32	в этих	2	7
33	и даже	5	7
34	как мы	6	7
35	могут быть	2	7
36	с ним	3	7
37	в них	4	6
38	и к	6	6
39	все же	4	6
40	как и	6	6
41	в своем	9	6
42	но не	3	6
43	в сущности	9	6
44	там где	6	6
45	все эти	3	6
46	но в	6	6
47	не могут	2	5
48	с другой	6	5
49	это не	5	5
50	и для	2	5
51	и все	3	5
52	по себе	7	5
53	для нас	4	5
54	том что	27	5
55	но все	2	5
56	или иной	2	5
57	одной стороны	7	5
58	только в	4	5
59	в том	33	5
60	и их	5	5
61	той или	2	5
62	мышления и	16	5
63	с одной	7	5
64	остается в	2	5
65	мира и	2	5
66	и др	5	4
67	ни в	2	4
68	отношению к	5	4
69	зависимости от	6	4
70	в зависимости	6	4
71	в отношении	6	4
72	по отношению	6	4
73	для этого	3	4
74	то же	5	4
75	что оно	4	4
76	и других	2	4
77	с помощью	5	4
78	для всех	4	4
79	а в	4	4
80	с другими	3	4
81	в основе	3	4
82	во всем	2	4
83	так как	4	4
84	или как	2	4
85	перед нами	2	3
86	что в	14	3
87	точку зрения	6	3
88	хотя бы	4	3
89	человека и	3	3
90	в собственном	3	3
91	стороны и	2	3
92	сама по	2	3
93	что и	2	3
94	связи с	9	3
95	у него	2	3
96	и как	2	3
97	с их	2	3
98	в некоторых	2	3
99	собственном смысле	3	3
100	бы и	3	3
101	этом отношении	3	3
102	лишь в	3	3
103	а также	2	3
104	с точки	18	3
105	той же	2	3
106	сказать что	6	3
107	речи и	15	3
108	говорить о	2	3
109	ту же	2	3
110	как это	6	3
111	во всяком	7	3
112	чем в	2	2
113	речи все	3	2
114	в данном	3	2
115	уже в	5	2
116	и более	2	2
117	независимо от	4	2
118	того как	4	2
119	тогда когда	5	2
120	речи не	2	2
121	как например	2	2
122	как уже	2	2
123	человеческой речи	12	2
124	в себе	2	2
125	что он	12	2
126	без всякого	2	2
127	и различные	2	2
128	с ее	2	2
129	речи как	3	2
130	на протяжении	2	2
131	более или	2	2
132	все что	5	2
133	мы увидим	2	2
134	и само	2	2
135	мы уже	6	2
136	за пределы	2	2
137	и языком	2	2
138	к ней	2	2
139	значение в	3	2
140	всяком случае	6	2
141	даже в	4	2
142	и особенно	3	2
143	точка зрения	3	2
144	должен быть	2	2
145	при каких	2	2
146	с таким	6	2
147	но мы	3	2
148	мы видели	6	2
149	то что	20	2
150	вместе с	6	2
151	те же	3	2
152	или менее	2	2
153	и речи	13	2
154	в их	2	2
155	от действительности	5	2
156	в связи	6	2
157	с этим	3	2
158	именно в	2	2
159	уже сказано	3	2
160	в себя	2	2
161	но эта	3	2
162	во власти	3	2
163	мы не	10	2
164	они не	3	2
165	и т.п	7	2
166	того чтобы	12	2
167	для того	10	2
168	или в	3	2
169	действительность но	2	2
170	также и	2	2
171	в результате	3	2
172	в более	2	2
173	он не	7	2
174	к его	2	2
175	в другом	2	2
176	самого автора	2	2
177	о том	9	2
178	как он	6	2
179	в одном	2	2
