N	2gram	Vinokur_St_1	Dialekti
1	т е	15	48
2	и не	16	27
3	а не	16	26
4	точки зрения	11	25
5	и в	44	24
6	и т	30	24
7	значит что	3	24
8	не только	18	23
9	т д	21	23
10	не может	8	19
11	ничего не	2	17
12	допустим что	2	16
13	и что	4	15
14	что все	2	14
15	в таком	3	14
16	то что	18	14
17	с точки	8	14
18	может быть	15	13
19	таким образом	7	13
20	и даже	5	13
21	что он	10	13
22	вовсе не	19	13
23	что это	4	12
24	того что	9	12
25	есть только	2	12
26	не менее	5	11
27	не имеет	4	11
28	что же	6	11
29	тем не	2	10
30	не существует	3	10
31	в сущности	2	10
32	ни в	3	9
33	то это	3	9
34	но и	10	9
35	что она	4	9
36	прежде всего	7	8
37	так что	6	8
38	что мы	5	8
39	том что	29	8
40	в этом	21	8
41	в виде	3	8
42	что в	30	7
43	никогда не	5	7
44	я уже	3	7
45	в самом	7	7
46	что оно	3	7
47	потому что	6	7
48	даже и	2	7
49	ясно что	10	7
50	это и	4	7
51	как и	9	7
52	как раз	4	7
53	я не	7	6
54	должна быть	3	6
55	но если	4	6
56	все это	5	6
57	и только	3	6
58	д и	2	6
59	и с	3	6
60	о том	17	6
61	так как	5	6
62	если бы	9	6
63	превращается в	2	6
64	и все	2	6
65	об этом	3	6
66	что и	6	6
67	даже не	4	6
68	то же	5	6
69	самом деле	11	6
70	можно ли	4	5
71	с этой	3	5
72	в том	36	5
73	но это	6	5
74	жизни и	5	5
75	и его	8	5
76	что для	3	5
77	одно из	2	5
78	в то	9	5
79	как это	4	5
80	по крайней	2	5
81	вопрос о	4	5
82	было бы	17	5
83	он не	2	5
84	крайней мере	2	5
85	так и	9	5
86	и тогда	2	5
87	что не	3	5
88	мы не	2	5
89	только в	10	5
90	тому что	3	4
91	с другой	9	4
92	это не	8	4
93	то время	2	4
94	как о	2	4
95	хотя бы	6	4
96	так же	5	4
97	время как	2	4
98	сказать что	7	4
99	у нас	11	4
100	говорить о	2	4
101	в истории	3	4
102	конечно не	2	4
103	говорит о	3	4
104	в чем	3	4
105	и то	5	4
106	е в	2	4
107	и это	2	4
108	для него	6	4
109	что нет	2	4
110	не было	4	3
111	все же	8	3
112	за пределы	2	3
113	и без	3	3
114	в своем	2	3
115	была бы	5	3
116	и я	3	3
117	не в	12	3
118	есть в	2	3
119	она не	2	3
120	же время	4	3
121	одной стороны	2	3
122	случае не	2	3
123	в основе	3	3
124	из двух	3	3
125	тем более	4	3
126	в нем	5	3
127	из них	8	3
128	с одной	3	3
129	все эти	5	3
130	того или	4	3
131	мере в	2	3
132	с этим	3	3
133	ни на	2	3
134	при помощи	2	3
135	не надо	2	3
136	тем что	5	3
137	он должен	2	3
138	на то	4	3
139	при его	2	3
140	не значит	3	3
141	я бы	2	3
142	как бы	4	3
143	быть и	2	3
144	или же	2	3
145	если не	2	3
146	тем самым	2	3
147	для того	10	3
148	должны быть	3	3
149	к нему	2	3
150	той же	5	3
151	в слове	5	3
152	в каком	3	3
153	не знает	2	3
154	а если	2	3
155	нет это	2	2
156	но на	2	2
157	же как	3	2
158	в частности	4	2
159	что у	4	2
160	вообще не	2	2
161	из этих	6	2
162	из того	2	2
163	и можно	2	2
164	для нас	7	2
165	который не	2	2
166	еще не	3	2
167	при этом	2	2
168	несмотря на	2	2
169	например в	8	2
170	но для	2	2
171	всяком случае	6	2
172	совершенно не	5	2
173	так или	2	2
174	и тем	3	2
175	и уже	2	2
176	а именно	3	2
177	другой стороны	7	2
178	целый ряд	2	2
179	для этого	2	2
180	еще и	2	2
181	именно в	6	2
182	и по	5	2
183	а в	17	2
184	нет никаких	2	2
185	же и	4	2
186	в своих	2	2
187	также и	9	2
188	их в	2	2
189	в ней	3	2
190	для себя	3	2
191	в первом	2	2
192	уже о	5	2
193	и потому	2	2
194	нет ни	2	2
195	но в	10	2
196	у него	2	2
197	и во	2	2
198	думать что	2	2
199	или иного	4	2
200	зрения в	2	2
201	очень мало	3	2
202	по существу	2	2
203	то в	3	2
204	но не	3	2
205	ни один	2	2
206	со всеми	2	2
207	никто не	4	2
208	со стороны	6	2
209	и у	2	2
210	и для	3	2
211	я думаю	11	2
212	и нужно	3	2
213	или иначе	2	2
214	что этот	2	2
215	в данном	14	2
216	во всяком	6	2
217	могут быть	5	2
218	в себе	2	2
219	и вообще	3	2
220	в его	9	2
