N	2gram	Medvedev_F_1	Literetu
1	а не	10	20
2	и в	24	19
3	может быть	14	17
4	то же	10	12
5	и не	20	11
6	в том	6	10
7	как и	11	10
8	но и	7	10
9	же время	8	9
10	не может	16	9
11	в мире	4	9
12	в этом	15	9
13	в то	9	9
14	с другой	5	8
15	не только	7	8
16	и даже	3	8
17	то что	8	7
18	так и	18	7
19	с одной	4	7
20	не менее	11	6
21	в себе	3	6
22	одной стороны	4	6
23	при этом	5	6
24	и на	8	6
25	у нас	5	5
26	одна из	2	5
27	но не	3	5
28	он не	3	5
29	на фоне	3	5
30	вместе с	2	5
31	в году	2	5
32	того что	5	5
33	что в	4	4
34	в частности	4	4
35	жизни в	2	4
36	прежде всего	22	4
37	не в	8	4
38	отнюдь не	6	4
39	для него	3	4
40	в ней	10	4
41	в его	23	4
42	еще в	2	4
43	один из	3	4
44	жизни и	7	4
45	и других	3	4
46	мы не	3	4
47	по отношению	4	4
48	точки зрения	16	4
49	в искусстве	5	4
50	в области	3	4
51	перестает быть	3	3
52	никогда не	4	3
53	что он	3	3
54	идет о	2	3
55	в нем	14	3
56	по существу	2	3
57	и как	3	3
58	но это	3	3
59	в этой	6	3
60	в противовес	2	3
61	во всех	5	3
62	том чтобы	2	3
63	и др	5	3
64	не с	2	3
65	отношению к	4	3
66	со стороны	5	3
67	в их	11	3
68	тем самым	3	3
69	с точки	13	3
70	как на	4	3
71	а в	6	3
72	и его	10	3
73	и с	8	3
74	как к	3	3
75	ничего не	2	3
76	не было	3	2
77	ни было	2	2
78	же как	2	2
79	с тем	2	2
80	в нашем	2	2
81	для этого	4	2
82	в них	3	2
83	с этой	4	2
84	в одном	2	2
85	в жизни	3	2
86	в каждом	3	2
87	вовсе не	10	2
88	что было	2	2
89	и к	4	2
90	в ее	8	2
91	и судьба	2	2
92	до конца	7	2
93	еще не	6	2
94	было бы	6	2
95	не так	2	2
96	одной из	2	2
97	наконец в	3	2
98	не по	3	2
99	как бы	6	2
100	что и	2	2
101	все же	3	2
102	с ее	7	2
103	и т	12	2
104	же в	3	2
105	в целом	6	2
106	в истории	4	2
107	и до	5	2
108	как раз	2	2
109	т п	4	2
110	уже не	2	2
111	и что	2	2
112	и наконец	3	2
113	хотя бы	5	2
114	друг друга	4	2
115	в своих	2	2
116	в результате	2	2
117	в основе	3	2
118	даже и	2	2
119	произведения искусства	3	2
120	в художественном	3	2
121	в россии	3	2
122	к этой	4	2
123	как это	6	2
124	жизнь как	3	2
125	с ним	2	2
126	в него	2	2
127	могло бы	2	2
128	но в	5	2
129	мира в	2	2
