N	2gram	Vygotskiy__2	Hudozhes
1	и в	15	28
2	том что	27	19
3	и не	7	18
4	в том	33	15
5	а не	3	14
6	не в	8	13
7	в этом	19	13
8	о том	9	12
9	перед нами	2	11
10	как и	6	11
11	при этом	3	11
12	в его	2	11
13	не только	15	11
14	но и	10	9
15	в себе	2	9
16	что он	12	8
17	может быть	9	8
18	так и	8	8
19	и все	3	7
20	к тому	7	7
21	об этом	3	7
22	в частности	6	7
23	отношению к	5	7
24	что она	3	7
25	по отношению	6	7
26	с ним	3	7
27	состоит в	3	7
28	как это	6	7
29	казалось бы	8	6
30	это не	5	6
31	можно сказать	2	6
32	в котором	2	6
33	то что	20	6
34	в своей	4	6
35	если бы	8	6
36	то же	5	6
37	а в	4	6
38	и с	4	6
39	тем что	2	6
40	для себя	3	6
41	с его	4	5
42	что это	6	5
43	у него	2	5
44	в своем	9	5
45	как бы	7	5
46	как в	4	5
47	с ее	2	5
48	в этой	6	5
49	что в	14	5
50	и сам	3	5
51	в самом	11	5
52	наряду с	2	5
53	никогда не	8	5
54	и его	4	5
55	для него	3	5
56	ничего не	3	5
57	бы и	3	4
58	своей жизни	2	4
59	но не	3	4
60	что они	3	4
61	в качестве	4	4
62	для того	10	4
63	он не	7	4
64	в конечном	4	4
65	что и	2	4
66	как раз	4	4
67	не может	9	4
68	того чтобы	12	4
69	подобно тому	2	4
70	только в	4	4
71	тому как	2	4
72	в других	2	4
73	как только	2	3
74	все время	3	3
75	конечном счете	4	3
76	в них	4	3
77	столь же	2	3
78	с другой	6	3
79	в одном	2	3
80	человека и	3	3
81	к себе	2	3
82	что все	4	3
83	прежде всего	4	3
84	и ее	3	3
85	что на	2	3
86	для нас	4	3
87	всякий раз	2	3
88	самом деле	6	3
89	все что	5	3
90	когда в	2	3
91	одной стороны	7	3
92	было бы	10	3
93	по поводу	4	3
94	несмотря на	4	3
95	одной из	3	3
96	раз в	2	3
97	мы уже	6	3
98	в этих	2	3
99	со стороны	3	3
100	все это	4	3
101	а с	4	3
102	с одной	7	3
103	следующим образом	2	3
104	едва ли	7	3
105	так же	4	3
106	или в	3	3
107	можно было	5	3
108	с другими	3	3
109	что у	3	3
110	же самое	2	3
111	как он	6	3
112	и это	3	3
113	в основе	3	2
114	только для	3	2
115	он сам	3	2
116	и составляет	2	2
117	отнюдь не	2	2
118	именно в	2	2
119	из этих	4	2
120	с собой	3	2
121	вовсе не	6	2
122	как уже	2	2
123	со всей	4	2
124	или иной	2	2
125	как мы	6	2
126	о которых	3	2
127	мы знаем	7	2
128	личности не	3	2
129	же как	2	2
130	как у	2	2
131	с такой	2	2
132	бы с	3	2
133	и к	6	2
134	к ней	2	2
135	а также	2	2
136	все те	2	2
137	не является	9	2
138	все же	4	2
139	из них	3	2
140	вместе с	6	2
141	данном случае	3	2
142	что же	2	2
143	приводит к	5	2
144	и тогда	2	2
145	того как	4	2
146	те же	3	2
147	потребность в	4	2
148	лишь в	3	2
149	тем самым	3	2
150	жизни он	2	2
151	который в	4	2
152	и эта	2	2
153	хотя бы	4	2
154	и для	2	2
155	с точки	18	2
156	той же	2	2
157	самое что	2	2
158	в данном	3	2
159	сказать что	6	2
160	потому что	7	2
161	теперь в	2	2
162	однако и	2	2
163	точки зрения	26	2
164	говорить о	2	2
165	в другом	2	2
166	и только	3	2
167	и т.д	12	2
168	роли в	2	2
169	но в	6	2
170	видит в	2	2
