N	3gram	Voloshinov_1	Formalny
1	с точки зрения	20	13
2	науки об идеологиях	5	10
3	в настоящее время	6	10
4	в то же	3	8
5	то же время	3	8
6	в свою очередь	2	6
7	до сих пор	8	6
8	не может быть	13	5
9	во всяком случае	2	4
10	по отношению к	2	4
11	идеалистическая философия культуры	2	3
12	смысле этого слова	2	3
13	в ее целом	3	3
14	бы то ни	8	3
15	может быть и	3	3
16	но в то	2	2
17	связи с этим	3	2
18	до настоящего времени	5	2
19	и пр и	2	2
20	нет и не	2	2
21	только на почве	2	2
22	как если бы	2	2
23	и не может	9	2
24	пр и пр	2	2
25	в большинстве случаев	3	2
26	сводится к тому	2	2
27	сама по себе	2	2
28	в связи с	7	2
29	об идеологиях и	2	2
30	наука об идеологиях	4	2
31	как и все	2	2
