N	2gram	Vygotskiy__7	DiskursI
1	в себе	9	19
2	состоит в	3	16
3	в качестве	5	16
4	и в	26	16
5	может быть	7	16
6	как и	15	16
7	в этом	29	16
8	и не	18	15
9	а не	6	14
10	в отличие	2	12
11	отличие от	2	12
12	представляет собой	19	11
13	но и	11	11
14	но в	4	11
15	том что	17	10
16	не только	24	10
17	так и	3	9
18	не может	11	9
19	в том	18	8
20	как в	4	8
21	не менее	4	7
22	прежде всего	7	7
23	в нем	2	7
24	ни в	2	7
25	но не	3	7
26	в данном	5	7
27	еще не	4	6
28	все же	6	6
29	в своей	3	6
30	данном случае	5	6
31	то же	8	6
32	тем самым	8	6
33	в своих	2	6
34	по своей	10	6
35	что в	12	5
36	с другой	4	5
37	для него	3	5
38	то что	24	5
39	в то	3	5
40	одного из	2	4
41	к этому	2	4
42	к его	2	4
43	одной стороны	5	4
44	как бы	6	4
45	отношению к	5	4
46	по отношению	6	4
47	этом отношении	3	4
48	с одной	5	4
49	в период	2	4
50	потому что	16	4
51	в основе	3	4
52	одно из	5	4
53	точки зрения	28	4
54	в этой	3	4
55	и то	7	4
56	о том	4	4
57	не является	3	4
58	перед нами	2	3
59	могут быть	2	3
60	в этих	2	3
61	столь же	2	3
62	это не	3	3
63	из этих	3	3
64	в пределе	3	3
65	не в	4	3
66	можно сказать	5	3
67	он не	3	3
68	в его	4	3
69	из двух	3	3
70	в котором	4	3
71	и ее	2	3
72	приводит к	4	3
73	все эти	6	3
74	внутренней речи	67	3
75	и наконец	4	3
76	также и	2	3
77	как на	6	3
78	и его	12	3
79	об одном	2	3
80	но это	3	3
81	только в	8	3
82	его в	2	3
83	содержит в	3	2
84	же как	8	2
85	никогда не	4	2
86	в большинстве	2	2
87	и другого	2	2
88	в целом	5	2
89	момент в	3	2
90	этом случае	14	2
91	стороны и	4	2
92	идет о	2	2
93	переходе от	3	2
94	что на	2	2
95	в ходе	12	2
96	в той	4	2
97	что он	8	2
98	такой же	3	2
99	является не	2	2
100	есть в	3	2
101	одно и	3	2
102	отношение к	2	2
103	из важнейших	3	2
104	о чем	4	2
105	в ней	3	2
106	отношения между	4	2
107	для себя	24	2
108	что и	3	2
109	с ее	2	2
110	с точки	21	2
111	время в	2	2
112	вместе с	12	2
113	с ней	2	2
114	что же	2	2
115	того и	2	2
116	входит в	2	2
117	может и	2	2
118	именно в	6	2
119	и состоит	3	2
120	все это	3	2
121	по природе	2	2
122	ситуации и	2	2
123	речи в	27	2
124	и для	5	2
125	должно быть	2	2
126	а в	2	2
127	той же	8	2
128	совпадает с	3	2
129	и с	5	2
130	ключом к	2	2
131	в области	4	2
