N	2gram	Medvedev_F_2	EvropaiC
1	таким образом	20	32
2	в том	11	31
3	и в	38	24
4	том что	2	20
5	все эти	6	19
6	не может	14	18
7	то что	6	17
8	может быть	23	15
9	все же	8	15
10	точки зрения	8	13
11	самом деле	8	12
12	в этом	27	12
13	все это	3	11
14	между тем	2	11
15	с этим	5	11
16	мы знаем	3	10
17	как бы	4	10
18	во всех	5	10
19	так и	8	10
20	при этом	9	9
21	в результате	6	9
22	как и	9	9
23	что в	7	9
24	не в	15	8
25	в самом	16	8
26	если бы	5	8
27	и все	3	8
28	с точки	7	8
29	для этого	2	7
30	к тому	4	7
31	но и	13	7
32	и не	20	7
33	из этих	3	7
34	что он	5	7
35	по существу	7	7
36	на самом	3	7
37	того чтобы	3	7
38	для того	3	7
39	из этого	2	7
40	должна быть	5	6
41	с другой	3	6
42	в этой	6	6
43	в общем	5	6
44	того что	3	6
45	и на	3	6
46	так как	4	6
47	с ним	2	6
48	что и	8	6
49	только в	6	6
50	вместе с	6	6
51	именно в	5	5
52	что это	3	5
53	столь же	2	5
54	и от	2	5
55	в целом	3	5
56	и их	3	5
57	другой стороны	4	5
58	как к	3	5
59	и с	9	5
60	потому что	2	5
61	его в	3	5
62	но в	4	5
63	ничем не	2	5
64	к этому	4	5
65	и к	4	5
66	в то	5	5
67	в его	10	5
68	не только	9	5
69	не будет	2	5
70	быть и	3	5
71	и для	5	5
72	но все	3	5
73	между двумя	2	5
74	лишь в	7	5
75	в которой	2	5
76	не могут	7	4
77	никогда не	2	4
78	та же	2	4
79	в конце	2	4
80	в такой	2	4
81	в дальнейшем	4	4
82	хотя и	3	4
83	отношение к	2	4
84	из них	4	4
85	в их	6	4
86	не так	2	4
87	должно быть	2	4
88	и то	2	4
89	том случае	2	4
90	всех этих	3	4
91	связи с	13	4
92	он не	6	4
93	конце концов	2	4
94	не есть	3	4
95	что эта	2	4
96	совершенно не	4	4
97	то же	6	4
98	если мы	5	4
99	в в	2	4
100	хотя бы	6	4
101	в таком	2	4
102	своем развитии	2	4
103	в области	3	4
104	а лишь	3	3
105	же как	3	3
106	они должны	2	3
107	в этих	2	3
108	представление о	2	3
109	ее и	2	3
110	а наоборот	3	3
111	в тех	2	3
112	очевидно что	2	3
113	в нем	13	3
114	то ни	2	3
115	что оно	4	3
116	и других	2	3
117	и наконец	4	3
118	и по	2	3
119	а в	6	3
120	это не	2	3
121	каждый из	3	3
122	в истории	6	3
123	при помощи	2	3
124	бы в	5	3
125	с тем	11	3
126	прежде всего	15	3
127	от него	2	3
128	от тех	2	3
129	и может	3	3
130	на почве	9	3
131	даже в	2	3
132	в связи	10	3
133	и это	2	3
134	отличие от	2	3
135	не то	3	3
136	независимо от	4	2
137	в сторону	4	2
138	тому что	2	2
139	что на	2	2
140	как мы	7	2
141	сводится к	5	2
142	для него	7	2
143	такой же	3	2
144	что они	4	2
145	на этом	2	2
146	же время	5	2
147	к нему	3	2
148	в ней	6	2
149	лишь о	2	2
150	в виду	2	2
151	всяком случае	5	2
152	в котором	2	2
153	мы видели	4	2
154	и до	3	2
155	то и	3	2
156	что для	2	2
157	они не	4	2
158	во втором	7	2
159	между этими	3	2
160	с ними	2	2
161	широком смысле	2	2
162	не следует	4	2
163	но как	2	2
164	говорить о	5	2
165	не было	6	2
166	во всяком	5	2
167	в основе	5	2
168	борьбы с	2	2
169	и более	2	2
170	отнюдь не	8	2
171	от нее	4	2
172	следует что	3	2
173	этих двух	2	2
174	вовсе не	11	2
175	на первый	2	2
176	а к	2	2
177	то в	2	2
178	но не	2	2
179	она не	2	2
180	было бы	6	2
181	со своей	2	2
182	жизни и	3	2
183	может лежать	2	2
184	в сущности	4	2
185	все без	2	2
186	в процессе	9	2
187	что же	5	2
188	все дело	3	2
189	тем самым	2	2
190	между ними	2	2
191	этот вопрос	2	2
192	или вовсе	2	2
193	совершенно иной	2	2
194	и ее	6	2
195	если это	2	2
196	если же	2	2
197	и только	5	2
198	этими двумя	2	2
199	из него	2	2
