N	2gram	Voloshinov_1	Vladivir
1	и в	38	30
2	то что	8	20
3	в этом	10	20
4	в том	2	18
5	и не	14	18
6	и с	5	14
7	что он	2	13
8	в конце	6	13
9	том что	3	12
10	не только	27	12
11	в его	6	11
12	а в	5	11
13	как мы	9	11
14	сказать что	3	11
15	и вообще	2	10
16	и даже	3	10
17	не было	2	10
18	не в	6	9
19	для него	3	9
20	кроме того	2	9
21	было бы	7	9
22	все же	7	9
23	потому что	5	9
24	не может	12	9
25	в то	9	9
26	связи с	3	8
27	вместе с	5	8
28	но и	13	8
29	что же	8	8
30	в связи	2	8
31	не мог	3	8
32	но в	5	8
33	никогда не	7	7
34	точки зрения	10	7
35	и все	4	7
36	может быть	13	7
37	для нас	3	7
38	а не	6	7
39	как это	5	7
40	то есть	4	7
41	еще и	2	6
42	хотя и	3	6
43	к этому	2	6
44	прежде всего	21	6
45	и к	4	6
46	об этом	3	6
47	у нас	4	6
48	только в	6	6
49	в себе	9	6
50	жизни и	3	6
51	и его	7	6
52	также и	2	6
53	и то	3	5
54	как и	10	5
55	в дальнейшем	2	5
56	при этом	9	5
57	но что	3	5
58	тот же	2	5
59	в своей	2	5
60	как бы	28	5
61	в котором	3	5
62	другими словами	7	5
63	так и	6	5
64	все это	4	5
65	с этим	2	5
66	того что	4	5
67	все эти	2	5
68	так как	7	5
69	с ним	2	5
70	с его	7	4
71	вовсе не	2	4
72	его в	4	4
73	можно сказать	4	4
74	в этой	6	4
75	в целом	4	4
76	что это	4	4
77	на его	5	4
78	конечно не	3	4
79	несмотря на	2	4
80	в ней	8	4
81	он не	2	4
82	в нем	4	4
83	в этих	2	4
84	то же	14	4
85	и наконец	5	4
86	и он	2	4
87	так же	4	4
88	той же	5	4
89	и на	6	4
90	но это	2	4
91	в начале	3	4
92	мы должны	10	4
93	о том	4	4
94	здесь не	2	4
95	в которой	7	4
96	отношение к	2	4
97	уже в	5	3
98	мы будем	6	3
99	в отношении	2	3
100	хотя бы	18	3
101	же время	7	3
102	в свою	6	3
103	что и	3	3
104	был и	2	3
105	да и	4	3
106	и как	9	3
107	своей жизни	5	3
108	но не	2	3
109	и для	3	3
110	еще более	2	3
111	с точки	5	3
112	во всех	6	3
113	как в	2	3
114	отношения к	3	3
115	таким образом	7	3
116	само собой	4	3
117	из трех	2	3
118	те же	4	3
119	и вот	3	3
120	здесь мы	3	3
121	и больше	2	3
122	уже не	4	3
123	должно быть	2	3
124	собой разумеется	2	3
125	он сказал	2	3
126	даже и	2	3
127	не говоря	2	3
128	но вот	3	3
129	и это	7	3
130	нет ничего	2	3
131	конце концов	3	3
132	когда мы	6	3
133	в области	5	3
134	к нему	2	2
135	с тем	8	2
136	однако в	2	2
137	будем говорить	3	2
138	это не	3	2
139	и от	7	2
140	себе в	2	2
141	если не	3	2
142	мы видели	5	2
143	человек не	2	2
144	к тому	4	2
145	ли он	2	2
146	друг друга	2	2
147	только тогда	2	2
148	которой мы	4	2
149	а к	2	2
150	свою очередь	4	2
151	по своему	3	2
152	и сам	2	2
153	во второй	3	2
154	о своем	3	2
155	мы уже	10	2
156	себе и	2	2
157	в самом	4	2
158	в будущем	3	2
159	в частности	3	2
160	и потому	2	2
161	для того	9	2
162	в виду	3	2
163	гораздо более	2	2
164	себя в	4	2
165	с ней	2	2
166	его и	3	2
167	и всего	2	2
168	но все	4	2
169	в той	5	2
170	того чтобы	7	2
171	его не	2	2
172	можно было	4	2
173	в своих	2	2
174	у которого	5	2
175	их в	3	2
176	и при	2	2
177	что эти	2	2
178	или как	6	2
179	ничего не	8	2
180	я и	2	2
181	мы не	9	2
