N	2gram	Bakhtin_fo_2	Komedia
1	и в	46	22
2	том что	4	12
3	в том	10	11
4	но и	9	11
5	не только	11	10
6	из них	8	10
7	в то	5	10
8	как и	8	9
9	и т	14	9
10	может быть	7	9
11	в одном	7	8
12	таким образом	3	8
13	и не	9	8
14	и его	12	8
15	о том	4	8
16	в этой	2	7
17	и других	2	7
18	что в	5	6
19	в отношении	2	6
20	в конце	2	6
21	что он	3	6
22	к тому	3	6
23	и по	3	6
24	то же	8	6
25	не в	9	6
26	а в	3	6
27	уже в	4	5
28	с другой	2	5
29	во время	10	5
30	прежде всего	14	5
31	при этом	6	5
32	в его	8	5
33	один из	2	5
34	в истории	4	5
35	так и	7	5
36	как в	4	5
37	все это	6	5
38	и даже	3	5
39	потому что	8	5
40	т п	11	5
41	именно в	2	4
42	в их	3	4
43	к этому	3	4
44	как мы	6	4
45	же в	4	4
46	в другом	3	4
47	на протяжении	3	4
48	что они	4	4
49	в качестве	3	4
50	же время	4	4
51	а также	3	4
52	в котором	4	4
53	в нем	5	4
54	что и	3	4
55	т д	3	4
56	тем что	3	4
57	и вот	2	4
58	точки зрения	10	4
59	так как	6	4
60	одном из	2	4
61	но в	10	4
62	место в	4	3
63	в них	7	3
64	в образе	4	3
65	у нас	2	3
66	и как	3	3
67	по своему	2	3
68	здесь в	6	3
69	тот же	3	3
70	и у	5	3
71	в частности	5	3
72	и о	2	3
73	у него	9	3
74	хотя и	3	3
75	он не	5	3
76	все же	6	3
77	отношение к	3	3
78	на землю	2	3
79	всего в	3	3
80	так же	2	3
81	этом отношении	2	3
82	с одной	2	3
83	здесь мы	3	3
84	не мог	2	3
85	каждый из	2	3
86	и на	7	3
87	за счет	3	3
88	в этом	22	3
89	и с	6	3
90	могут быть	2	3
91	только в	11	3
92	и все	6	3
93	его в	6	3
94	как это	2	3
95	ссылаясь на	2	2
96	затем в	3	2
97	связанные с	5	2
98	и во	6	2
99	вовсе не	13	2
100	протяжении всего	2	2
101	он был	2	2
102	мы видели	2	2
103	на этом	2	2
104	но не	5	2
105	совсем не	2	2
106	того же	3	2
107	в себя	2	2
108	до конца	2	2
109	до сих	2	2
110	еще не	6	2
111	было бы	2	2
112	и людей	2	2
113	только один	2	2
114	то что	7	2
115	наряду с	2	2
116	вместе с	9	2
117	ее в	3	2
118	все что	2	2
119	находится в	2	2
120	в сущности	2	2
121	не может	2	2
122	принадлежит к	2	2
123	в форме	3	2
124	почти всегда	2	2
125	но это	2	2
126	во всяком	2	2
127	но он	2	2
128	в себе	4	2
129	ту же	2	2
130	же самое	3	2
131	сих пор	2	2
