N	2gram	Trubetskoy_1	Analitik
1	не только	7	22
2	тогда как	6	20
3	и в	23	18
4	как и	9	14
5	так и	10	14
6	в этом	12	14
7	но и	9	13
8	в частности	2	12
9	том что	19	12
10	и не	8	12
11	при этом	9	11
12	а в	3	10
13	как бы	10	10
14	то есть	2	10
15	может быть	16	9
16	что в	8	9
17	в том	30	9
18	с другой	6	7
19	но не	2	7
20	в его	5	7
21	отношению к	9	7
22	по отношению	9	7
23	к тому	8	6
24	не в	8	6
25	в начале	2	6
26	для него	2	6
27	еще не	5	6
28	в этой	6	6
29	он не	3	6
30	в их	4	6
31	о том	7	6
32	никогда не	4	5
33	в конце	4	5
34	прежде всего	3	5
35	в свою	2	5
36	того же	9	5
37	в самом	8	5
38	что и	7	5
39	в мире	6	5
40	другой стороны	5	5
41	в сущности	2	5
42	лишь в	5	5
43	в результате	9	5
44	между тем	12	5
45	я в	2	5
46	не менее	7	4
47	отнюдь не	2	4
48	в своем	10	4
49	столь же	5	4
50	что он	7	4
51	и к	5	4
52	свою очередь	2	4
53	во втором	2	4
54	и сам	2	4
55	не есть	2	4
56	все же	13	4
57	а и	8	4
58	таким образом	31	4
59	тем самым	3	4
60	и на	6	4
61	в данном	3	4
62	далеко не	5	4
63	что по	3	4
64	и без	5	3
65	из этих	8	3
66	к этому	5	3
67	тому же	6	3
68	и того	3	3
69	что они	2	3
70	было бы	3	3
71	же время	2	3
72	только не	2	3
73	с ее	2	3
74	не будет	5	3
75	в целом	5	3
76	данном случае	3	3
77	все это	11	3
78	то же	4	3
79	не было	2	3
80	именно в	5	3
81	по его	2	3
82	с этим	11	3
83	точки зрения	13	3
84	что касается	6	3
85	одного и	3	3
86	но как	2	3
87	говорить о	2	3
88	во всем	3	3
89	в то	6	3
90	жизнь и	3	3
91	его в	5	3
92	однако при	2	2
93	все эти	19	2
94	все они	5	2
95	в них	2	2
96	это не	3	2
97	и от	5	2
98	в жизни	3	2
99	в нем	3	2
100	и ее	2	2
101	в тех	3	2
102	несмотря на	6	2
103	о которых	6	2
104	тем не	4	2
105	в дальнейшем	2	2
106	то в	2	2
107	одна из	2	2
108	с тем	2	2
109	по своему	5	2
110	очевидно что	3	2
111	что несмотря	2	2
112	не более	2	2
113	тех пор	2	2
114	одной стороны	2	2
115	в общем	6	2
116	совершенно не	3	2
117	иначе говоря	4	2
118	ни для	2	2
119	хотя и	4	2
120	в ней	3	2
121	и потому	3	2
122	всяком случае	2	2
123	по своей	7	2
124	даже в	3	2
125	гораздо более	2	2
126	в точке	2	2
127	то что	18	2
128	во всех	10	2
129	вместе с	6	2
130	не может	17	2
131	как к	5	2
132	с одной	3	2
133	но с	2	2
134	те же	2	2
135	одной и	2	2
136	в себя	2	2
137	о которой	2	2
138	сводится к	2	2
139	самом деле	12	2
140	с точки	8	2
141	и по	3	2
142	и для	6	2
143	от своей	2	2
144	в глазах	2	2
145	во всяком	2	2
146	мы можем	6	2
147	в себе	5	2
148	что мы	4	2
149	только в	6	2
150	и т.д	4	2
151	приобщения к	2	2
152	этого слова	2	2
153	и все	7	2
154	отличие от	3	2
155	но в	4	2
156	а для	2	2
