N	2gram	Ircho_Kome_3	Psycholo
1	то что	4	44
2	и в	22	33
3	в этом	8	28
4	как бы	3	25
5	и что	6	25
6	все время	2	24
7	потому что	10	24
8	для того	6	23
9	может быть	6	22
10	том что	13	22
11	того чтобы	6	22
12	что в	5	21
13	в том	12	21
14	о том	8	20
15	что он	8	20
16	и мы	3	15
17	только что	7	15
18	как это	5	14
19	таким образом	12	13
20	и не	21	13
21	так же	4	13
22	все это	5	13
23	к тому	6	12
24	в самом	9	12
25	и все	2	12
26	так как	11	12
27	было бы	3	12
28	если мы	2	12
29	самом деле	6	12
30	он не	5	11
31	на то	3	10
32	что она	4	10
33	не может	3	10
34	в его	8	10
35	если бы	8	10
36	в этой	3	9
37	и если	2	9
38	как раз	6	9
39	то же	7	9
40	в конце	7	8
41	вместе с	9	8
42	в своем	8	7
43	до конца	4	7
44	так что	6	7
45	в нем	3	7
46	раз в	2	7
47	не только	5	7
48	когда он	4	7
49	тому что	2	6
50	это не	2	6
51	трагедии и	2	6
52	что они	2	6
53	в ней	4	6
54	и т	4	6
55	после этого	2	6
56	точки зрения	4	6
57	что мы	2	6
58	же самое	3	6
59	во время	6	6
60	у него	4	6
61	в сущности	2	6
62	а не	4	6
63	в себе	4	6
64	что эта	2	6
65	самого начала	4	5
66	никогда не	3	5
67	в какой	3	5
68	нисколько не	3	5
69	с самого	4	5
70	в целом	3	5
71	целый ряд	2	5
72	мы не	2	5
73	что для	2	5
74	и на	2	5
75	вовсе не	4	5
76	как он	3	5
77	с ним	5	5
78	мы можем	3	5
79	ясно что	6	5
80	с этим	3	5
81	как и	3	5
82	и его	6	5
83	все же	4	5
84	и это	2	5
85	из этого	2	5
86	в частности	3	4
87	это в	2	4
88	совершенно не	2	4
89	из них	5	4
90	а в	7	4
91	либо в	4	4
92	с этой	3	4
93	с тем	4	4
94	к этому	6	4
95	об этом	7	4
96	и о	2	4
97	не будет	2	4
98	в своей	5	4
99	на него	4	4
100	в двух	3	4
101	как мы	2	4
102	что не	3	4
103	с точки	3	4
104	в таком	2	4
105	можно было	2	4
106	исходя из	2	4
107	в которой	3	4
108	с одной	3	3
109	больше того	2	3
110	в мире	2	3
111	ни в	10	3
112	что его	5	3
113	тому же	6	3
114	которой мы	2	3
115	тот же	2	3
116	в пределах	2	3
117	одной стороны	3	3
118	но если	3	3
119	всяком случае	3	3
120	ни одной	2	3
121	был бы	2	3
122	то это	5	3
123	но и	4	3
124	конечно не	3	3
125	не было	2	3
126	в своих	2	3
127	в которых	5	3
128	их в	3	3
129	и здесь	4	3
130	в то	6	3
131	его в	8	3
132	нет ни	2	3
133	том как	3	3
134	в основе	2	3
135	должен был	4	3
136	в одном	2	3
137	идет о	3	3
138	говорить о	3	3
139	до сих	9	3
140	она не	2	3
141	он говорит	2	3
142	конце концов	2	3
143	речь идет	5	3
144	что и	8	3
145	сих пор	9	3
146	так и	4	3
147	как в	2	3
148	дело с	3	3
149	из которых	2	3
150	за то	2	3
151	и он	2	3
152	к этой	2	3
153	и для	4	3
154	из этой	2	3
155	во всяком	3	3
156	тем что	5	3
157	т п	4	3
158	далеко не	3	3
159	на этот	3	3
160	уже в	2	2
161	столь же	3	2
162	с другой	4	2
163	прежде всего	5	2
164	для понимания	2	2
165	мы знаем	2	2
166	без всякого	2	2
167	но все	4	2
168	из его	2	2
169	что ему	2	2
170	же время	5	2
171	при этом	7	2
172	в виду	2	2
173	в котором	2	2
174	не является	4	2
175	один из	3	2
176	в их	2	2
177	другой стороны	2	2
178	ни малейшего	3	2
179	сам себя	2	2
180	не имеет	3	2
181	его не	2	2
182	время как	2	2
183	в результате	2	2
184	больше чем	2	2
185	и с	4	2
186	умер и	2	2
187	не в	4	2
188	бы не	2	2
189	но в	5	2
190	что ни	3	2
191	а как	2	2
192	с его	3	2
193	до тех	3	2
194	в них	3	2
195	что касается	2	2
196	если он	2	2
197	и к	3	2
198	в ее	3	2
199	меньше всего	4	2
200	по существу	2	2
201	представляет собой	3	2
202	а на	2	2
203	тех пор	3	2
204	во всех	2	2
205	не по	7	2
206	которую он	2	2
207	должно было	3	2
208	бы то	2	2
209	перед ним	3	2
210	со стороны	11	2
211	бы по	2	2
212	даже не	3	2
213	первого акта	2	2
214	он знает	4	2
215	до этого	2	2
216	то время	2	2
217	какой мере	2	2
218	хотя бы	4	2
219	ничем не	4	2
220	в руки	2	2
221	за ней	2	2
222	и ее	2	2
223	связи с	5	2
224	на ее	3	2
225	едва ли	7	2
226	ничего не	3	2
227	отца и	2	2
