N	2gram	Tiupa_Lite_1	Vladivir
1	вл соловьева	2	160
2	и в	8	31
3	в году	13	30
4	не только	24	24
5	но и	17	19
6	то что	10	18
7	и не	12	17
8	у него	3	15
9	и даже	3	15
10	том что	14	14
11	что в	3	14
12	в этом	12	14
13	что он	5	12
14	по поводу	2	12
15	в его	7	12
16	но в	3	12
17	с его	5	11
18	в том	16	11
19	потому что	3	11
20	о том	2	11
21	и то	2	10
22	также и	3	10
23	никогда не	4	9
24	а в	3	9
25	только в	8	9
26	в конце	4	9
27	в то	5	8
28	в москве	2	8
29	уже в	5	7
30	для него	2	7
31	как раз	4	7
32	и его	4	7
33	как это	8	7
34	еще и	3	7
35	он и	3	6
36	в качестве	17	6
37	того же	2	6
38	и сам	6	6
39	может быть	13	6
40	так и	4	6
41	не может	5	6
42	то же	5	6
43	то он	2	6
44	не в	8	5
45	а также	5	5
46	жизни и	3	5
47	не было	3	5
48	в своих	4	5
49	я не	7	4
50	же время	5	4
51	в своем	11	4
52	в нем	2	4
53	в себе	7	4
54	да и	3	4
55	что его	3	4
56	как и	6	4
57	в этой	4	4
58	по своей	3	4
59	такого рода	10	4
60	еще в	4	4
61	один из	3	4
62	себя в	6	4
63	в своей	4	4
64	что для	2	4
65	несмотря на	3	4
66	из его	2	4
67	как он	2	4
68	дело в	3	4
69	в россии	2	4
70	к тому	2	3
71	отнюдь не	2	3
72	с другой	3	3
73	раз и	2	3
74	в жизни	6	3
75	как в	5	3
76	но не	4	3
77	за пределы	2	3
78	все же	4	3
79	в целом	8	3
80	только на	2	3
81	в связи	4	3
82	таким образом	3	3
83	все эти	2	3
84	не мог	3	3
85	уже не	7	3
86	на себя	2	3
87	то есть	6	3
88	во мне	2	2
89	тем что	2	2
90	не менее	7	2
91	в частности	15	2
92	по этому	2	2
93	для нее	2	2
94	и м	2	2
95	хотя бы	2	2
96	не столько	5	2
97	и весьма	2	2
98	и я	6	2
99	тем не	2	2
100	тому же	2	2
101	тем более	2	2
102	что я	2	2
103	особого рода	2	2
104	на этом	2	2
105	к своей	2	2
106	своего времени	2	2
107	еще не	4	2
108	при этом	19	2
109	того что	6	2
110	было бы	2	2
111	в самом	3	2
112	для своего	2	2
113	одним из	5	2
114	на это	2	2
115	всяком случае	2	2
116	даже в	2	2
117	для себя	5	2
118	из них	4	2
119	дело не	2	2
120	со стороны	4	2
121	то и	2	2
122	именно так	2	2
123	лишь в	4	2
124	тем самым	5	2
125	что такое	2	2
126	той же	3	2
127	во всяком	3	2
128	точки зрения	6	2
129	к себе	3	2
130	из этих	2	2
131	тех же	3	2
