N	2gram	Voloshinov_1	FransuaR
1	и в	12	29
2	таким образом	12	20
3	и не	10	16
4	и все	2	13
5	как и	5	12
6	но в	5	12
7	так и	4	11
8	и на	4	11
9	в этом	4	11
10	то же	5	10
11	в то	2	10
12	не только	4	10
13	но и	3	9
14	все эти	3	9
15	и с	3	9
16	его в	4	9
17	прежде всего	8	8
18	в его	2	8
19	и его	13	8
20	как бы	13	8
21	в них	3	7
22	так же	3	7
23	в том	6	7
24	так как	9	7
25	в атмосфере	2	6
26	все они	2	5
27	это не	2	5
28	до конца	2	5
29	в нем	6	5
30	в своей	3	5
31	и по	3	5
32	сказать что	7	5
33	с его	2	4
34	в нашем	11	4
35	в литературе	4	4
36	но это	2	4
37	еще не	3	4
38	и др	5	4
39	то что	5	4
40	жизни и	4	4
41	конечно не	3	4
42	все это	3	4
43	на самом	4	4
44	с помощью	6	4
45	с другой	4	4
46	точки зрения	14	4
47	все время	6	3
48	в своем	2	3
49	и так	2	3
50	и здесь	2	3
51	все же	4	3
52	том что	5	3
53	такой же	2	3
54	мы можем	2	3
55	того что	3	3
56	он не	2	3
57	к нему	4	3
58	здесь не	3	3
59	но конечно	2	3
60	другой стороны	2	3
61	как к	3	3
62	при этом	6	3
63	и вполне	2	3
64	в ней	6	3
65	в себе	3	3
66	там где	2	3
67	в чем	2	3
68	место в	2	2
69	уже в	2	2
70	бы не	2	2
71	и другие	2	2
72	к этому	2	2
73	в этих	2	2
74	формы и	3	2
75	в жизни	5	2
76	но мы	2	2
77	его к	2	2
78	и к	4	2
79	ни в	3	2
80	да и	3	2
81	из этого	3	2
82	но не	2	2
83	в себя	2	2
84	кроме того	2	2
85	одной стороны	2	2
86	не может	16	2
87	может быть	14	2
88	и дает	2	2
89	никогда не	5	2
90	уже не	4	2
91	в виду	5	2
92	в котором	3	2
93	и для	3	2
94	как в	5	2
95	в особенности	2	2
96	с одной	2	2
97	от всех	2	2
98	и наконец	3	2
99	с точки	2	2
100	между ними	2	2
101	как на	2	2
102	и то	2	2
103	еще раз	2	2
104	только в	6	2
105	но этот	2	2
106	о том	3	2
107	если же	2	2
108	дело в	4	2
109	нет ничего	2	2
110	с ним	3	2
