N	2gram	Propp_Isto_7	Dialekti
1	и не	4	30
2	т е	16	25
3	и т	17	21
4	т д	16	19
5	и в	24	18
6	ничего не	5	17
7	может быть	14	17
8	точки зрения	4	17
9	в нем	6	16
10	ни в	2	15
11	так что	3	15
12	не имеет	4	15
13	а не	8	14
14	потому что	9	14
15	что в	13	13
16	то что	7	13
17	не только	21	13
18	и даже	3	13
19	было бы	2	12
20	в мифе	2	12
21	и что	10	12
22	в этом	12	12
23	не может	14	12
24	что это	6	11
25	что он	21	11
26	как бы	4	11
27	все это	8	11
28	это значит	2	11
29	так как	8	11
30	прежде всего	2	10
31	то же	8	10
32	что такое	2	10
33	сказать что	2	10
34	никогда не	4	9
35	это не	10	9
36	в том	7	9
37	так и	5	9
38	том что	10	9
39	но это	3	8
40	к нему	7	8
41	не просто	2	7
42	вовсе не	4	7
43	но и	11	7
44	что она	5	7
45	что не	2	7
46	с другой	9	6
47	она не	2	6
48	ни с	2	6
49	не в	9	6
50	его не	2	6
51	в то	2	6
52	в чем	5	6
53	с ним	5	6
54	но в	5	6
55	в этих	13	5
56	на то	3	5
57	говорит о	2	5
58	в дальнейшем	3	5
59	есть и	4	5
60	а потом	2	5
61	все же	9	5
62	отношение к	5	5
63	в особенности	2	5
64	и он	3	5
65	а в	10	5
66	мы должны	4	5
67	в конце	3	4
68	об этом	6	4
69	мы видим	10	4
70	но не	6	4
71	от него	3	4
72	хотя и	3	4
73	в котором	2	4
74	то это	5	4
75	так же	6	4
76	другой стороны	8	4
77	как мы	3	4
78	почти всегда	2	4
79	мы можем	4	4
80	к ней	2	4
81	о том	9	4
82	как он	6	4
83	как это	2	4
84	всех этих	6	3
85	стороны не	2	3
86	тому что	2	3
87	в них	3	3
88	думать что	2	3
89	та же	2	3
90	в одну	2	3
91	стороны и	2	3
92	но эта	2	3
93	что и	8	3
94	вплоть до	2	3
95	что они	3	3
96	конечно не	2	3
97	и о	2	3
98	он не	6	3
99	если в	2	3
100	один из	7	3
101	этот обряд	2	3
102	в их	4	3
103	только на	2	3
104	в самом	2	3
105	но все	4	3
106	в данном	4	3
107	очень много	2	3
108	ничем не	2	3
109	в основе	2	3
110	только в	6	3
111	но вот	2	3
112	и все	6	3
113	как только	2	2
114	не менее	5	2
115	но они	3	2
116	того что	6	2
117	же как	4	2
118	в отдельности	2	2
119	в качестве	3	2
120	чаще всего	3	2
121	того кто	2	2
122	как в	12	2
123	с этой	6	2
124	и от	2	2
125	из этих	3	2
126	точно так	2	2
127	можно указать	2	2
128	много но	2	2
129	к этому	2	2
130	вопрос о	3	2
131	этой точки	3	2
132	тот кто	5	2
133	но конечно	2	2
134	как и	6	2
135	что здесь	7	2
136	и другое	2	2
137	связанные с	2	2
138	идти дальше	2	2
139	до сих	2	2
140	еще не	8	2
141	одной стороны	5	2
142	мы увидим	6	2
143	но есть	3	2
144	в первую	7	2
145	себе и	3	2
146	к ним	2	2
147	тем более	2	2
148	для нее	2	2
149	другими словами	2	2
150	из них	2	2
151	с ней	3	2
152	дело не	5	2
153	сих пор	3	2
154	со стороны	2	2
155	нас не	2	2
156	и эта	2	2
157	с этим	2	2
158	на земле	2	2
159	с одной	5	2
160	все эти	2	2
161	мы имеем	12	2
162	уже не	2	2
163	он на	2	2
164	этой стороны	3	2
165	и у	2	2
166	отличается от	2	2
167	и так	2	2
168	ее на	4	2
169	то и	4	2
170	во всем	2	2
171	можно найти	2	2
172	и это	2	2
173	то не	4	2
174	это конечно	2	2
175	если это	2	2
176	время как	2	2
177	тоже не	3	2
