N	2gram	Vygotskiy__1	Morfolog
1	может быть	22	52
2	и т	26	49
3	т д	8	47
4	таким образом	20	20
5	представляет собой	2	17
6	не может	17	17
7	т е	3	16
8	в этих	4	16
9	могут быть	11	15
10	с этим	3	14
11	и в	31	13
12	в этом	12	13
13	так как	18	12
14	мы видим	5	11
15	видим что	2	10
16	прежде всего	4	9
17	не всегда	2	9
18	так и	3	9
19	в связи	2	9
20	то же	5	9
21	и не	16	9
22	а не	13	9
23	мы имеем	4	9
24	с другой	5	8
25	по существу	4	8
26	что и	13	8
27	при помощи	20	8
28	в результате	4	8
29	вопрос о	3	7
30	в качестве	2	7
31	все же	5	7
32	не могут	3	6
33	и здесь	2	6
34	в том	30	6
35	но не	3	6
36	а в	6	6
37	подобно тому	5	6
38	может считаться	2	6
39	не менее	2	5
40	тому как	7	5
41	если мы	12	5
42	и другие	4	5
43	мы увидим	4	5
44	вслед за	6	5
45	далеко не	2	5
46	как бы	5	5
47	один из	4	5
48	то что	32	5
49	потому что	10	5
50	мы не	12	5
51	что в	23	4
52	и как	2	4
53	вовсе не	6	4
54	очень часто	4	4
55	тем не	2	4
56	случае не	2	4
57	было бы	6	4
58	несмотря на	5	4
59	не только	13	4
60	как в	9	4
61	как мы	2	4
62	другой стороны	5	4
63	тех же	2	4
64	так же	12	4
65	показать что	8	4
66	как и	16	4
67	там где	4	4
68	хотя и	3	4
69	точки зрения	15	4
70	с точки	2	4
71	его в	2	4
72	ничего не	2	4
73	только что	2	3
74	независимо от	2	3
75	если бы	6	3
76	в какой	5	3
77	том что	16	3
78	но это	3	3
79	что они	2	3
80	в целом	5	3
81	того чтобы	7	3
82	в сущности	10	3
83	как таковое	2	3
84	этой формы	2	3
85	он не	3	3
86	не является	5	3
87	ни в	9	3
88	но и	2	3
89	от того	3	3
90	целый ряд	6	3
91	на самом	2	3
92	самом деле	9	3
93	из которых	3	3
94	к чему	2	3
95	и по	3	3
96	к нему	2	3
97	и для	5	3
98	мы можем	4	3
99	из них	2	3
100	большей частью	2	3
101	в то	5	3
102	если же	2	3
103	рассматриваться как	3	3
104	но в	3	3
105	если она	2	2
106	совсем не	3	2
107	с тем	3	2
108	в частности	3	2
109	его и	3	2
110	та же	3	2
111	точно так	3	2
112	что эта	3	2
113	состоит в	3	2
114	к этому	4	2
115	что он	7	2
116	утверждать что	5	2
117	в собственном	3	2
118	и к	3	2
119	из его	3	2
120	которое может	2	2
121	только в	14	2
122	от него	2	2
123	смысле слова	3	2
124	то время	5	2
125	одной стороны	6	2
126	означает что	2	2
127	с теми	2	2
128	себя и	2	2
129	в настоящее	2	2
130	не существует	2	2
131	от других	2	2
132	собственном смысле	3	2
133	или менее	2	2
134	есть нечто	2	2
135	и тогда	2	2
136	как например	2	2
137	и таким	2	2
138	и только	3	2
139	с одной	5	2
140	не означает	2	2
141	и что	8	2
142	того что	10	2
143	для того	6	2
144	что такое	2	2
145	уже не	2	2
146	тем же	3	2
147	и его	7	2
148	в каком	2	2
149	мы получаем	2	2
150	настоящее время	2	2
151	или не	2	2
152	что мы	8	2
153	о том	7	2
154	что эти	3	2
155	должны будем	2	2
156	ясно что	19	2
157	одна из	4	2
158	сказать что	7	2
159	как это	4	2
160	более или	2	2
161	время как	5	2
