N	2gram	Savitsky_P_1	Myshleni
1	и в	14	25
2	в том	9	23
3	том что	4	20
4	что в	4	17
5	с тем	3	16
6	то что	4	15
7	в его	2	15
8	в этом	10	14
9	может быть	5	13
10	в качестве	9	12
11	как бы	4	10
12	и не	12	10
13	того что	2	10
14	было бы	6	10
15	только в	7	10
16	заключается в	3	9
17	мы не	3	9
18	столь же	3	7
19	что мы	3	7
20	по себе	4	7
21	для того	3	7
22	в области	11	7
23	не менее	2	6
24	с другой	5	6
25	не в	5	6
26	не может	4	6
27	потому что	3	6
28	мы должны	4	6
29	в отношении	10	6
30	в силу	2	6
31	но не	3	6
32	не только	17	6
33	точки зрения	3	6
34	все это	2	6
35	именно в	2	5
36	которую мы	2	5
37	и как	3	5
38	одной стороны	3	5
39	с одной	3	5
40	если бы	4	5
41	и к	4	5
42	могут быть	3	5
43	в частности	2	4
44	в своем	4	4
45	прежде всего	3	4
46	в смысле	6	4
47	отнюдь не	2	4
48	из них	2	4
49	но и	6	4
50	не столько	2	4
51	а в	4	4
52	в то	7	4
53	с этим	2	4
54	по сравнению	2	4
55	и это	2	4
56	переход от	2	3
57	вслед за	3	3
58	в котором	4	3
59	если в	2	3
60	с ними	3	3
61	в которых	5	3
62	между тем	3	3
63	в жизни	2	3
64	наряду с	3	3
65	сами по	3	3
66	является в	2	3
67	в виде	2	3
68	то же	9	2
69	по характеру	2	2
70	для нас	2	2
71	хотя и	3	2
72	в сфере	2	2
73	в нем	3	2
74	заключает в	2	2
75	и других	2	2
76	должно быть	2	2
77	как на	2	2
78	может ли	2	2
79	в начале	2	2
80	главным образом	2	2
81	в них	2	2
82	же в	4	2
83	одна из	2	2
84	тот же	3	2
85	и потому	4	2
86	а также	4	2
87	в мире	2	2
88	тем самым	3	2
89	на пути	4	2
90	в себе	3	2
91	в эту	2	2
