N	2gram	Tiupa_Narr_1	Myshleni
1	в том	18	28
2	и в	19	28
3	то что	11	28
4	в этом	17	27
5	не может	10	19
6	том что	14	19
7	что он	6	18
8	только в	4	18
9	что в	3	17
10	в силу	4	17
11	не только	32	16
12	так же	2	15
13	может быть	25	13
14	сказать что	4	13
15	точки зрения	10	13
16	и не	20	11
17	как бы	4	11
18	что мы	2	11
19	к тому	7	10
20	как мы	3	10
21	но и	23	10
22	по отношению	7	10
23	но не	5	10
24	отношению к	6	10
25	с точки	2	10
26	между собой	2	9
27	было бы	4	9
28	никогда не	3	8
29	еще не	7	8
30	тем самым	6	8
31	тем что	3	8
32	в нем	4	7
33	в сущности	3	7
34	в своем	2	7
35	как известно	2	7
36	отношение к	2	7
37	он не	3	7
38	то же	4	7
39	между ними	2	7
40	можно было	2	7
41	же как	3	6
42	и как	5	6
43	для него	2	6
44	к другой	2	6
45	не имеет	2	6
46	в то	3	6
47	когда мы	2	6
48	его в	2	6
49	как и	7	6
50	можно сказать	5	6
51	так и	9	6
52	приводит к	2	6
53	как раз	2	6
54	в области	2	6
55	это не	2	5
56	в пределах	2	5
57	и тем	4	5
58	языка и	2	5
59	и на	3	5
60	и все	2	5
61	но в	6	5
62	то в	6	5
63	могут быть	3	5
64	в этой	5	5
65	именно в	6	4
66	в частности	14	4
67	что на	2	4
68	не в	14	4
69	переход от	4	4
70	например в	2	4
71	данного понятия	2	4
72	от одной	2	4
73	они не	2	4
74	в первом	3	4
75	мы имеем	2	4
76	к другому	2	4
77	в качестве	21	4
78	оно не	2	4
79	в той	6	4
80	в себе	8	4
81	за собой	4	3
82	зависит от	2	3
83	независимо от	2	3
84	из этих	3	3
85	совершенно очевидно	2	3
86	а по	2	3
87	как это	6	3
88	есть в	2	3
89	отличается от	4	3
90	при этом	9	3
91	мог бы	3	3
92	хотя и	3	3
93	структуры в	2	3
94	и только	2	3
95	этом отношении	3	3
96	те же	4	3
97	во втором	4	3
98	в основе	5	3
99	нуждается в	5	3
100	но как	2	3
101	по своей	3	3
102	с его	6	3
103	первом случае	2	3
104	в случае	7	3
105	по себе	5	3
106	это и	3	3
107	связи с	4	3
108	иначе говоря	6	3
109	один из	3	3
110	в его	9	3
111	как в	7	3
112	этого понятия	2	3
113	в себя	6	3
114	а не	12	3
115	и его	5	3
116	представляет собой	13	3
117	и т.д	7	3
118	представляют собой	2	3
119	отношения к	2	3
120	не менее	3	2
121	он сам	2	2
122	точку зрения	4	2
123	с другой	8	2
124	в любом	2	2
125	прежде всего	4	2
126	что именно	2	2
127	самом деле	2	2
128	имеем дело	2	2
129	несмотря на	2	2
130	имеет место	4	2
131	одним из	2	2
132	и др	2	2
133	во второй	2	2
134	из них	3	2
135	другой стороны	4	2
136	в связи	2	2
137	все эти	2	2
138	на том	3	2
139	приходит к	2	2
140	что у	2	2
141	не являются	2	2
142	между двумя	5	2
143	состоит в	13	2
144	у него	4	2
145	не с	3	2
146	различие между	2	2
147	по существу	2	2
148	идет по	2	2
149	она не	2	2
150	ключ к	2	2
151	этого слова	2	2
152	не могло	2	2
153	все же	7	2
154	когда он	3	2
155	дело с	2	2
156	не на	2	2
157	а в	11	2
158	хотя в	2	2
159	в значительной	2	2
160	в иной	2	2
161	в данном	5	2
162	к которому	2	2
163	что они	3	2
