N	2gram	Bakhtin_Fr_8	Mirosoze
1	может быть	3	30
2	не только	8	29
3	и в	56	28
4	не может	2	28
5	но и	9	25
6	а не	2	25
7	он не	5	24
8	в этом	14	20
9	не было	5	18
10	у него	7	17
11	не в	3	16
12	потому что	6	16
13	в ней	4	15
14	в своей	2	15
15	никогда не	5	14
16	человека и	2	14
17	он был	12	14
18	до конца	11	14
19	в нем	8	13
20	для него	2	11
21	в самом	9	11
22	и не	9	11
23	что в	5	10
24	в своем	3	10
25	в мире	2	10
26	был бы	3	10
27	прежде всего	6	10
28	и все	6	10
29	что он	2	10
30	было бы	2	10
31	и потому	4	10
32	в творчестве	5	10
33	но он	3	9
34	с тем	2	9
35	в его	18	9
36	и его	12	9
37	но не	5	8
38	в котором	2	8
39	не был	4	7
40	но в	6	7
41	к нему	2	7
42	в себе	4	7
43	в том	13	6
44	в этой	6	6
45	все это	8	6
46	и на	7	6
47	вместе с	2	6
48	только в	9	6
49	в которой	4	6
50	это не	2	5
51	мира и	2	5
52	как и	5	5
53	то что	3	5
54	уже в	2	4
55	в этих	11	4
56	с этой	2	4
57	ни с	5	4
58	был в	2	4
59	в их	3	4
60	а в	2	4
61	в которых	2	4
62	точки зрения	6	4
63	в них	11	4
64	не как	2	4
65	он знал	2	4
66	один из	5	4
67	которых он	2	4
68	к концу	2	4
69	за пределы	4	4
70	что и	3	4
71	уже не	3	4
72	о себе	2	3
73	не мог	3	3
74	и их	8	3
75	в свете	4	3
76	и еще	2	3
77	его в	2	3
78	так как	4	3
79	это очень	2	3
80	то есть	24	3
81	и с	8	3
82	с его	5	3
83	с собой	2	3
84	интерес к	2	3
85	в ее	6	3
86	том что	8	3
87	есть и	5	3
88	конечно не	4	3
89	когда он	2	3
90	бы и	2	3
91	все его	3	3
92	по своему	8	2
93	момент в	2	2
94	его как	2	2
95	его творчество	3	2
96	с их	2	2
97	для того	2	2
98	одним из	5	2
99	себе и	2	2
100	все эти	15	2
101	у всех	2	2
102	и те	2	2
103	людей и	2	2
104	также и	2	2
105	сказать что	3	2
106	он и	2	2
107	по своей	4	2
108	как бы	11	2
109	о том	4	2
110	бы в	3	2
111	с ним	2	2
112	в основе	4	2
113	если бы	2	2
114	и во	2	2
115	к этому	2	2
116	мы видим	6	2
117	в то	12	2
118	то время	2	2
119	до сих	8	2
120	и к	4	2
121	все же	2	2
122	сих пор	8	2
123	в центре	2	2
124	и самый	3	2
125	в той	6	2
126	того чтобы	4	2
127	и как	2	2
128	и для	2	2
129	в каком	2	2
130	возврата к	2	2
