N	2gram	Bakhtin_Pr_3	VrazhdaK
1	не только	10	9
2	в этом	16	8
3	и что	5	8
4	и в	34	8
5	достоевского в	3	7
6	но и	12	7
7	что в	7	7
8	достоевского и	3	7
9	то что	11	7
10	и все	19	7
11	в котором	3	6
12	в нем	19	6
13	все же	7	6
14	и даже	7	6
15	как и	18	6
16	в начале	4	6
17	но в	16	6
18	и с	15	6
19	о нем	2	6
20	то же	14	5
21	не было	2	5
22	и не	29	5
23	у него	4	5
24	между тем	3	5
25	в то	12	5
26	же время	12	5
27	уже в	3	4
28	у достоевского	13	4
29	как бы	27	4
30	все это	16	4
31	это не	5	4
32	что он	23	4
33	так же	8	4
34	с ним	8	4
35	может быть	19	4
36	при этом	4	4
37	о том	2	4
38	в ней	3	4
39	в виду	3	4
40	в этот	2	3
41	я не	7	3
42	с его	6	3
43	в своем	2	3
44	что у	6	3
45	эти слова	3	3
46	я хотел	2	3
47	и во	3	3
48	о себе	18	3
49	в конце	5	3
50	т е	12	3
51	и у	5	3
52	ставрогина и	2	3
53	в том	3	3
54	раз в	2	3
55	и его	16	3
56	том что	3	3
57	и как	3	3
58	тем что	4	3
59	в его	22	3
60	далеко не	3	3
61	его в	4	3
62	из подполья	36	3
63	но он	3	3
64	в чем	5	3
65	он не	15	3
66	в эти	2	2
67	его с	4	2
68	а с	3	2
69	он сам	5	2
70	в своей	3	2
71	и это	4	2
72	в роман	2	2
73	из них	5	2
74	не менее	3	2
75	никогда не	8	2
76	вместе с	4	2
77	отнюдь не	2	2
78	его и	3	2
79	в них	2	2
80	человека с	3	2
81	столь же	2	2
82	как раз	4	2
83	так в	2	2
84	не может	19	2
85	а в	5	2
86	таким образом	5	2
87	рядом с	4	2
88	это в	2	2
89	но это	4	2
90	в той	2	2
91	уже не	2	2
92	к себе	17	2
93	с которым	7	2
94	не мог	5	2
95	ставрогина с	3	2
96	и он	2	2
97	же не	2	2
98	мы знаем	2	2
99	с точки	4	2
100	что я	15	2
101	и то	3	2
102	их в	3	2
103	за границей	2	2
104	но как	4	2
105	точки зрения	8	2
106	и ее	2	2
107	в себе	6	2
108	отношение к	6	2
109	для него	13	2
110	петра верховенского	2	2
111	еще не	4	2
112	во время	2	2
113	о чем	2	2
114	в мире	4	2
115	б и	3	2
116	в него	3	2
