N	2gram	Vinokur_Ku_3	Narrotol
1	не только	17	32
2	может быть	14	25
3	но и	3	23
4	в качестве	2	21
5	и не	10	20
6	и в	23	19
7	в том	22	18
8	в этом	16	17
9	в частности	2	14
10	том что	11	14
11	не в	5	14
12	состоит в	2	13
13	в рамках	5	12
14	а не	11	12
15	своего рода	2	12
16	то что	4	11
17	а в	5	11
18	не может	6	10
19	точки зрения	23	10
20	при этом	6	9
21	так и	6	9
22	в его	11	9
23	с другой	7	8
24	как и	5	7
25	еще не	9	7
26	к тому	3	7
27	а также	4	7
28	все же	5	7
29	как в	4	7
30	по отношению	3	7
31	с одной	4	7
32	одной стороны	4	7
33	том числе	2	6
34	что он	6	6
35	отношению к	2	6
36	то в	3	6
37	но не	3	6
38	точка зрения	4	6
39	именно в	3	6
40	в той	4	6
41	тем самым	4	6
42	как это	7	6
43	иначе говоря	2	6
44	на протяжении	2	6
45	о том	6	6
46	но в	2	6
47	и как	2	5
48	отнюдь не	3	5
49	по себе	6	5
50	или иной	7	5
51	можно сказать	2	5
52	тому же	3	5
53	не все	2	5
54	уже не	8	5
55	в данном	7	5
56	в отличие	2	5
57	отличие от	2	5
58	далеко не	5	5
59	точку зрения	2	4
60	прежде всего	9	4
61	что не	4	4
62	то же	6	4
63	но все	2	4
64	в силу	6	4
65	было бы	16	4
66	связи с	6	4
67	той или	5	4
68	было как	2	4
69	как бы	5	4
70	все те	2	4
71	речь идет	3	4
72	и тем	6	4
73	хотя бы	9	4
74	данном случае	4	4
75	другой стороны	3	4
76	отличается от	2	4
77	в особенности	2	4
78	те же	7	4
79	не столько	4	4
80	сказать что	7	4
81	только в	6	4
82	здесь не	2	4
83	и с	3	4
84	не менее	12	3
85	а с	3	3
86	что в	13	3
87	могут быть	6	3
88	уже в	3	3
89	из этих	5	3
90	тем не	9	3
91	ни в	3	3
92	это и	3	3
93	что они	2	3
94	в сущности	4	3
95	на том	2	3
96	хотя и	5	3
97	в ней	3	3
98	он не	3	3
99	мог бы	2	3
100	один из	4	3
101	не с	2	3
102	не есть	3	3
103	себя внимание	2	3
104	в первом	5	3
105	когда он	2	3
106	в ее	4	3
107	на него	3	3
108	а именно	3	3
109	как мы	5	3
110	столь же	4	3
111	то или	2	3
112	между тем	4	3
113	тем что	5	3
114	не о	2	3
115	на себя	2	3
116	в то	3	3
117	что это	3	3
118	в известном	2	2
119	или иное	2	2
120	бы не	3	2
121	независимо от	5	2
122	должна быть	3	2
123	в своем	4	2
124	в какой	3	2
125	первом случае	2	2
126	не как	2	2
127	она может	2	2
128	или иного	3	2
129	совершенно иной	2	2
130	что именно	3	2
131	что на	3	2
132	точек зрения	2	2
133	известном смысле	2	2
134	по существу	3	2
135	только о	2	2
136	более или	2	2
137	и тот	2	2
138	языка и	2	2
139	в пределах	2	2
140	она не	3	2
141	к другому	2	2
142	в область	2	2
143	не имеет	3	2
144	время в	3	2
145	или менее	2	2
146	надо полагать	2	2
147	отношение к	3	2
148	так же	2	2
149	как раз	4	2
150	как к	2	2
151	в связи	5	2
152	и только	3	2
153	не было	4	2
154	все эти	7	2
155	в двух	2	2
156	совершенно не	5	2
157	они не	3	2
158	самом деле	14	2
159	к другой	2	2
160	что мы	2	2
161	того или	3	2
162	с точки	16	2
163	это не	3	2
164	в таком	4	2
165	можно было	11	2
166	тому как	2	2
167	не случайно	4	2
168	в результате	3	2
169	тем более	5	2
170	однако в	2	2
171	не то	2	2
172	может оказаться	2	2
173	но как	3	2
174	говорить о	6	2
175	в структуре	3	2
176	этого слова	4	2
177	его в	2	2
178	зрения на	3	2
179	когда мы	3	2
180	ничего не	6	2
181	мы имеем	2	2
182	таком случае	2	2
183	о чем	2	2
