N	2gram	Bakhtin_sl_2	Psycholo
1	в том	5	37
2	и в	39	32
3	том что	5	21
4	то что	2	21
5	таким образом	8	21
6	то есть	26	21
7	что в	3	20
8	может быть	37	18
9	что и	3	17
10	не может	20	17
11	точки зрения	8	17
12	того чтобы	2	14
13	что он	2	13
14	при этом	7	13
15	то же	4	13
16	для того	2	13
17	в этом	16	13
18	по себе	5	12
19	не только	24	12
20	так как	4	12
21	в основе	4	11
22	как и	6	10
23	и т	35	10
24	но и	21	10
25	и не	22	10
26	с точки	3	10
27	никогда не	7	9
28	как в	13	9
29	не менее	4	8
30	не в	9	8
31	с таким	2	8
32	дело с	4	8
33	т п	33	8
34	той же	3	8
35	и как	3	7
36	а не	14	7
37	в сущности	6	7
38	все эти	6	7
39	и его	33	7
40	сказать что	3	7
41	только в	5	7
42	он не	2	6
43	как бы	7	6
44	те же	2	6
45	о том	2	6
46	в ней	3	5
47	далеко не	2	5
48	до сих	2	5
49	сих пор	2	5
50	все это	16	5
51	этом отношении	3	5
52	и даже	7	5
53	и на	4	5
54	в то	4	5
55	и более	2	4
56	как это	3	4
57	в чем	3	4
58	иметь дело	2	4
59	материал для	2	4
60	в нем	19	4
61	все же	6	4
62	жизни и	6	4
63	а в	4	4
64	и все	5	4
65	и для	5	4
66	приходится иметь	2	4
67	в данном	2	4
68	в языке	2	4
69	и с	9	4
70	могут быть	7	4
71	с этим	2	4
72	ту же	3	4
73	которые в	2	4
74	того как	2	4
75	между тем	3	4
76	не могут	5	3
77	для этого	4	3
78	но он	2	3
79	хотя бы	3	3
80	с другой	5	3
81	и к	6	3
82	если оно	2	3
83	нашего сознания	2	3
84	но как	2	3
85	до конца	17	3
86	в свою	3	3
87	например в	5	3
88	один из	5	3
89	с ее	2	3
90	так и	15	3
91	во всех	12	3
92	и их	5	3
93	бы и	3	3
94	в их	2	3
95	в отношении	4	3
96	на этом	3	3
97	имеет дело	2	3
98	которых мы	2	3
99	еще более	2	3
100	и других	4	3
101	как к	3	3
102	в смысле	4	3
103	действующих лиц	2	3
104	во всем	4	3
105	в поэзии	2	3
106	отношении к	4	3
107	тогда когда	2	3
108	но в	6	3
109	мы не	2	3
110	в узком	4	2
111	слова в	13	2
112	если она	3	2
113	с его	7	2
114	материала и	3	2
115	в них	6	2
116	все что	2	2
117	это не	5	2
118	и от	3	2
119	точка зрения	2	2
120	с другими	4	2
121	в одном	2	2
122	как всякий	2	2
123	но эта	2	2
124	во всяком	3	2
125	людей с	2	2
126	и здесь	2	2
127	ни в	4	2
128	в романе	46	2
129	же время	4	2
130	и при	2	2
131	его от	3	2
132	свою очередь	2	2
133	еще не	7	2
134	но не	6	2
135	она не	6	2
136	и часто	3	2
137	роман и	2	2
138	вовсе не	10	2
139	на его	2	2
140	к нему	3	2
141	в его	7	2
142	из себя	3	2
143	в него	7	2
144	всяком случае	2	2
145	оно не	8	2
146	как он	2	2
147	в этих	7	2
148	отношение к	4	2
149	для нас	5	2
150	в процессе	13	2
151	вместе с	2	2
152	значение в	2	2
153	отличается от	2	2
154	на него	2	2
155	так в	2	2
156	в особенности	3	2
157	т д	2	2
158	не было	2	2
159	что оно	4	2
160	роль в	2	2
161	к своему	9	2
162	именно на	2	2
163	отличие от	13	2
164	в таком	4	2
165	это очень	2	2
166	но это	3	2
167	также и	2	2
168	материал и	3	2
169	в себе	2	2
170	смысл и	2	2
171	романе в	3	2
172	в свете	3	2
173	там где	6	2
